Ticker,Cotação,VARIAÇÃO (12M),P/L,P/VP,DY,carteira investidor 10,P/RECEITA (PSR),DIVIDEND YIELD  - AALR3,PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / PATRIMÔNIO,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,Data da Cotação,DIVIDEND YIELD  - ABCB4,CAGR LUCROS 5 ANOS,DIVIDEND YIELD  - ABEV3,DIVIDEND YIELD  - ADHM3,DIVIDEND YIELD  - AERI3,DIVIDEND YIELD  - AESB3,DIVIDEND YIELD  - AFLT3,DIVIDEND YIELD  - AGRO3,DIVIDEND YIELD  - AGXY3,DIVIDEND YIELD  - AHEB3,DIVIDEND YIELD  - AHEB5,DIVIDEND YIELD  - AHEB6,DIVIDEND YIELD  - ALLD3,DIVIDEND YIELD  - ALPA3,DIVIDEND YIELD  - ALPA4,DIVIDEND YIELD  - ALPK3,DIVIDEND YIELD  - ALSO3,DIVIDEND YIELD  - ALUP11,DIVIDEND YIELD  - ALUP3,DIVIDEND YIELD  - ALUP4,DIVIDEND YIELD  - AMAR3,DIVIDEND YIELD  - AMBP3,DIVIDEND YIELD  - AMER3,DIVIDEND YIELD  - ANDG3B,DIVIDEND YIELD  - ANDG4B,DIVIDEND YIELD  - ANIM3,DIVIDEND YIELD  - APER3,DIVIDEND YIELD  - APTI3,DIVIDEND YIELD  - APTI4,DIVIDEND YIELD  - ARML3,DIVIDEND YIELD  - ARZZ3,DIVIDEND YIELD  - ASAI3,DIVIDEND YIELD  - ATMP3,DIVIDEND YIELD  - ATOM3,DIVIDEND YIELD  - AURA33,DIVIDEND YIELD  - AURE3,DIVIDEND YIELD  - AVLL3,DIVIDEND YIELD  - AZEV3,DIVIDEND YIELD  - AZEV4,DIVIDEND YIELD  - AZUL4,DIVIDEND YIELD  - B3SA3,DIVIDEND YIELD  - BAHI3,DIVIDEND YIELD  - BALM3,DIVIDEND YIELD  - BALM4,DIVIDEND YIELD  - BAUH4,DIVIDEND YIELD  - BAZA3,DIVIDEND YIELD  - BBAS3,DIVIDEND YIELD  - BBDC3,DIVIDEND YIELD  - BBDC4,DIVIDEND YIELD  - BBML3,DIVIDEND YIELD  - BBRK3,DIVIDEND YIELD  - BBSE3,DIVIDEND YIELD  - BDLL3,DIVIDEND YIELD  - BDLL4,DIVIDEND YIELD  - BEEF3,DIVIDEND YIELD  - BEES3,DIVIDEND YIELD  - BEES4,DIVIDEND YIELD  - BFRE11,DIVIDEND YIELD  - BFRE12,DIVIDEND YIELD  - BGIP3,DIVIDEND YIELD  - BGIP4,DIVIDEND YIELD  - BIDI11,DIVIDEND YIELD  - BIDI3,DIVIDEND YIELD  - BIDI4,DIVIDEND YIELD  - BIOM3,DIVIDEND YIELD  - BLAU3,DIVIDEND YIELD  - BLUT3,DIVIDEND YIELD  - BLUT4,DIVIDEND YIELD  - BMEB3,DIVIDEND YIELD  - BMEB4,DIVIDEND YIELD  - BMGB4,DIVIDEND YIELD  - BMIN3,DIVIDEND YIELD  - BMIN4,DIVIDEND YIELD  - BMKS3,DIVIDEND YIELD  - BMOB3,DIVIDEND YIELD  - BNBR3,DIVIDEND YIELD  - BOAS3,DIVIDEND YIELD  - BOBR3,DIVIDEND YIELD  - BOBR4,DIVIDEND YIELD  - BPAC11,DIVIDEND YIELD  - BPAC3,DIVIDEND YIELD  - BPAC5,DIVIDEND YIELD  - BPAN4,DIVIDEND YIELD  - BPAR3,DIVIDEND YIELD  - BPAT33,DIVIDEND YIELD  - BPHA3,DIVIDEND YIELD  - BRAP3,DIVIDEND YIELD  - BRAP4,DIVIDEND YIELD  - BRBI11,DIVIDEND YIELD  - BRFS3,DIVIDEND YIELD  - BRGE11,DIVIDEND YIELD  - BRGE12,DIVIDEND YIELD  - BRGE3,DIVIDEND YIELD  - BRGE5,DIVIDEND YIELD  - BRGE6,DIVIDEND YIELD  - BRGE7,DIVIDEND YIELD  - BRGE8,DIVIDEND YIELD  - BRIT3,DIVIDEND YIELD  - BRIV3,DIVIDEND YIELD  - BRIV4,DIVIDEND YIELD  - BRKM3,DIVIDEND YIELD  - BRKM5,DIVIDEND YIELD  - BRKM6,DIVIDEND YIELD  - BRML3,DIVIDEND YIELD  - BRPR3,DIVIDEND YIELD  - BRSR3,DIVIDEND YIELD  - BRSR5,DIVIDEND YIELD  - BRSR6,DIVIDEND YIELD  - BSEV3,DIVIDEND YIELD  - BSLI3,DIVIDEND YIELD  - BSLI4,DIVIDEND YIELD  - CALI3,DIVIDEND YIELD  - CALI4,DIVIDEND YIELD  - CAMB3,DIVIDEND YIELD  - CAMB4,DIVIDEND YIELD  - CAML3,DIVIDEND YIELD  - CASH3,DIVIDEND YIELD  - CASN3,DIVIDEND YIELD  - CASN4,DIVIDEND YIELD  - CATA3,DIVIDEND YIELD  - CBAV3,DIVIDEND YIELD  - CBEE3,DIVIDEND YIELD  - CCRO3,DIVIDEND YIELD  - CCXC3,DIVIDEND YIELD  - CEAB3,DIVIDEND YIELD  - CEBR3,DIVIDEND YIELD  - CEBR5,DIVIDEND YIELD  - CEBR6,DIVIDEND YIELD  - CEDO3,DIVIDEND YIELD  - CEDO4,DIVIDEND YIELD  - CEEB3,DIVIDEND YIELD  - CEEB5,DIVIDEND YIELD  - CEEB6,DIVIDEND YIELD  - CEED3,DIVIDEND YIELD  - CEED4,DIVIDEND YIELD  - CEGR3,DIVIDEND YIELD  - CEPE3,DIVIDEND YIELD  - CEPE5,DIVIDEND YIELD  - CEPE6,DIVIDEND YIELD  - CESP3,DIVIDEND YIELD  - CESP5,DIVIDEND YIELD  - CESP6,DIVIDEND YIELD  - CGAS3,DIVIDEND YIELD  - CGAS5,DIVIDEND YIELD  - CGRA3,DIVIDEND YIELD  - CGRA4,DIVIDEND YIELD  - CIEL3,DIVIDEND YIELD  - CLSA3,DIVIDEND YIELD  - CLSC3,DIVIDEND YIELD  - CLSC4,DIVIDEND YIELD  - CMIG3,DIVIDEND YIELD  - CMIG4,DIVIDEND YIELD  - CMIN3,DIVIDEND YIELD  - CMSA3,DIVIDEND YIELD  - CMSA4,DIVIDEND YIELD  - CNSY3,DIVIDEND YIELD  - COCE3,DIVIDEND YIELD  - COCE5,DIVIDEND YIELD  - COCE6,DIVIDEND YIELD  - COGN3,DIVIDEND YIELD  - CORR3,DIVIDEND YIELD  - CORR4,DIVIDEND YIELD  - CPFE3,DIVIDEND YIELD  - CPLE11,DIVIDEND YIELD  - CPLE3,DIVIDEND YIELD  - CPLE5,DIVIDEND YIELD  - CPLE6,DIVIDEND YIELD  - CPRE3,DIVIDEND YIELD  - CRDE3,DIVIDEND YIELD  - CREM3,DIVIDEND YIELD  - CRFB3,DIVIDEND YIELD  - CRIV3,DIVIDEND YIELD  - CRIV4,DIVIDEND YIELD  - CRPG3,DIVIDEND YIELD  - CRPG5,DIVIDEND YIELD  - CRPG6,DIVIDEND YIELD  - CSAB3,DIVIDEND YIELD  - CSAB4,DIVIDEND YIELD  - CSAN3,DIVIDEND YIELD  - CSED3,DIVIDEND YIELD  - CSMG3,DIVIDEND YIELD  - CSNA3,DIVIDEND YIELD  - CSRN3,DIVIDEND YIELD  - CSRN5,DIVIDEND YIELD  - CSRN6,DIVIDEND YIELD  - CTKA3,DIVIDEND YIELD  - CTKA4,DIVIDEND YIELD  - CTNM3,DIVIDEND YIELD  - CTNM4,DIVIDEND YIELD  - CTSA3,DIVIDEND YIELD  - CTSA4,DIVIDEND YIELD  - CTSA8,DIVIDEND YIELD  - CURY3,DIVIDEND YIELD  - CVCB3,DIVIDEND YIELD  - CXSE3,DIVIDEND YIELD  - CYRE3,DIVIDEND YIELD  - DASA3,DIVIDEND YIELD  - DESK3,DIVIDEND YIELD  - DEXP3,DIVIDEND YIELD  - DEXP4,DIVIDEND YIELD  - DIRR3,DIVIDEND YIELD  - DMMO11,DIVIDEND YIELD  - DMMO3,DIVIDEND YIELD  - DMVF3,DIVIDEND YIELD  - DOHL3,DIVIDEND YIELD  - DOHL4,DIVIDEND YIELD  - DOTZ3,DIVIDEND YIELD  - DTCY3,DIVIDEND YIELD  - DTCY4,DIVIDEND YIELD  - DXCO3,DIVIDEND YIELD  - EALT3,DIVIDEND YIELD  - EALT4,DIVIDEND YIELD  - ECOR3,DIVIDEND YIELD  - ECPR3,DIVIDEND YIELD  - ECPR4,DIVIDEND YIELD  - EEEL3,DIVIDEND YIELD  - EEEL4,DIVIDEND YIELD  - EGIE3,DIVIDEND YIELD  - EKTR3,DIVIDEND YIELD  - EKTR4,DIVIDEND YIELD  - ELEK3,DIVIDEND YIELD  - ELEK4,DIVIDEND YIELD  - ELET3,DIVIDEND YIELD  - ELET5,DIVIDEND YIELD  - ELET6,DIVIDEND YIELD  - ELMD3,DIVIDEND YIELD  - ELPL3,DIVIDEND YIELD  - EMAE3,DIVIDEND YIELD  - EMAE4,DIVIDEND YIELD  - EMBR3,DIVIDEND YIELD  - ENAT3,DIVIDEND YIELD  - ENBR3,DIVIDEND YIELD  - ENEV3,DIVIDEND YIELD  - ENGI11,DIVIDEND YIELD  - ENGI3,DIVIDEND YIELD  - ENGI4,DIVIDEND YIELD  - ENJU3,DIVIDEND YIELD  - ENMA3B,DIVIDEND YIELD  - ENMA6B,DIVIDEND YIELD  - ENMT3,DIVIDEND YIELD  - ENMT4,DIVIDEND YIELD  - EPAR3,DIVIDEND YIELD  - EQPA3,DIVIDEND YIELD  - EQPA5,DIVIDEND YIELD  - EQPA6,DIVIDEND YIELD  - EQPA7,DIVIDEND YIELD  - EQTL3,DIVIDEND YIELD  - ESPA3,DIVIDEND YIELD  - ESTR3,DIVIDEND YIELD  - ESTR4,DIVIDEND YIELD  - ETER3,DIVIDEND YIELD  - EUCA3,DIVIDEND YIELD  - EUCA4,DIVIDEND YIELD  - EVEN3,DIVIDEND YIELD  - EZTC3,DIVIDEND YIELD  - FBMC3,DIVIDEND YIELD  - FBMC4,DIVIDEND YIELD  - FESA3,DIVIDEND YIELD  - FESA4,DIVIDEND YIELD  - FHER3,DIVIDEND YIELD  - FIGE3,DIVIDEND YIELD  - FIQE3,DIVIDEND YIELD  - FLEX3,DIVIDEND YIELD  - FLRY3,DIVIDEND YIELD  - FNCN3,DIVIDEND YIELD  - FRAS3,DIVIDEND YIELD  - FRIO3,DIVIDEND YIELD  - FRTA3,DIVIDEND YIELD  - FTRT3B,DIVIDEND YIELD  - G2DI33,DIVIDEND YIELD  - GBIO33,DIVIDEND YIELD  - GEPA3,DIVIDEND YIELD  - GEPA4,DIVIDEND YIELD  - GETT11,DIVIDEND YIELD  - GETT3,DIVIDEND YIELD  - GETT4,DIVIDEND YIELD  - GFSA3,DIVIDEND YIELD  - GGBR3,DIVIDEND YIELD  - GGBR4,DIVIDEND YIELD  - GGPS3,DIVIDEND YIELD  - GMAT3,DIVIDEND YIELD  - GNDI3,DIVIDEND YIELD  - GOAU3,DIVIDEND YIELD  - GOAU4,DIVIDEND YIELD  - GOLL4,DIVIDEND YIELD  - GPAR3,DIVIDEND YIELD  - GRAO3,DIVIDEND YIELD  - GRND3,DIVIDEND YIELD  - GSHP3,DIVIDEND YIELD  - GUAR3,DIVIDEND YIELD  - GUAR4,DIVIDEND YIELD  - HAGA3,DIVIDEND YIELD  - HAGA4,DIVIDEND YIELD  - HAPV3,DIVIDEND YIELD  - HBOR3,DIVIDEND YIELD  - HBRE3,DIVIDEND YIELD  - HBSA3,DIVIDEND YIELD  - HBTS5,DIVIDEND YIELD  - HETA3,DIVIDEND YIELD  - HETA4,DIVIDEND YIELD  - HGTX3,DIVIDEND YIELD  - HOOT3,DIVIDEND YIELD  - HOOT4,DIVIDEND YIELD  - HYPE3,DIVIDEND YIELD  - IDVL3,DIVIDEND YIELD  - IDVL4,DIVIDEND YIELD  - IFCM3,DIVIDEND YIELD  - IGBR3,DIVIDEND YIELD  - IGSN3,DIVIDEND YIELD  - IGTA3,DIVIDEND YIELD  - IGTI11,DIVIDEND YIELD  - IGTI3,DIVIDEND YIELD  - IGTI4,DIVIDEND YIELD  - INEP3,DIVIDEND YIELD  - INEP4,DIVIDEND YIELD  - INNT3,DIVIDEND YIELD  - INTB3,DIVIDEND YIELD  - IRBR3,DIVIDEND YIELD  - ITEC3,DIVIDEND YIELD  - ITSA3,DIVIDEND YIELD  - ITSA4,DIVIDEND YIELD  - ITUB3,DIVIDEND YIELD  - ITUB4,DIVIDEND YIELD  - JALL3,DIVIDEND YIELD  - JBSS3,DIVIDEND YIELD  - JFEN3,DIVIDEND YIELD  - JHSF3,DIVIDEND YIELD  - JOPA3,DIVIDEND YIELD  - JOPA4,DIVIDEND YIELD  - JSLG3,DIVIDEND YIELD  - KEPL3,DIVIDEND YIELD  - KLBN11,DIVIDEND YIELD  - KLBN3,DIVIDEND YIELD  - KLBN4,DIVIDEND YIELD  - KRSA3,DIVIDEND YIELD  - LAME3,DIVIDEND YIELD  - LAME4,DIVIDEND YIELD  - LAND3,DIVIDEND YIELD  - LAVV3,DIVIDEND YIELD  - LCAM3,DIVIDEND YIELD  - LEVE3,DIVIDEND YIELD  - LIGT3,DIVIDEND YIELD  - LINX3,DIVIDEND YIELD  - LJQQ3,DIVIDEND YIELD  - LOGG3,DIVIDEND YIELD  - LOGN3,DIVIDEND YIELD  - LPSB3,DIVIDEND YIELD  - LREN3,DIVIDEND YIELD  - LTEL3B,DIVIDEND YIELD  - LUPA3,DIVIDEND YIELD  - LUXM3,DIVIDEND YIELD  - LUXM4,DIVIDEND YIELD  - LVTC3,DIVIDEND YIELD  - LWSA3,DIVIDEND YIELD  - MAPT3,DIVIDEND YIELD  - MAPT4,DIVIDEND YIELD  - MATD3,DIVIDEND YIELD  - MBLY3,DIVIDEND YIELD  - MDIA3,DIVIDEND YIELD  - MDNE3,DIVIDEND YIELD  - MEAL3,DIVIDEND YIELD  - MEGA3,DIVIDEND YIELD  - MELK3,DIVIDEND YIELD  - MERC3,DIVIDEND YIELD  - MERC4,DIVIDEND YIELD  - MGEL3,DIVIDEND YIELD  - MGEL4,DIVIDEND YIELD  - MGLU3,DIVIDEND YIELD  - MILS3,DIVIDEND YIELD  - MLAS3,DIVIDEND YIELD  - MMAQ4,DIVIDEND YIELD  - MMXM3,DIVIDEND YIELD  - MNDL3,DIVIDEND YIELD  - MNPR3,DIVIDEND YIELD  - MOAR3,DIVIDEND YIELD  - MODL11,DIVIDEND YIELD  - MODL3,DIVIDEND YIELD  - MODL4,DIVIDEND YIELD  - MOSI3,DIVIDEND YIELD  - MOVI3,DIVIDEND YIELD  - MPLU3,DIVIDEND YIELD  - MRFG3,DIVIDEND YIELD  - MRSA3B,DIVIDEND YIELD  - MRSA5B,DIVIDEND YIELD  - MRSA6B,DIVIDEND YIELD  - MRVE3,DIVIDEND YIELD  - MSPA3,DIVIDEND YIELD  - MSPA4,DIVIDEND YIELD  - MSRO3,DIVIDEND YIELD  - MTIG3,DIVIDEND YIELD  - MTIG4,DIVIDEND YIELD  - MTRE3,DIVIDEND YIELD  - MTSA3,DIVIDEND YIELD  - MTSA4,DIVIDEND YIELD  - MULT3,DIVIDEND YIELD  - MWET3,DIVIDEND YIELD  - MWET4,DIVIDEND YIELD  - MYPK3,DIVIDEND YIELD  - NAFG3,DIVIDEND YIELD  - NAFG4,DIVIDEND YIELD  - NEMO3,DIVIDEND YIELD  - NEMO5,DIVIDEND YIELD  - NEOE3,DIVIDEND YIELD  - NGRD3,DIVIDEND YIELD  - NINJ3,DIVIDEND YIELD  - NORD3,DIVIDEND YIELD  - NRTQ3,DIVIDEND YIELD  - NTCO3,DIVIDEND YIELD  - NUTR3,DIVIDEND YIELD  - ODER4,DIVIDEND YIELD  - ODPV3,DIVIDEND YIELD  - OFSA3,DIVIDEND YIELD  - OGXP3,DIVIDEND YIELD  - OIBR3,DIVIDEND YIELD  - OIBR4,DIVIDEND YIELD  - ONCO3,DIVIDEND YIELD  - OPCT3,DIVIDEND YIELD  - ORVR3,DIVIDEND YIELD  - OSXB3,DIVIDEND YIELD  - PARD3,DIVIDEND YIELD  - PATI3,DIVIDEND YIELD  - PATI4,DIVIDEND YIELD  - PCAR3,DIVIDEND YIELD  - PCAR4,DIVIDEND YIELD  - PDGR3,DIVIDEND YIELD  - PDTC3,DIVIDEND YIELD  - PEAB3,DIVIDEND YIELD  - PEAB4,DIVIDEND YIELD  - PETR3,DIVIDEND YIELD  - PETR4,DIVIDEND YIELD  - PETZ3,DIVIDEND YIELD  - PFRM3,DIVIDEND YIELD  - PGMN3,DIVIDEND YIELD  - PINE3,DIVIDEND YIELD  - PINE4,DIVIDEND YIELD  - PLAS3,DIVIDEND YIELD  - PLPL3,DIVIDEND YIELD  - PMAM3,DIVIDEND YIELD  - PNVL3,DIVIDEND YIELD  - PNVL4,DIVIDEND YIELD  - POMO3,DIVIDEND YIELD  - POMO4,DIVIDEND YIELD  - PORT3,DIVIDEND YIELD  - POSI3,DIVIDEND YIELD  - POWE3,DIVIDEND YIELD  - PPAR3,DIVIDEND YIELD  - PPLA11,DIVIDEND YIELD  - PRIO3,DIVIDEND YIELD  - PRNR3,DIVIDEND YIELD  - PSSA3,DIVIDEND YIELD  - PTBL3,DIVIDEND YIELD  - PTNT3,DIVIDEND YIELD  - PTNT4,DIVIDEND YIELD  - QUAL3,DIVIDEND YIELD  - QVQP3B,DIVIDEND YIELD  - RADL3,DIVIDEND YIELD  - RAIL3,DIVIDEND YIELD  - RAIZ4,DIVIDEND YIELD  - RANI3,DIVIDEND YIELD  - RANI4,DIVIDEND YIELD  - RAPT3,DIVIDEND YIELD  - RAPT4,DIVIDEND YIELD  - RCSL3,DIVIDEND YIELD  - RCSL4,DIVIDEND YIELD  - RDNI3,DIVIDEND YIELD  - RDOR3,DIVIDEND YIELD  - RECV3,DIVIDEND YIELD  - REDE3,DIVIDEND YIELD  - RENT3,DIVIDEND YIELD  - RLOG3,DIVIDEND YIELD  - RNEW11,DIVIDEND YIELD  - RNEW3,DIVIDEND YIELD  - RNEW4,DIVIDEND YIELD  - ROMI3,DIVIDEND YIELD  - RPAD3,DIVIDEND YIELD  - RPAD5,DIVIDEND YIELD  - RPAD6,DIVIDEND YIELD  - RPMG3,DIVIDEND YIELD  - RSID3,DIVIDEND YIELD  - RSUL3,DIVIDEND YIELD  - RSUL4,DIVIDEND YIELD  - SANB11,DIVIDEND YIELD  - SANB3,DIVIDEND YIELD  - SANB4,DIVIDEND YIELD  - SAPR11,DIVIDEND YIELD  - SAPR3,DIVIDEND YIELD  - SAPR4,DIVIDEND YIELD  - SBFG3,DIVIDEND YIELD  - SBSP3,DIVIDEND YIELD  - SCAR3,DIVIDEND YIELD  - SEDU3,DIVIDEND YIELD  - SEER3,DIVIDEND YIELD  - SEQL3,DIVIDEND YIELD  - SGPS3,DIVIDEND YIELD  - SHOW3,DIVIDEND YIELD  - SHUL3,DIVIDEND YIELD  - SHUL4,DIVIDEND YIELD  - SIMH3,DIVIDEND YIELD  - SLCE3,DIVIDEND YIELD  - SLED3,DIVIDEND YIELD  - SLED4,DIVIDEND YIELD  - SMFT3,DIVIDEND YIELD  - SMLS3,DIVIDEND YIELD  - SMTO3,DIVIDEND YIELD  - SNSY3,DIVIDEND YIELD  - SNSY5,DIVIDEND YIELD  - SNSY6,DIVIDEND YIELD  - SOJA3,DIVIDEND YIELD  - SOMA3,DIVIDEND YIELD  - SOND3,DIVIDEND YIELD  - SOND5,DIVIDEND YIELD  - SOND6,DIVIDEND YIELD  - SPRT3B,DIVIDEND YIELD  - SQIA3,DIVIDEND YIELD  - STBP3,DIVIDEND YIELD  - STKF3,DIVIDEND YIELD  - SULA11,DIVIDEND YIELD  - SULA3,DIVIDEND YIELD  - SULA4,DIVIDEND YIELD  - SUZB3,DIVIDEND YIELD  - SYNE3,DIVIDEND YIELD  - TAEE11,DIVIDEND YIELD  - TAEE3,DIVIDEND YIELD  - TAEE4,DIVIDEND YIELD  - TASA3,DIVIDEND YIELD  - TASA4,DIVIDEND YIELD  - TCNO3,DIVIDEND YIELD  - TCNO4,DIVIDEND YIELD  - TCSA3,DIVIDEND YIELD  - TECN3,DIVIDEND YIELD  - TEKA3,DIVIDEND YIELD  - TEKA4,DIVIDEND YIELD  - TELB3,DIVIDEND YIELD  - TELB4,DIVIDEND YIELD  - TEND3,DIVIDEND YIELD  - TESA3,DIVIDEND YIELD  - TFCO4,DIVIDEND YIELD  - TGMA3,DIVIDEND YIELD  - TIET11,DIVIDEND YIELD  - TIET3,DIVIDEND YIELD  - TIET4,DIVIDEND YIELD  - TIMS3,DIVIDEND YIELD  - TKNO3,DIVIDEND YIELD  - TKNO4,DIVIDEND YIELD  - TOTS3,DIVIDEND YIELD  - TOYB3,DIVIDEND YIELD  - TOYB4,DIVIDEND YIELD  - TPIS3,DIVIDEND YIELD  - TRAD3,DIVIDEND YIELD  - TRIS3,DIVIDEND YIELD  - TRPL3,DIVIDEND YIELD  - TRPL4,DIVIDEND YIELD  - TTEN3,DIVIDEND YIELD  - TUPY3,DIVIDEND YIELD  - TXRX3,DIVIDEND YIELD  - TXRX4,DIVIDEND YIELD  - UCAS3,DIVIDEND YIELD  - UGPA3,DIVIDEND YIELD  - UNIP3,DIVIDEND YIELD  - UNIP5,DIVIDEND YIELD  - UNIP6,DIVIDEND YIELD  - USIM3,DIVIDEND YIELD  - USIM5,DIVIDEND YIELD  - USIM6,DIVIDEND YIELD  - VALE3,DIVIDEND YIELD  - VAMO3,DIVIDEND YIELD  - VBBR3,DIVIDEND YIELD  - VIIA3,DIVIDEND YIELD  - VITT3,DIVIDEND YIELD  - VIVA3,DIVIDEND YIELD  - VIVR3,DIVIDEND YIELD  - VIVT3,DIVIDEND YIELD  - VIVT4,DIVIDEND YIELD  - VLID3,DIVIDEND YIELD  - VSPT3,DIVIDEND YIELD  - VSPT4,DIVIDEND YIELD  - VULC3,DIVIDEND YIELD  - VVEO3,DIVIDEND YIELD  - WEGE3,DIVIDEND YIELD  - WEST3,DIVIDEND YIELD  - WHRL3,DIVIDEND YIELD  - WHRL4,DIVIDEND YIELD  - WLMM3,DIVIDEND YIELD  - WLMM4,DIVIDEND YIELD  - YDUQ3
aalr3,"R$ 10,94","-4,37%","-7,85","1,13","0,00%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10
                        

ADICIONAR NA CARTEIRA
Saiba mais","1,07","0,00%","0,00%","-13,69%","30,37%","5,47%","13,28%","11,64","28,26","8,09","19,65","0,49","-8,92","-0,60","9,70","-1,39","0,46","-14,37%","3,01%","-5,88%","0,49","3,55","8,61","0,64","0,44","0,55","0,77","2,34%",R$ 1.294.123.000,R$ 1.861.394.000,R$ 1.147.405.000, 118.292.000,R$ 2.636.346.000,R$ 480.300.000,R$ 734.972.000,R$ 567.271.000,R$ 167.701.000,Novo Mercado,"6,19%","100,00%",R$ 218.000,Saúde,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",11/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abcb4,"R$ 20,63","-8,98%","5,26","0,79","7,40%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10
                        

ADICIONAR NA CARTEIRA
Saiba mais","0,68",,"38,90%","12,99%","20,11%","15,20%","0,00%",,"4,49",,"4,49","0,07","-0,15","-0,10","26,07","3,92","0,11","15,05%","16,45%","1,39%",,,,,"0,09","0,91","0,35","22,69%",R$ 5.047.270.000,R$ 5.047.270.000,R$ 6.378.306.000, 244.656.000,R$ 69.206.300.000,R$ 17.754.845.000,,,R$ 5.331.598.000,Nível 2,"30,59%","100,00%",R$ 13.329.000,Financeiro,Bancos,10/12/2024,"7,40%","12,68%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
