Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação Judicial
RUMO S.A.,RAIL3,19.97,22.28,"30,11%",196820000.0,FASE OPERACIONAL
IRANI,RANI3,7.52,9.92,"18,84%",18110000.0,FASE OPERACIONAL
RANDON PART,RAPT3,12.64,5.28,"20,31%",280520.0,FASE OPERACIONAL
RANDON PART,RAPT4,14.83,5.28,"20,31%",39460000.0,FASE OPERACIONAL
RECRUSUL,RCSL3,7.43,203.28,"3,60%",15060000.0,FASE OPERACIONAL
RECRUSUL,RCSL4,1.65,203.28,"3,60%",4120000.0,FASE OPERACIONAL
RNI,RDNI3,10.94,36.41,"6,91%",432990.0,FASE OPERACIONAL
REDE D OR,RDOR3,74.4,75.52,"13,54%",130230000.0,FASE OPERACIONAL
REDE ENERGIA,REDE3,7.98,10.25,"18,77%",221560.0,FASE OPERACIONAL
LOCALIZA,RENT3,62.88,26.32,"20,13%",335270000.0,FASE OPERACIONAL
RENOVA,RNEW11,13.0,-56.87,"-40,89%",122750.0,FASE OPERACIONAL
RENOVA,RNEW3,4.73,-56.87,"-40,89%",122140.0,FASE OPERACIONAL
RENOVA,RNEW4,4.17,-56.87,"-40,89%",211050.0,FASE OPERACIONAL
INDS ROMI,ROMI3,26.6,17.47,"12,38%",51210000.0,FASE OPERACIONAL
PET MANGUINH,RPMG3,4.78,-1.06,"-20,06%",1170000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
3R PETROLEUM,RRRP3,36.43,-46.05,"-31,79%",53410000.0,FASE OPERACIONAL
ROSSI RESID,RSID3,10.61,-2.99,"-320,37%",2010000.0,FASE OPERACIONAL
RIOSULENSE,RSUL4,237.9,0.88,"28,53%",59330.0,FASE OPERACIONAL
SANEPAR,SAPR11,20.46,5.75,"32,74%",44910000.0,FASE OPERACIONAL
SANEPAR,SAPR3,4.08,5.75,"32,74%",2920000.0,FASE OPERACIONAL
SANEPAR,SAPR4,4.13,5.75,"32,74%",21370000.0,FASE OPERACIONAL
GRUPO SBF,SBFG3,28.75,-79.87,"-3,90%",16870000.0,FASE OPERACIONAL
SABESP,SBSP3,41.56,9.12,"24,93%",151690000.0,FASE OPERACIONAL
SAO CARLOS,SCAR3,40.88,15.07,"64,59%",522870.0,FASE OPERACIONAL
SER EDUCA,SEER3,14.22,5.78,"25,09%",10070000.0,FASE OPERACIONAL
SEQUOIA LOG,SEQL3,21.35,82.04,"3,48%",20920000.0,FASE OPERACIONAL
SPRINGS,SGPS3,11.32,16.92,"4,74%",1230000.0,FASE OPERACIONAL
TIME FOR FUN,SHOW3,4.8,-3.15,"-778,33%",3170000.0,FASE OPERACIONAL
SCHULZ,SHUL4,10.2,10.08,"14,02%",4710000.0,FASE OPERACIONAL
SIMPAR,SIMH3,49.09,15.05,"15,06%",25620000.0,FASE OPERACIONAL
SLC AGRICOLA,SLCE3,48.39,9.07,"25,03%",64230000.0,FASE OPERACIONAL
SARAIVA LIVR,SLED3,1.0,-0.85,"-268,48%",736740.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
SARAIVA LIVR,SLED4,0.56,-0.85,"-268,48%",1050000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
SMILES,SMLS3,22.27,11.09,"34,48%",40530000.0,FASE OPERACIONAL
SAO MARTINHO,SMTO3,32.73,10.6,"35,23%",39560000.0,FASE OPERACIONAL
SANSUY,SNSY3,17.88,-6.52,"-5,56%",35940.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
SANSUY,SNSY5,6.41,-6.52,"-5,56%",158970.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
GRUPO SOMA,SOMA3,13.41,-169.79,"-2,87%",34310000.0,FASE OPERACIONAL
SONDOTECNICA,SOND3,40.2,4.05,"29,16%",42031.0,FASE OPERACIONAL
SONDOTECNICA,SOND5,52.74,4.05,"29,16%",3930.0,FASE OPERACIONAL
SONDOTECNICA,SOND6,58.0,4.05,"29,16%",97274.0,FASE OPERACIONAL
SINQIA,SQIA3,22.44,117.71,"5,62%",14910000.0,FASE OPERACIONAL
SANTOS BRP,STBP3,8.27,54.29,"11,70%",45550000.0,FASE OPERACIONAL
SUZANO S.A.,SUZB3,64.85,14.47,"33,06%",540890000.0,FASE OPERACIONAL
TAESA,TAEE11,39.52,5.49,"91,56%",94090000.0,FASE OPERACIONAL
TAESA,TAEE3,13.1,5.49,"91,56%",1390000.0,FASE OPERACIONAL
TAESA,TAEE4,13.16,5.49,"91,56%",3440000.0,FASE OPERACIONAL
TAURUS ARMAS,TASA3,24.28,5.31,"27,98%",2710000.0,FASE OPERACIONAL
TAURUS ARMAS,TASA4,24.15,5.31,"27,98%",65640000.0,FASE OPERACIONAL
TECNOSOLO,TCNO3,2.52,-67.64,,227210.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
TECNOSOLO,TCNO4,1.96,-67.64,,350050.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
TECNISA,TCSA3,7.77,-8.24,"-61,48%",11050000.0,FASE OPERACIONAL
TECHNOS,TECN3,2.22,63.66,"1,32%",5200000.0,FASE OPERACIONAL
TEKA,TEKA3,49.0,149.43,"2,48%",7550.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
TEKA,TEKA4,17.35,149.43,"2,48%",122610.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
TELEBRAS,TELB3,72.0,-34.74,"-36,52%",53840.0,FASE OPERACIONAL
TELEBRAS,TELB4,30.34,-34.74,"-36,52%",238680.0,FASE OPERACIONAL
TENDA,TEND3,23.85,8.6,"11,89%",27580000.0,FASE OPERACIONAL
TERRA SANTA,TESA3,44.17,8.91,"16,93%",1350000.0,FASE OPERACIONAL
TRACK FIELD,TFCO4,12.8,19.05,"17,33%",2020000.0,FASE OPERACIONAL
TEGMA,TGMA3,22.6,13.48,"11,29%",11350000.0,FASE OPERACIONAL
TIM,TIMS3,11.9,7.93,"15,77%",70200000.0,FASE OPERACIONAL
TEKNO,TKNO4,59.0,1.85,"15,14%",4220.0,FASE OPERACIONAL
TOTVS,TOTS3,30.88,39.23,"15,98%",143850000.0,FASE OPERACIONAL
TRIUNFO PART,TPIS3,3.22,12.39,"19,26%",13660000.0,EM RECUPERAÇÃO EXTRAJUDICIAL
TRISUL,TRIS3,10.08,9.39,"23,01%",13270000.0,FASE OPERACIONAL
TRAN PAULIST,TRPL3,30.45,4.98,"116,52%",178780.0,FASE OPERACIONAL
TRAN PAULIST,TRPL4,26.59,4.98,"116,52%",45660000.0,FASE OPERACIONAL
TUPY,TUPY3,26.33,17.65,"5,65%",31760000.0,FASE OPERACIONAL
TEX RENAUX,TXRX3,36.99,23.13,"14,19%",15060.0,FASE OPERACIONAL
TEX RENAUX,TXRX4,9.55,23.13,"14,19%",49540.0,FASE OPERACIONAL
UNICASA,UCAS3,4.94,10.9,"14,51%",703350.0,FASE OPERACIONAL
ULTRAPAR,UGPA3,19.34,18.47,"2,23%",132720000.0,FASE OPERACIONAL
UNIPAR,UNIP3,78.5,6.05,"27,88%",1950000.0,FASE OPERACIONAL
UNIPAR,UNIP5,83.5,6.05,"27,88%",80170.0,FASE OPERACIONAL
UNIPAR,UNIP6,86.29,6.05,"27,88%",27870000.0,FASE OPERACIONAL
USIMINAS,USIM3,20.79,5.67,"24,81%",12980000.0,FASE OPERACIONAL
USIMINAS,USIM5,19.88,5.67,"24,81%",429070000.0,FASE OPERACIONAL
USIMINAS,USIM6,27.0,5.67,"24,81%",6080.0,FASE OPERACIONAL
VALE,VALE3,109.4,6.92,"34,21%",2740000000.0,FASE OPERACIONAL
VAMOS,VAMO3,48.14,29.94,"24,23%",21140000.0,FASE OPERACIONAL
VIVARA S.A.,VIVA3,27.57,34.34,"17,58%",26830000.0,FASE OPERACIONAL
VIVER,VIVR3,2.76,-3.51,"-234,87%",7980000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
TELEF BRASIL,VIVT3,43.83,12.57,"14,76%",117760000.0,FASE OPERACIONAL
VALID,VLID3,9.91,-13.61,"-6,19%",7320000.0,FASE OPERACIONAL
VULCABRAS,VULC3,8.46,42.52,"4,18%",4900000.0,FASE OPERACIONAL
VIAVAREJO,VVAR3,11.87,16.47,"5,38%",531760000.0,FASE OPERACIONAL
WEG,WEGE3,31.71,41.05,"16,94%",416380000.0,FASE OPERACIONAL
WHIRLPOOL,WHRL3,7.07,8.41,"10,92%",95130.0,FASE OPERACIONAL
WHIRLPOOL,WHRL4,8.0,8.41,"10,92%",222480.0,FASE OPERACIONAL
WIZ S.A.,WIZS3,11.65,4.58,"40,75%",28660000.0,FASE OPERACIONAL
WLM IND COM,WLMM3,22.0,8.61,"8,02%",9200.0,FASE OPERACIONAL
WLM IND COM,WLMM4,30.0,8.61,"8,02%",35760.0,FASE OPERACIONAL
YDUQS PART,YDUQ3,30.07,46.02,"6,74%",80140000.0,FASE OPERACIONAL
