Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação Judicial
PETROBRAS BR,BRDT3,25.06,7.11,"5,72%",196500000.0,FASE OPERACIONAL
BRF SA,BRFS3,25.86,12.35,"7,10%",234110000.0,FASE OPERACIONAL
BRASKEM,BRKM3,50.15,10.48,"9,17%",1350000.0,FASE OPERACIONAL
BRASKEM,BRKM5,50.66,10.48,"9,17%",167620000.0,FASE OPERACIONAL
BRASKEM,BRKM6,42.0,10.48,"9,17%",7520.0,FASE OPERACIONAL
BR MALLS PAR,BRML3,10.85,-33.7,"-40,70%",160860000.0,FASE OPERACIONAL
BR PROPERT,BRPR3,9.55,18.81,"108,20%",14540000.0,FASE OPERACIONAL
B2W DIGITAL,BTOW3,59.24,242.33,"1,12%",258510000.0,FASE OPERACIONAL
BATTISTELLA,BTTL3,18.79,5.8,"9,15%",191460.0,FASE OPERACIONAL
CAMBUCI,CAMB3,5.21,25.1,"7,73%",449520.0,FASE OPERACIONAL
CAMIL,CAML3,9.99,7.95,"8,33%",15210000.0,FASE OPERACIONAL
CSU CARDSYST,CARD3,24.8,14.33,"16,35%",7190000.0,FASE OPERACIONAL
MELIUZ,CASH3,38.2,139.52,"18,59%",80720000.0,FASE OPERACIONAL
AMPLA ENERG,CBEE3,23.45,32.42,"3,90%",88540.0,FASE OPERACIONAL
CYRE COM-CCP,CCPR3,12.22,12.59,"48,94%",5160000.0,FASE OPERACIONAL
CCR SA,CCRO3,13.91,14.13,"26,87%",159220000.0,FASE OPERACIONAL
CEA MODAS,CEAB3,13.68,-15.52,"-7,30%",26720000.0,FASE OPERACIONAL
CEB,CEBR3,193.49,0.16,"706,26%",579120.0,FASE OPERACIONAL
CEB,CEBR5,198.0,0.16,"706,26%",97520.0,FASE OPERACIONAL
CEB,CEBR6,198.0,0.16,"706,26%",241690.0,FASE OPERACIONAL
CEDRO,CEDO3,9.9,32.41,"1,33%",29490.0,FASE OPERACIONAL
CEDRO,CEDO4,6.31,32.41,"1,33%",179670.0,FASE OPERACIONAL
COELBA,CEEB3,39.9,8.14,"16,01%",46220.0,FASE OPERACIONAL
CEEE-D,CEED3,58.1,-2.68,"-15,81%",20250.0,FASE OPERACIONAL
CEEE-D,CEED4,54.45,-2.68,"-15,81%",2340.0,FASE OPERACIONAL
CEG,CEGR3,60.1,28.28,"18,62%",43690.0,FASE OPERACIONAL
CELPE,CEPE5,28.0,22.5,"8,40%",24320.0,FASE OPERACIONAL
CELPE,CEPE6,28.5,22.5,"8,40%",4860.0,FASE OPERACIONAL
CESP,CESP3,28.59,10.2,"47,26%",330560.0,FASE OPERACIONAL
CESP,CESP5,37.1,10.2,"47,26%",27600.0,FASE OPERACIONAL
CESP,CESP6,25.26,10.2,"47,26%",61330000.0,FASE OPERACIONAL
COMGAS,CGAS3,150.0,13.32,"22,78%",15260.0,FASE OPERACIONAL
COMGAS,CGAS5,164.09,13.32,"22,78%",303740.0,FASE OPERACIONAL
GRAZZIOTIN,CGRA3,33.8,6.02,"18,83%",43840.0,FASE OPERACIONAL
GRAZZIOTIN,CGRA4,33.0,6.02,"18,83%",650230.0,FASE OPERACIONAL
CIELO,CIEL3,4.09,-170.98,"-0,58%",107170000.0,FASE OPERACIONAL
CELESC,CLSC3,70.02,4.9,"8,09%",13100.0,FASE OPERACIONAL
CELESC,CLSC4,69.47,4.9,"8,09%",369110.0,FASE OPERACIONAL
CEMIG,CMIG3,16.16,5.79,"21,92%",9100000.0,FASE OPERACIONAL
CEMIG,CMIG4,13.45,5.79,"21,92%",117420000.0,FASE OPERACIONAL
CSNMINERACAO,CMIN3,9.12,5.17,"51,90%",86930000.0,FASE OPERACIONAL
COELCE,COCE3,70.0,19.93,"6,40%",2370.0,FASE OPERACIONAL
COELCE,COCE5,57.5,19.93,"6,40%",996290.0,FASE OPERACIONAL
COGNA ON,COGN3,4.17,-4.21,"-66,97%",178850000.0,FASE OPERACIONAL
COR RIBEIRO,CORR4,82.0,-2.48,"29,14%",0.0,FASE OPERACIONAL
CPFL ENERGIA,CPFE3,29.09,8.81,"16,88%",67010000.0,FASE OPERACIONAL
COPEL,CPLE11,30.3,5.18,"22,77%",9060000.0,FASE OPERACIONAL
COPEL,CPLE3,5.62,5.18,"22,77%",12490000.0,FASE OPERACIONAL
COPEL,CPLE6,6.21,5.18,"22,77%",78910000.0,FASE OPERACIONAL
CR2,CRDE3,24.99,-2.75,"-749,69%",13240.0,FASE OPERACIONAL
CARREFOUR BR,CRFB3,21.42,10.25,"6,80%",88520000.0,FASE OPERACIONAL
CRISTAL,CRPG3,62.03,8.1,"23,70%",2780.0,FASE OPERACIONAL
CRISTAL,CRPG5,70.5,8.1,"23,70%",919120.0,FASE OPERACIONAL
CRISTAL,CRPG6,66.98,8.1,"23,70%",186130.0,FASE OPERACIONAL
COSAN,CSAN3,21.87,15.25,"18,70%",246320000.0,FASE OPERACIONAL
CRUZEIRO EDU,CSED3,13.47,22.99,"12,53%",7100000.0,FASE OPERACIONAL
COPASA,CSMG3,17.9,7.2,"24,20%",38650000.0,FASE OPERACIONAL
SID NACIONAL,CSNA3,44.15,6.03,"34,92%",562820000.0,FASE OPERACIONAL
COSERN,CSRN3,16.2,8.68,"17,04%",34750.0,FASE OPERACIONAL
COSERN,CSRN5,17.49,8.68,"17,04%",10940.0,FASE OPERACIONAL
COSERN,CSRN6,16.2,8.68,"17,04%",9280.0,FASE OPERACIONAL
KARSTEN,CTKA3,30.4,8.41,"20,24%",16860.0,FASE OPERACIONAL
KARSTEN,CTKA4,27.32,8.41,"20,24%",88440.0,FASE OPERACIONAL
COTEMINAS,CTNM3,11.58,17.53,"4,23%",5330.0,FASE OPERACIONAL
COTEMINAS,CTNM4,6.13,17.53,"4,23%",158500.0,FASE OPERACIONAL
SANTANENSE,CTSA3,2.52,26.44,"3,61%",138150.0,FASE OPERACIONAL
SANTANENSE,CTSA4,2.07,26.44,"3,61%",81540.0,FASE OPERACIONAL
CURY S/A,CURY3,9.13,9.52,"20,98%",9590000.0,FASE OPERACIONAL
CVC BRASIL,CVCB3,23.6,-7.26,"-181,31%",129680000.0,FASE OPERACIONAL
CYRELA REALT,CYRE3,22.64,4.17,"58,05%",149620000.0,FASE OPERACIONAL
DASA,DASA3,57.98,176.03,"2,55%",13190000.0,FASE OPERACIONAL
DIRECIONAL,DIRR3,12.5,8.18,"15,49%",16780000.0,FASE OPERACIONAL
DOMMO,DMMO3,0.87,2.21,"41,09%",8250000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
D1000VFARMA,DMVF3,9.26,0.06116799999999999,"0,01%",2630000.0,FASE OPERACIONAL
DOHLER,DOHL3,26.8,17.23,"15,62%",9480.0,FASE OPERACIONAL
DOHLER,DOHL4,6.19,17.23,"15,62%",119920.0,FASE OPERACIONAL
DTCOM-DIRECT,DTCY3,9.85,-209.92,"-4,06%",68590.0,FASE OPERACIONAL
DURATEX,DTEX3,21.15,19.75,"12,88%",47930000.0,FASE OPERACIONAL
ACO ALTONA,EALT3,15.0,8.42,"12,86%",51710.0,FASE OPERACIONAL
ACO ALTONA,EALT4,6.27,8.42,"12,86%",342850.0,FASE OPERACIONAL
ECORODOVIAS,ECOR3,12.37,15.8,"21,84%",49220000.0,FASE OPERACIONAL
CEEE-GT,EEEL3,520.0,8.81,"42,80%",2340.0,FASE OPERACIONAL
CEEE-GT,EEEL4,600.0,8.81,"42,80%",0.0,FASE OPERACIONAL
ENGIE BRASIL,EGIE3,40.8,7.91,"46,31%",68940000.0,FASE OPERACIONAL
ELEKTRO,EKTR3,33.05,8.74,"14,51%",1130.0,FASE OPERACIONAL
ELEKTRO,EKTR4,25.05,8.74,"14,51%",40750.0,FASE OPERACIONAL
ELETROBRAS,ELET3,43.15,10.73,"30,42%",235320000.0,FASE OPERACIONAL
ELETROBRAS,ELET5,64.0,10.73,"30,42%",11800.0,FASE OPERACIONAL
ELETROBRAS,ELET6,43.35,10.73,"30,42%",102360000.0,FASE OPERACIONAL
ELETROMIDIA,ELMD3,17.91,-23.47,"-47,08%",5340000.0,FASE OPERACIONAL
EMAE,EMAE4,87.08,11.63,"36,45%",333170.0,FASE OPERACIONAL
EMBRAER,EMBR3,17.27,-14.49,"-7,78%",189230000.0,FASE OPERACIONAL
ENAUTA PART,ENAT3,14.61,9.92,"34,36%",32150000.0,FASE OPERACIONAL
ENERGIAS BR,ENBR3,19.02,5.72,"20,92%",63860000.0,FASE OPERACIONAL
ENEVA,ENEV3,17.23,24.48,"33,93%",108320000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
ENERGISA,ENGI11,46.75,11.3,"15,04%",76150000.0,FASE OPERACIONAL
ENERGISA,ENGI3,17.53,11.3,"15,04%",340880.0,FASE OPERACIONAL
ENERGISA,ENGI4,7.29,11.3,"15,04%",435410.0,FASE OPERACIONAL
ENJOEI,ENJU3,10.82,-25.6,"-72,02%",25550000.0,FASE OPERACIONAL
ENERGISA MT,ENMT3,57.25,12.91,"22,34%",237650.0,FASE OPERACIONAL
ENERGISA MT,ENMT4,57.7,12.91,"22,34%",71390.0,FASE OPERACIONAL
EQTL PARA,EQPA3,4.78,10.21,"19,46%",223110.0,FASE OPERACIONAL
EQTL PARA,EQPA5,5.56,10.21,"19,46%",9790.0,FASE OPERACIONAL
EQTL PARA,EQPA7,5.38,10.21,"19,46%",9930.0,FASE OPERACIONAL
EQUATORIAL,EQTL3,25.38,7.74,"26,03%",177720000.0,FASE OPERACIONAL
ESPACOLASER,ESPA3,17.48,50.01,"16,41%",21420000.0,FASE OPERACIONAL
ESTRELA,ESTR4,36.7,5.6,"9,71%",19970.0,FASE OPERACIONAL
ETERNIT,ETER3,31.03,5.28,"32,79%",71520000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
EUCATEX,EUCA3,21.9,7.52,"12,10%",206500.0,FASE OPERACIONAL
EUCATEX,EUCA4,10.93,7.52,"12,10%",3240000.0,FASE OPERACIONAL
EVEN,EVEN3,9.59,3.01,"17,09%",14910000.0,FASE OPERACIONAL
EZTEC,EZTC3,30.22,22.74,"28,91%",76680000.0,FASE OPERACIONAL
FERBASA,FESA3,58.0,10.89,"20,50%",43690.0,FASE OPERACIONAL
FERBASA,FESA4,34.83,10.89,"20,50%",16750000.0,FASE OPERACIONAL
FER HERINGER,FHER3,23.01,4.95,"9,95%",21470000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
FLEURY,FLRY3,26.81,17.84,"18,04%",45850000.0,FASE OPERACIONAL
FRAS-LE,FRAS3,11.27,9.4,"16,16%",3170000.0,FASE OPERACIONAL
METALFRIO,FRIO3,70.99,16.69,"4,39%",16450.0,FASE OPERACIONAL
POMIFRUTAS,FRTA3,7.5,67.61,"9,56%",287820.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
GER PARANAP,GEPA3,36.61,3.61,"95,97%",10120.0,FASE OPERACIONAL
GER PARANAP,GEPA4,36.96,3.61,"95,97%",31560.0,FASE OPERACIONAL
GAFISA,GFSA3,4.18,84.57,"2,27%",27350000.0,FASE OPERACIONAL
GERDAU,GGBR3,27.35,7.65,"16,26%",4030000.0,FASE OPERACIONAL
GERDAU,GGBR4,32.2,7.65,"16,26%",470560000.0,FASE OPERACIONAL
GRUPO MATEUS,GMAT3,7.99,18.75,"6,77%",33890000.0,FASE OPERACIONAL
INTERMEDICA,GNDI3,86.75,48.19,"10,12%",343980000.0,FASE OPERACIONAL
GERDAU MET,GOAU3,13.68,2.99,"16,23%",1000000.0,FASE OPERACIONAL
GERDAU MET,GOAU4,14.49,2.99,"16,23%",147120000.0,FASE OPERACIONAL
GOL,GOLL4,25.75,-6.61,"-52,17%",173360000.0,FASE OPERACIONAL
CELGPAR,GPAR3,58.5,19.02,"86,08%",2970.0,FASE OPERACIONAL
GPC PART,GPCP3,39.1,6.09,"19,28%",5320000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
GPC PART,GPCP4,30.8,6.09,"19,28%",66580.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
GRENDENE,GRND3,9.23,18.44,"17,84%",15590000.0,FASE OPERACIONAL
GENERALSHOPP,GSHP3,43.0,119.66,"16,85%",44330.0,FASE OPERACIONAL
GUARARAPES,GUAR3,18.72,-101.91,"-1,75%",15430000.0,FASE OPERACIONAL
HAGA S/A,HAGA3,3.52,3.52,"27,46%",86440.0,FASE OPERACIONAL
HAGA S/A,HAGA4,2.9,3.52,"27,46%",634600.0,FASE OPERACIONAL
HAPVIDA,HAPV3,15.63,49.49,"13,71%",171120000.0,FASE OPERACIONAL
HELBOR,HBOR3,8.38,25.06,"8,60%",17160000.0,FASE OPERACIONAL
HBR REALTY,HBRE3,15.93,31.42,"78,41%",2000000.0,FASE OPERACIONAL
HIDROVIAS,HBSA3,6.66,37.15,"15,99%",31540000.0,FASE OPERACIONAL
HABITASUL,HBTS5,31.22,6.27,"43,23%",30170.0,FASE OPERACIONAL
HERCULES,HETA4,10.1,-1.91,"-10.655,45%",49150.0,FASE OPERACIONAL
CIA HERING,HGTX3,29.37,53.47,"7,87%",90150000.0,FASE OPERACIONAL
HOTEIS OTHON,HOOT4,2.73,-0.36,"-272,05%",27450.0,FASE OPERACIONAL
HYPERA,HYPE3,35.62,19.22,"32,20%",99710000.0,FASE OPERACIONAL
IGB S/A,IGBR3,13.75,-27.74,"-656,23%",1540000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
IGUATEMI,IGTA3,42.85,26.32,"52,11%",87770000.0,FASE OPERACIONAL
INEPAR,INEP3,55.11,-3.9,"-4.232,60%",1100000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
INEPAR,INEP4,59.51,-3.9,"-4.232,60%",1680000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
INTELBRAS,INTB3,27.88,20.17,"17,62%",30890000.0,FASE OPERACIONAL
JALLESMACHAD,JALL3,8.85,9.87,"40,66%",6570000.0,FASE OPERACIONAL
J B DUARTE,JBDU3,3.26,-3.33,,271470.0,FASE OPERACIONAL
J B DUARTE,JBDU4,2.9,-3.33,,502150.0,FASE OPERACIONAL
JBS,JBSS3,30.38,5.84,"7,91%",404440000.0,FASE OPERACIONAL
JHSF PART,JHSF3,7.4,5.73,"69,99%",39720000.0,FASE OPERACIONAL
JOSAPAR,JOPA3,30.0,6.47,"7,11%",23120.0,FASE OPERACIONAL
JOSAPAR,JOPA4,74.88,6.47,"7,11%",2400.0,FASE OPERACIONAL
JEREISSATI,JPSA3,28.91,13.41,"48,64%",7040000.0,FASE OPERACIONAL
JSL,JSLG3,10.73,21.15,"7,67%",3890000.0,FASE OPERACIONAL
KEPLER WEBER,KEPL3,50.46,11.54,"12,34%",10310000.0,FASE OPERACIONAL
KLABIN S/A,KLBN11,25.98,15.78,"25,45%",203720000.0,FASE OPERACIONAL
KLABIN S/A,KLBN3,5.61,15.78,"25,45%",2090000.0,FASE OPERACIONAL
KLABIN S/A,KLBN4,5.11,15.78,"25,45%",10130000.0,FASE OPERACIONAL
LOJAS AMERIC,LAME3,18.43,31.24,"5,44%",62960000.0,FASE OPERACIONAL
LOJAS AMERIC,LAME4,19.7,31.24,"5,44%",264020000.0,FASE OPERACIONAL
LAVVI,LAVV3,7.7,6.88,"31,04%",11330000.0,FASE OPERACIONAL
LOCAMERICA,LCAM3,27.1,17.76,"17,05%",64180000.0,FASE OPERACIONAL
METAL LEVE,LEVE3,27.98,11.67,"11,29%",13720000.0,FASE OPERACIONAL
LIGHT S/A,LIGT3,17.44,6.95,"12,79%",42450000.0,FASE OPERACIONAL
LINX,LINX3,37.38,-159.21,"-4,79%",28710000.0,FASE OPERACIONAL
ELETROPAR,LIPR3,72.5,36.11,,25750.0,FASE OPERACIONAL
QUERO-QUERO,LJQQ3,19.84,21.33,"10,09%",28660000.0,FASE OPERACIONAL
LE LIS BLANC,LLIS3,3.98,-3.23,"-102,79%",1500000.0,FASE OPERACIONAL
LOG COM PROP,LOGG3,28.49,9.33,"254,89%",11730000.0,FASE OPERACIONAL
LOG-IN,LOGN3,18.38,13.66,"17,68%",14660000.0,FASE OPERACIONAL
LOPES BRASIL,LPSB3,3.78,8.65,"26,03%",4480000.0,FASE OPERACIONAL
LOJAS RENNER,LREN3,45.05,63.63,"8,98%",412570000.0,FASE OPERACIONAL
LUPATECH,LUPA3,8.16,-498.91,"-1,10%",27380000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
TREVISA,LUXM4,71.1,13.57,"14,44%",32540.0,FASE OPERACIONAL
LOCAWEB,LWSA3,24.17,287.76,"7,58%",227430000.0,FASE OPERACIONAL
CEMEPE,MAPT3,37.0,-231.32,,22769.0,FASE OPERACIONAL
CEMEPE,MAPT4,40.0,-231.32,,1440.0,FASE OPERACIONAL
MOBLY,MBLY3,17.25,-36.79,"-5,46%",4620000.0,FASE OPERACIONAL
M.DIASBRANCO,MDIA3,28.05,18.81,"7,44%",35910000.0,FASE OPERACIONAL
MOURA DUBEUX,MDNE3,8.25,-14.15,"-8,39%",2800000.0,FASE OPERACIONAL
IMC S/A,MEAL3,3.79,-2.26,"-50,77%",20000000.0,FASE OPERACIONAL
MELNICK,MELK3,6.15,10.74,"10,28%",3790000.0,FASE OPERACIONAL
MANGELS INDL,MGEL4,17.39,7.74,"16,06%",218150.0,FASE OPERACIONAL
MAGAZ LUIZA,MGLU3,20.02,110.12,"3,68%",701850000.0,FASE OPERACIONAL
MILLS,MILS3,7.75,58.63,"5,78%",15520000.0,FASE OPERACIONAL
MMX MINER,MMXM11,2.1,-746.77,,612200.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MMX MINER,MMXM3,14.0,-746.77,,7000000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MUNDIAL,MNDL3,46.99,5.5,"10,96%",77720.0,FASE OPERACIONAL
MINUPAR,MNPR3,15.0,2.82,"14,58%",706620.0,FASE OPERACIONAL
MONT ARANHA,MOAR3,300.0,13.9,"226,69%",201860.0,FASE OPERACIONAL
MOSAICO,MOSI3,20.08,38.86,"21,49%",37800000.0,FASE OPERACIONAL
MOVIDA,MOVI3,17.69,16.85,"17,39%",36680000.0,FASE OPERACIONAL
MARFRIG,MRFG3,18.03,3.8,"11,56%",174370000.0,FASE OPERACIONAL
MRV,MRVE3,17.24,16.5,"10,76%",65020000.0,FASE OPERACIONAL
MELHOR SP,MSPA3,48.0,-5.78,"-56,65%",21231.0,FASE OPERACIONAL
METAL IGUACU,MTIG4,54.12,34.15,"2,72%",9470.0,FASE OPERACIONAL
MITRE REALTY,MTRE3,10.98,12.62,"8,85%",9620000.0,FASE OPERACIONAL
METISA,MTSA4,41.47,3.77,"18,82%",185730.0,FASE OPERACIONAL
MULTIPLAN,MULT3,24.98,16.98,"92,51%",153970000.0,FASE OPERACIONAL
WETZEL S/A,MWET3,39.9,1.83,"31,41%",22360.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
WETZEL S/A,MWET4,13.8,1.83,"31,41%",220090.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
IOCHP-MAXION,MYPK3,16.48,-139.82,"-0,49%",26700000.0,FASE OPERACIONAL
NEOENERGIA,NEOE3,18.37,8.79,"16,39%",34110000.0,FASE OPERACIONAL
NEOGRID,NGRD3,6.6,36.73,"16,52%",26020000.0,FASE OPERACIONAL
NORDON MET,NORD3,21.25,102.4,"106,82%",71640.0,PARALISADA
GRUPO NATURA,NTCO3,51.25,55.56,"3,61%",303990000.0,FASE OPERACIONAL
NUTRIPLANT,NUTR3,240.0,6.72,"6,76%",37750.0,FASE OPERACIONAL
ODONTOPREV,ODPV3,12.79,10.52,"32,09%",16140000.0,FASE OPERACIONAL
OUROFINO S/A,OFSA3,36.25,17.53,"15,28%",1110000.0,FASE OPERACIONAL
OI,OIBR3,1.53,-23.18,"-16,33%",182160000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
OI,OIBR4,2.23,-23.18,"-16,33%",8440000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
OMEGA GER,OMGE3,37.74,22.7,"43,24%",34870000.0,FASE OPERACIONAL
OCEANPACT,OPCT3,7.72,38.6,"6,23%",10810000.0,FASE OPERACIONAL
ORIZON,ORVR3,24.31,29.46,"15,18%",5520000.0,FASE OPERACIONAL
OSX BRASIL,OSXB3,11.1,-7.78,"-4.782,13%",890330.0,FASE OPERACIONAL
IHPARDINI,PARD3,20.9,11.33,"15,19%",9070000.0,FASE OPERACIONAL
PANATLANTICA,PATI3,94.0,6.64,"15,29%",22190.0,FASE OPERACIONAL
PANATLANTICA,PATI4,120.0,6.64,"15,29%",11460.0,FASE OPERACIONAL
P.ACUCAR-CBD,PCAR3,37.98,5.07,"5,73%",269690000.0,FASE OPERACIONAL
PDG REALT,PDGR3,6.48,-3.63,"-130,63%",906930.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
PADTEC,PDTC3,7.37,33.75,"10,49%",2030000.0,FASE OPERACIONAL
PAR AL BAHIA,PEAB3,67.0,0.87,"392,53%",15270.0,FASE OPERACIONAL
PAR AL BAHIA,PEAB4,70.0,0.87,"392,53%",9210.0,FASE OPERACIONAL
PETROBRAS,PETR3,25.22,5.16,"45,61%",535610000.0,FASE OPERACIONAL
PETROBRAS,PETR4,25.84,5.16,"45,61%",1820000000.0,FASE OPERACIONAL
PETZ,PETZ3,22.12,73.22,"7,51%",79620000.0,FASE OPERACIONAL
PROFARMA,PFRM3,6.28,9.99,"2,05%",3180000.0,FASE OPERACIONAL
PAGUE MENOS,PGMN3,11.99,16.02,"5,08%",9980000.0,FASE OPERACIONAL
PLASCAR PART,PLAS3,15.19,-4.29,"-18,61%",231900.0,FASE OPERACIONAL
PLANOEPLANO,PLPL3,6.06,7.34,"17,84%",4560000.0,FASE OPERACIONAL
PARANAPANEMA,PMAM3,15.37,-12.81,"-6,18%",10120000.0,FASE OPERACIONAL
DIMED,PNVL3,20.0,37.87,"3,09%",16080000.0,FASE OPERACIONAL
DIMED,PNVL4,19.8,37.87,"3,09%",254800.0,FASE OPERACIONAL
MARCOPOLO,POMO3,2.56,40.12,"2,58%",627050.0,FASE OPERACIONAL
MARCOPOLO,POMO4,2.78,40.12,"2,58%",17380000.0,FASE OPERACIONAL
POSITIVO TEC,POSI3,11.61,5.79,"13,26%",81660000.0,FASE OPERACIONAL
FOCUS ON,POWE3,14.38,18.9,"2,80%",4350000.0,FASE OPERACIONAL
PETRORIO,PRIO3,18.83,13.27,"51,73%",478410000.0,FASE OPERACIONAL
PRINER,PRNR3,7.94,-19.13,"-6,01%",1980000.0,FASE OPERACIONAL
PORTO VM,PSVM11,6.16,-0.021088,,35720.0,FASE PRÉ-OPERACIONAL
PORTOBELLO,PTBL3,14.02,16.55,"10,80%",43260000.0,FASE OPERACIONAL
PETTENATI,PTNT3,14.31,10.92,"7,68%",608300.0,FASE OPERACIONAL
PETTENATI,PTNT4,4.97,10.92,"7,68%",143270.0,FASE OPERACIONAL
QUALICORP,QUAL3,28.0,12.71,"32,42%",81800000.0,FASE OPERACIONAL
RAIADROGASIL,RADL3,27.58,46.82,"4,78%",144840000.0,FASE OPERACIONAL
