Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação Judicial
ULTRAPAR PARTICIPAÇÕES SA,UGPA3,19.34,19.72,2.1,110957000.0,[]
UNIPAR PARTICIPAÇÕES S.A.,UNIP3,78.5,5.52,28.6,2609010.0,[]
UNIPAR PARTICIPAÇÕES S.A.,UNIP5,83.5,5.89,28.6,78578.0,[]
UNIPAR PARTICIPAÇÕES S.A.,UNIP6,86.29,6.1,28.6,31783200.0,[]
USIMINAS,USIM3,20.79,6.33,22.6,10374200.0,[]
USIMINAS,USIM5,19.88,6.07,22.6,452278000.0,[]
USIMINAS,USIM6,28.5,8.54,22.6,6975.0,[]
VALE,VALE3,109.4,4.2,56.3,2624880000.0,[]
VAMOS,VAMO3,48.14,30.54,23.8,23726000.0,[]
VIVARA S.A.,VIVA3,27.57,32.91,18.3,27293900.0,[]
VIVER,VIVR3,2.76,-11.51,-71.5,11852800.0,['RECUPERAÇÃO JUDICIAL']
TELEF BRASIL,VIVT3,43.83,14.07,13.2,94435900.0,[]
VALID,VLID3,9.91,23.87,3.5,7651370.0,[]
VULCABRAS S/A.,VULC3,8.46,34.86,5.1,4805000.0,[]
VIAVAREJO,VVAR3,11.87,10.1,8.8,475407000.0,[]
WEG SA,WEGE3,31.71,35.46,19.6,352659000.0,[]
WHIRLPOOL S.A.,WHRL3,7.07,8.55,10.2,99385.0,[]
WHIRLPOOL S.A.,WHRL4,8.0,9.93,10.2,220353.0,[]
WIZ S.A.,WIZS3,11.65,3.8,49.1,34547500.0,[]
WLM,WLMM3,22.0,7.89,7.1,12428.0,[]
WLM,WLMM4,30.0,11.21,7.1,44655.0,[]
YDUQS PART,YDUQ3,30.07,46.74,6.6,74045900.0,[]
