Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,18.44,32.12,7.76,8790000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,15.39,13.37,23.29,376690000.0,FASE OPERACIONAL
AERIS,AERI3,6.08,25.13,8.36,12200000.0,FASE OPERACIONAL
AES BRASIL,AESB3,12.27,56.92,9.47,13230000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,9.69,5.76,85.80,7190.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,31.95,4.01,41.71,24430000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,11.68,8.09,4.94,1190000.0,FASE OPERACIONAL
SPTURIS,AHEB3,27.5,-4.94,-24.82,12692.0,FASE OPERACIONAL
SPTURIS,AHEB5,22.0,-4.94,-24.82,0.0,FASE OPERACIONAL
SPTURIS,AHEB6,51.5,-4.94,-24.82,0.0,FASE OPERACIONAL
ALLIED,ALLD3,14.0,2.37,7.10,1940000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,22.79,26.87,15.68,114560.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,27.28,26.87,15.68,105910000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,4.51,-68.31,-3.88,160980.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,23.91,10.42,52.26,28170000.0,FASE OPERACIONAL
ALUPAR,ALUP11,28.19,4.32,72.22,19200000.0,FASE OPERACIONAL
ALUPAR,ALUP3,9.3,4.32,72.22,85790.0,FASE OPERACIONAL
ALUPAR,ALUP4,9.3,4.32,72.22,109610.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,3.41,493.46,0.19,18860000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,38.01,18.76,17.15,26840000.0,FASE OPERACIONAL
AMERICANAS,AMER3,34.0,47.94,3.33,230420000.0,FASE OPERACIONAL
ANIMA,ANIM3,7.59,27.06,10.61,20140000.0,FASE OPERACIONAL
ALPER S.A.,APER3,37.31,65.12,5.06,1260000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,19.83,54.85,33.21,12600000.0,FASE OPERACIONAL
