Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,11.96,81.53,2.55,13610000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,17.43,15.19,27.05,406940000.0,FASE OPERACIONAL
AERIS,AERI3,10.18,36.97,8.71,36570000.0,FASE OPERACIONAL
AES BRASIL,AESB3,13.84,,,14710000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,10.49,32.31,54.72,24160.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,30.02,9.23,34.26,33070000.0,FASE OPERACIONAL
SPTURIS,AHEB3,26.01,-6.48,-17.42,6710.0,FASE OPERACIONAL
SPTURIS,AHEB5,21.51,-6.48,-17.42,52342.0,FASE OPERACIONAL
SPTURIS,AHEB6,51.5,-6.48,-17.42,77182.0,FASE OPERACIONAL
ALLIED,ALLD3,36.25,11.33,6.39,6580000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,44.49,59.25,12.57,156090.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,52.0,59.25,12.57,72470000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,8.21,-107.96,-4.96,331720.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,28.47,34.73,30.24,43910000.0,FASE OPERACIONAL
ALUPAR,ALUP11,26.47,4.0,57.88,24570000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.82,4.0,57.88,201010.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.91,4.0,57.88,246400.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,8.6,-14.47,-12.13,66710000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,45.78,33.09,18.24,17520000.0,FASE OPERACIONAL
ANIMA,ANIM3,14.3,29.93,12.99,26780000.0,FASE OPERACIONAL
ALPER S.A.,APER3,46.74,-213.51,-3.21,5970000.0,FASE PRÉ-OPERACIONAL
AREZZO CO,ARZZ3,95.42,105.5,5.20,51510000.0,FASE OPERACIONAL
ASSAI,ASAI3,86.0,12.51,5.91,122820000.0,FASE OPERACIONAL
ATMASA,ATMP3,7.7,-4.52,-10.47,1620000.0,FASE OPERACIONAL
ATOMPAR,ATOM3,7.64,10.96,35.35,1970000.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,26.1,-4.74,-102.43,235880.0,FASE OPERACIONAL
AZEVEDO,AZEV3,7.06,0.79,601.47,1500000.0,FASE OPERACIONAL
AZEVEDO,AZEV4,6.7,0.79,601.47,4840000.0,FASE OPERACIONAL
AZUL,AZUL4,44.72,-11.17,-37.84,250620000.0,FASE OPERACIONAL
B3,B3SA3,16.42,15.16,61.43,704930000.0,FASE OPERACIONAL
BAHEMA,BAHI3,83.2,-13.2,-4.94,59240.0,FASE OPERACIONAL
BAUMER,BALM3,19.21,8.77,11.93,35380.0,FASE OPERACIONAL
BAUMER,BALM4,19.67,8.77,11.93,94850.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,85.04,8.95,11.40,31590.0,FASE OPERACIONAL
BR BROKERS,BBRK3,2.44,-1.42,-101.08,9020000.0,FASE OPERACIONAL
BARDELLA,BDLL3,12.3,-4.46,-353.49,124340.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,13.05,-4.46,-353.49,145490.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,9.36,5.57,8.97,89030000.0,FASE OPERACIONAL
BIOMM,BIOM3,16.39,-19.57,-92.41,257550.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,11.84,-7.87,-20.55,25680000.0,FASE OPERACIONAL
BLAU,BLAU3,49.0,20.78,34.52,12810000.0,FASE OPERACIONAL
BIC MONARK,BMKS3,238.87,-20.05,8.31,44660.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,24.7,11.83,34.97,21950000.0,FASE OPERACIONAL
BOA VISTA,BOAS3,11.45,77.46,11.91,11510000.0,FASE OPERACIONAL
BOMBRIL,BOBR4,2.61,10.31,6.49,832210.0,FASE OPERACIONAL
BRADESPAR,BRAP3,64.71,7.49,,2370000.0,FASE OPERACIONAL
BRADESPAR,BRAP4,75.02,7.49,,170520000.0,FASE OPERACIONAL
PETROBRAS BR,BRDT3,29.39,7.95,5.72,236100000.0,FASE OPERACIONAL
BRF SA,BRFS3,26.86,12.68,7.10,282090000.0,FASE OPERACIONAL
BRASKEM,BRKM3,58.1,11.45,9.17,1300000.0,FASE OPERACIONAL
BRASKEM,BRKM5,60.0,11.45,9.17,202610000.0,FASE OPERACIONAL
BRASKEM,BRKM6,44.0,11.45,9.17,6920.0,FASE OPERACIONAL
BR MALLS PAR,BRML3,10.04,-31.39,-40.70,164140000.0,FASE OPERACIONAL
BR PROPERT,BRPR3,9.11,18.03,108.20,15740000.0,FASE OPERACIONAL
B2W DIGITAL,BTOW3,66.71,270.0,1.12,209530000.0,FASE OPERACIONAL
CAMBUCI,CAMB3,6.04,28.08,7.73,743070.0,FASE OPERACIONAL
CAMIL,CAML3,9.7,7.66,8.33,13260000.0,FASE OPERACIONAL
CSU CARDSYST,CARD3,22.91,13.36,16.35,8770000.0,FASE OPERACIONAL
