Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,19.41,33.42,7.76,8130000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,14.52,12.57,23.29,366390000.0,FASE OPERACIONAL
AERIS,AERI3,4.88,20.71,8.36,11050000.0,FASE OPERACIONAL
AES BRASIL,AESB3,11.05,53.68,9.47,14880000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,9.48,5.46,84.24,6710.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,33.99,4.28,41.71,28340000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,9.8,7.11,4.94,1180000.0,FASE OPERACIONAL
SPTURIS,AHEB3,27.5,-4.92,-24.82,0.0,FASE OPERACIONAL
SPTURIS,AHEB5,22.0,-4.92,-24.82,0.0,FASE OPERACIONAL
SPTURIS,AHEB6,41.2,-4.92,-24.82,6338.0,FASE OPERACIONAL
ALLIED,ALLD3,14.02,2.38,7.10,1760000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,19.5,20.8,15.68,110050.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,19.6,20.8,15.68,93030000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,3.9,-65.0,-3.88,199940.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,21.1,8.9,52.26,24460000.0,FASE OPERACIONAL
ALUPAR,ALUP11,26.28,4.19,72.22,23050000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.66,4.19,72.22,82820.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.88,4.19,72.22,107250.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,2.33,416.37,0.19,16640000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,35.14,17.77,17.15,23750000.0,FASE OPERACIONAL
AMERICANAS,AMER3,24.0,35.95,3.33,199530000.0,FASE OPERACIONAL
ANIMA,ANIM3,5.55,24.13,10.61,17910000.0,FASE OPERACIONAL
ALPER S.A.,APER3,33.75,57.83,5.06,1140000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,14.82,41.46,33.21,11510000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,89.47,11.95,19.85,88090000.0,FASE OPERACIONAL
ASSAI,ASAI3,15.28,10.11,6.16,117980000.0,FASE OPERACIONAL
ATMASA,ATMP3,2.01,-3.2,-10.74,70480.0,FASE OPERACIONAL
ATOMPAR,ATOM3,2.97,9.37,20.03,96130.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,27.0,-5.53,-112.46,56820.0,FASE OPERACIONAL
AZEVEDO,AZEV3,3.84,5.39,24.69,130140.0,FASE OPERACIONAL
AZEVEDO,AZEV4,3.12,5.39,24.69,967290.0,FASE OPERACIONAL
AZUL,AZUL4,21.97,532.26,0.55,208100000.0,FASE OPERACIONAL
B3,B3SA3,13.3,12.05,61.44,543550000.0,FASE OPERACIONAL
BAHEMA,BAHI3,14.98,-26.25,-5.81,102400.0,FASE OPERACIONAL
BAUMER,BALM3,15.0,9.67,8.87,56351.0,FASE OPERACIONAL
BAUMER,BALM4,13.0,9.67,8.87,10470.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,84.99,189.55,1.30,36650.0,FASE OPERACIONAL
BR BROKERS,BBRK3,0.92,-1.98,-38.33,1470000.0,FASE OPERACIONAL
BARDELLA,BDLL3,11.0,-8.6,-128.49,3990.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,9.6,-8.6,-128.49,6630.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,13.13,6.92,7.55,76930000.0,FASE OPERACIONAL
BIOMM,BIOM3,11.07,-14.36,-61.30,70570.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,6.3,-12.01,-6.27,14310000.0,FASE OPERACIONAL
BLAU,BLAU3,24.9,8.58,33.42,7070000.0,FASE OPERACIONAL
B TECH EQI,BLUT3,1.1,-2.62,,207610.0,FASE OPERACIONAL
B TECH EQI,BLUT4,0.6,-2.62,,467510.0,FASE OPERACIONAL
BIC MONARK,BMKS3,245.0,-10.57,17.59,7780.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,14.42,9.39,17.36,9170000.0,FASE OPERACIONAL
BOA VISTA,BOAS3,8.03,-330.71,-1.24,7490000.0,FASE OPERACIONAL
