Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
HIDROVIAS,HBSA3,3.12,23.14,19.10,11470000.0,FASE OPERACIONAL
HABITASUL,HBTS5,44.9,18.27,11.56,11760.0,FASE OPERACIONAL
HOTEIS OTHON,HOOT4,2.23,-0.94,-61.54,20020.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
HYPERA,HYPE3,42.05,15.79,33.63,167360000.0,FASE OPERACIONAL
INFRACOMM,IFCM3,5.14,-28.62,-10.89,8440000.0,FASE OPERACIONAL
IGB S/A,IGBR3,34.6,-9.44,-756.72,381150.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
IGUATEMI S.A,IGTI11,19.55,8.92,42.48,57720000.0,FASE OPERACIONAL
IGUATEMI S.A,IGTI3,2.6,8.92,42.48,759790.0,FASE OPERACIONAL
INEPAR,INEP3,0.88,0.73,5523.07,1510000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
INEPAR,INEP4,0.88,0.73,5523.07,556350.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
INTELBRAS,INTB3,26.56,23.68,10.96,44410000.0,FASE OPERACIONAL
JALLESMACHAD,JALL3,10.48,4.48,63.89,7930000.0,FASE OPERACIONAL
JBS,JBSS3,34.73,4.06,9.57,376920000.0,FASE OPERACIONAL
JOAO FORTES,JFEN3,0.89,-3.17,-2374.82,269430.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
JHSF PART,JHSF3,6.8,5.36,53.79,29730000.0,FASE OPERACIONAL
JOSAPAR,JOPA3,22.6,7.4,4.81,5410.0,FASE OPERACIONAL
JOSAPAR,JOPA4,36.0,7.4,4.81,5538.0,FASE OPERACIONAL
JSL,JSLG3,6.38,8.62,12.61,3490000.0,FASE OPERACIONAL
KEPLER WEBER,KEPL3,19.97,5.32,22.30,14490000.0,FASE OPERACIONAL
KLABIN S/A,KLBN11,22.2,6.91,36.29,136400000.0,FASE OPERACIONAL
