Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,17.02,18.38,12.33,15030000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,17.39,13.31,27.80,379620000.0,FASE OPERACIONAL
AERIS,AERI3,8.14,36.22,7.06,18100000.0,FASE OPERACIONAL
AES BRASIL,AESB3,11.27,104.52,8.41,23800000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.66,25.39,53.41,4680.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,24.48,4.42,32.47,23660000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,9.0,15.74,2.79,850370.0,FASE OPERACIONAL
SPTURIS,AHEB3,26.5,-5.93,-19.49,3280.0,FASE OPERACIONAL
SPTURIS,AHEB5,23.0,-5.93,-19.49,38869.0,FASE OPERACIONAL
ALLIED,ALLD3,16.92,3.16,8.39,9200000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,35.93,37.93,14.25,100310.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,43.05,37.93,14.25,120060000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,4.73,-295.18,-1.08,160650.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,22.35,20.94,37.03,29060000.0,FASE OPERACIONAL
ALUPAR,ALUP11,24.25,3.3,71.60,19980000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.13,3.3,71.60,634870.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.07,3.3,71.60,651610.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,4.48,-157.31,-0.62,30560000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,46.0,25.95,17.76,82310000.0,FASE OPERACIONAL
AMERICANAS,AMER3,33.57,78.55,2.55,250330000.0,FASE OPERACIONAL
ANIMA,ANIM3,6.82,23.76,13.81,24610000.0,FASE OPERACIONAL
ALPER S.A.,APER3,28.5,76.36,3.39,3000000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,25.7,97.88,33.85,12210000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,76.01,18.75,16.90,63720000.0,FASE OPERACIONAL
ASSAI,ASAI3,14.08,9.08,6.50,211270000.0,FASE OPERACIONAL
ATMASA,ATMP3,3.3,-4.05,-8.65,195420.0,FASE OPERACIONAL
ATOMPAR,ATOM3,3.19,7.75,21.77,136090.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,26.5,-5.63,-83.77,453240.0,FASE OPERACIONAL
AZEVEDO,AZEV3,4.0,1.11,296.26,741930.0,FASE OPERACIONAL
AZEVEDO,AZEV4,3.16,1.11,296.26,2910000.0,FASE OPERACIONAL
AZUL,AZUL4,27.76,-18.61,-10.79,186680000.0,FASE OPERACIONAL
BAHEMA,BAHI3,13.6,-16.86,-5.14,34820.0,FASE OPERACIONAL
BAUMER,BALM3,15.8,10.1,8.76,3050.0,FASE OPERACIONAL
BAUMER,BALM4,13.48,10.1,8.76,20060.0,FASE OPERACIONAL
