Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,17.25,18.57,12.33,9940000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,13.93,12.02,23.29,337070000.0,FASE OPERACIONAL
AERIS,AERI3,5.91,24.5,8.36,13330000.0,FASE OPERACIONAL
AES BRASIL,AESB3,11.1,,9.47,10890000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.52,5.04,85.80,4540.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,34.16,4.3,41.71,18590000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,11.82,19.05,2.79,1060000.0,FASE OPERACIONAL
SPTURIS,AHEB3,27.5,-6.16,-19.49,2700.0,FASE OPERACIONAL
SPTURIS,AHEB5,22.0,-6.16,-19.49,7226.0,FASE OPERACIONAL
SPTURIS,AHEB6,51.5,-6.16,-19.49,0.0,FASE OPERACIONAL
ALLIED,ALLD3,13.0,2.4,8.39,2060000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,21.12,24.53,15.68,99660.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,24.71,24.53,15.68,98740000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,4.11,-279.19,-1.08,127520.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,21.47,20.22,37.03,28420000.0,FASE OPERACIONAL
ALUPAR,ALUP11,25.42,4.13,72.22,17560000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.45,4.13,72.22,79180.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.48,4.13,72.22,102820.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,2.94,-146.49,-0.62,22080000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,32.77,20.19,17.76,24990000.0,FASE OPERACIONAL
AMERICANAS,AMER3,30.09,42.47,3.33,213510000.0,FASE OPERACIONAL
ANIMA,ANIM3,7.2,24.27,13.81,19350000.0,FASE OPERACIONAL
ALPER S.A.,APER3,32.99,92.12,3.39,1480000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,13.57,50.78,33.85,14230000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,77.66,21.03,16.90,74250000.0,FASE OPERACIONAL
ASSAI,ASAI3,12.71,8.76,6.16,119520000.0,FASE OPERACIONAL
ATMASA,ATMP3,2.45,-3.8,-8.65,139510.0,FASE OPERACIONAL
ATOMPAR,ATOM3,2.92,6.9,21.77,139770.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,32.35,-6.17,-83.77,68610.0,FASE OPERACIONAL
AZEVEDO,AZEV3,3.53,0.95,296.26,226210.0,FASE OPERACIONAL
AZEVEDO,AZEV4,2.9,0.95,296.26,1520000.0,FASE OPERACIONAL
AZUL,AZUL4,21.83,531.4,0.55,194970000.0,FASE OPERACIONAL
B3,B3SA3,14.44,12.06,62.55,503760000.0,FASE OPERACIONAL
BAHEMA,BAHI3,14.95,-19.7,-5.14,59540.0,FASE OPERACIONAL
BAUMER,BALM3,16.96,9.13,8.76,1090.0,FASE OPERACIONAL
BAUMER,BALM4,9.85,9.13,8.76,6090.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,79.88,177.86,1.30,44110.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.05,-0.58,-71.69,1640000.0,FASE OPERACIONAL
BARDELLA,BDLL3,10.89,-6.18,-385.42,3710.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,9.7,-6.18,-385.42,6170.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,10.96,6.27,7.55,68530000.0,FASE OPERACIONAL
BIOMM,BIOM3,13.87,-18.51,-59.30,149530.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,6.44,-12.24,-6.27,13500000.0,FASE OPERACIONAL
BLAU,BLAU3,27.78,9.71,33.42,10170000.0,FASE OPERACIONAL
B TECH EQI,BLUT3,1.22,-2.75,,293400.0,FASE OPERACIONAL
B TECH EQI,BLUT4,0.62,-2.75,,529020.0,FASE OPERACIONAL
BIC MONARK,BMKS3,245.0,-27.5,4.64,9980.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,13.78,5.09,32.96,11490000.0,FASE OPERACIONAL
BOA VISTA,BOAS3,4.75,6.8,28.76,6680000.0,FASE OPERACIONAL
BOMBRIL,BOBR3,1.0,4.04,13.51,0.0,FASE OPERACIONAL
BOMBRIL,BOBR4,1.46,4.04,13.51,62800.0,FASE OPERACIONAL
BRADESPAR,BRAP3,29.46,1.92,,7170000.0,FASE OPERACIONAL
BRADESPAR,BRAP4,34.43,1.92,,176750000.0,FASE OPERACIONAL
BR PARTNERS,BRBI11,18.37,,45.15,3320000.0,FASE OPERACIONAL
BRF SA,BRFS3,15.43,11.39,6.23,232200000.0,FASE OPERACIONAL
BRISANET,BRIT3,3.64,15.67,13.83,2650000.0,FASE OPERACIONAL
BRASKEM,BRKM3,44.72,2.37,24.39,1920000.0,FASE OPERACIONAL
BRASKEM,BRKM5,47.4,2.37,24.39,175450000.0,FASE OPERACIONAL
BRASKEM,BRKM6,30.0,2.37,24.39,2450.0,FASE OPERACIONAL
BR MALLS PAR,BRML3,9.18,23.64,41.45,170350000.0,FASE OPERACIONAL
BR PROPERT,BRPR3,7.43,30.43,55.26,12570000.0,FASE OPERACIONAL
CONST A LIND,CALI3,98.18,6.15,18.84,0.0,FASE OPERACIONAL
CONST A LIND,CALI4,50.0,6.15,18.84,0.0,FASE OPERACIONAL
CAMBUCI,CAMB3,4.5,7.82,15.03,137510.0,FASE OPERACIONAL
CAMIL,CAML3,9.06,9.35,6.49,15180000.0,FASE OPERACIONAL
CSU CARDSYST,CARD3,13.93,6.75,17.60,3260000.0,FASE OPERACIONAL
MELIUZ,CASH3,2.2,-131.94,-4.36,134710000.0,FASE OPERACIONAL
CBA,CBAV3,23.47,21.84,9.48,37600000.0,FASE OPERACIONAL
AMPLA ENERG,CBEE3,21.0,17.41,6.18,7750.0,FASE OPERACIONAL
CCR SA,CCRO3,11.37,12.06,29.75,100000000.0,FASE OPERACIONAL
CEA MODAS,CEAB3,4.91,42.27,0.90,13920000.0,FASE OPERACIONAL
CEB,CEBR3,15.1,-0.23,578.99,37500.0,FASE OPERACIONAL
CEB,CEBR5,14.66,-0.23,578.99,14340.0,FASE OPERACIONAL
CEB,CEBR6,14.49,-0.23,578.99,94370.0,FASE OPERACIONAL
CEDRO,CEDO3,7.13,5.12,5.45,6300.0,FASE OPERACIONAL
CEDRO,CEDO4,5.36,5.12,5.45,33240.0,FASE OPERACIONAL
COELBA,CEEB3,34.5,7.03,19.75,51960.0,FASE OPERACIONAL
COELBA,CEEB5,39.0,7.03,19.75,0.0,FASE OPERACIONAL
CEEE-D,CEED3,44.2,-17.5,-5.94,2000.0,FASE OPERACIONAL
CEEE-D,CEED4,55.8,-17.5,-5.94,0.0,FASE OPERACIONAL
CEG,CEGR3,79.89,28.14,17.50,42428.0,FASE OPERACIONAL
CELPE,CEPE3,128.0,15.34,11.12,0.0,FASE OPERACIONAL
CELPE,CEPE5,27.02,15.34,11.12,4700.0,FASE OPERACIONAL
CELPE,CEPE6,27.0,15.34,11.12,3440.0,FASE OPERACIONAL
CESP,CESP3,22.81,6.44,65.10,110130.0,FASE OPERACIONAL
