Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,14.48,16.28,12.33,15890000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,14.88,11.26,27.80,362600000.0,FASE OPERACIONAL
AERIS,AERI3,6.0,27.45,7.06,13940000.0,FASE OPERACIONAL
AES BRASIL,AESB3,11.03,103.37,8.41,14010000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.35,24.45,53.41,4720.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,27.86,5.14,32.47,20080000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,10.22,17.17,2.79,478270.0,FASE OPERACIONAL
SPTURIS,AHEB3,27.5,-6.16,-19.49,3420.0,FASE OPERACIONAL
SPTURIS,AHEB5,22.0,-6.16,-19.49,30611.0,FASE OPERACIONAL
ALLIED,ALLD3,16.2,3.02,8.39,4570000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,28.75,29.65,14.25,78510.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,33.45,29.65,14.25,92380000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,4.2,-281.51,-1.08,91610.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,19.36,18.5,37.03,28900000.0,FASE OPERACIONAL
ALUPAR,ALUP11,23.66,3.26,71.60,21530000.0,FASE OPERACIONAL
ALUPAR,ALUP3,7.86,3.26,71.60,624990.0,FASE OPERACIONAL
ALUPAR,ALUP4,7.93,3.26,71.60,637300.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,3.22,-135.61,-0.62,30000000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,37.37,22.19,17.76,44970000.0,FASE OPERACIONAL
AMERICANAS,AMER3,29.48,70.01,2.55,233150000.0,FASE OPERACIONAL
ANIMA,ANIM3,6.97,23.96,13.81,25060000.0,FASE OPERACIONAL
ALPER S.A.,APER3,29.08,78.39,3.39,1640000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,21.71,82.39,33.85,17610000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,68.66,17.01,16.90,68400000.0,FASE OPERACIONAL
ASSAI,ASAI3,11.8,7.93,6.50,157180000.0,FASE OPERACIONAL
ATMASA,ATMP3,3.2,-4.02,-8.65,160500.0,FASE OPERACIONAL
ATOMPAR,ATOM3,3.02,7.21,21.77,136510.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,28.7,-5.83,-83.77,455820.0,FASE OPERACIONAL
AZEVEDO,AZEV3,4.31,1.31,296.26,350720.0,FASE OPERACIONAL
AZEVEDO,AZEV4,3.67,1.31,296.26,1790000.0,FASE OPERACIONAL
AZUL,AZUL4,25.61,-17.78,-10.79,219090000.0,FASE OPERACIONAL
BAHEMA,BAHI3,14.15,-18.67,-5.14,36030.0,FASE OPERACIONAL
BAUMER,BALM3,15.5,9.48,8.76,2280.0,FASE OPERACIONAL
BAUMER,BALM4,12.2,9.48,8.76,5510.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,81.88,24.95,9.20,36550.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.04,-0.58,-71.69,1980000.0,FASE OPERACIONAL
BARDELLA,BDLL3,11.69,-6.22,-385.42,19260.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
