Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,12.75,82.91,2.55,9940000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,18.77,16.65,27.05,339150000.0,FASE OPERACIONAL
AERIS,AERI3,9.98,36.7,8.71,34660000.0,FASE OPERACIONAL
AES BRASIL,AESB3,14.44,,,11870000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,9.44,28.58,54.72,17860.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,33.2,8.39,34.26,28230000.0,FASE OPERACIONAL
SPTURIS,AHEB3,24.88,-6.13,-17.42,5860.0,FASE OPERACIONAL
SPTURIS,AHEB5,20.01,-6.13,-17.42,49032.0,FASE OPERACIONAL
SPTURIS,AHEB6,30.0,-6.13,-17.42,35692.0,FASE OPERACIONAL
ALLIED,ALLD3,18.29,5.63,6.39,1220000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,41.71,56.93,12.57,121700.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,48.11,56.93,12.57,67820000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,8.22,-107.35,-4.96,308350.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,29.93,36.89,30.24,38980000.0,FASE OPERACIONAL
ALUPAR,ALUP11,27.72,4.1,57.88,23080000.0,FASE OPERACIONAL
ALUPAR,ALUP3,9.06,4.1,57.88,163860.0,FASE OPERACIONAL
ALUPAR,ALUP4,9.27,4.1,57.88,214350.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,7.74,-13.42,-12.13,38870000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,32.2,22.98,18.24,10190000.0,FASE OPERACIONAL
ANIMA,ANIM3,12.7,27.56,12.99,24240000.0,FASE OPERACIONAL
ALPER S.A.,APER3,51.14,-233.51,-3.21,4870000.0,FASE PRÉ-OPERACIONAL
AREZZO CO,ARZZ3,88.3,95.52,5.79,50570000.0,FASE OPERACIONAL
ASSAI,ASAI3,89.0,12.9,5.91,124170000.0,FASE OPERACIONAL
ATMASA,ATMP3,9.71,-5.03,-10.47,1680000.0,FASE OPERACIONAL
ATOMPAR,ATOM3,8.24,12.26,35.35,3550000.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,25.9,-4.74,-102.43,194580.0,FASE OPERACIONAL
AZEVEDO,AZEV3,7.36,0.91,601.47,898750.0,FASE OPERACIONAL
AZEVEDO,AZEV4,7.19,0.91,601.47,1880000.0,FASE OPERACIONAL
AZUL,AZUL4,42.9,-10.93,-37.84,287750000.0,FASE OPERACIONAL
B3,B3SA3,17.7,4.58,61.43,694760000.0,FASE OPERACIONAL
BAHEMA,BAHI3,73.59,-11.12,-4.94,42050.0,FASE OPERACIONAL
BAUMER,BALM3,19.7,8.45,11.93,32710.0,FASE OPERACIONAL
BAUMER,BALM4,17.65,8.45,11.93,52030.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,89.99,9.06,11.40,36420.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.73,-0.91,-101.08,2060000.0,FASE OPERACIONAL
BARDELLA,BDLL3,10.85,-4.39,-353.49,135770.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,10.11,-4.39,-353.49,101230.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,10.06,5.78,8.97,99900000.0,FASE OPERACIONAL
BIOMM,BIOM3,16.2,-20.45,-92.41,292650.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,11.14,-7.41,-20.55,24010000.0,FASE OPERACIONAL
BLAU,BLAU3,46.8,19.69,34.52,8770000.0,FASE OPERACIONAL
BIC MONARK,BMKS3,255.0,-15.18,8.31,17190.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,22.59,10.79,34.97,24780000.0,FASE OPERACIONAL
BOA VISTA,BOAS3,10.3,72.53,11.91,11650000.0,FASE OPERACIONAL
BOMBRIL,BOBR4,2.33,9.8,6.49,348450.0,FASE OPERACIONAL
BRADESPAR,BRAP3,62.45,7.27,,2970000.0,FASE OPERACIONAL
BRADESPAR,BRAP4,71.79,7.27,,187300000.0,FASE OPERACIONAL
PETROBRAS BR,BRDT3,26.89,7.54,5.72,191540000.0,FASE OPERACIONAL
BRF SA,BRFS3,28.22,13.01,7.10,248750000.0,FASE OPERACIONAL
BRASKEM,BRKM3,52.55,10.8,9.17,1400000.0,FASE OPERACIONAL
BRASKEM,BRKM5,53.35,10.8,9.17,187160000.0,FASE OPERACIONAL
BRASKEM,BRKM6,42.95,10.8,9.17,7740.0,FASE OPERACIONAL
BR MALLS PAR,BRML3,11.16,-34.47,-40.70,159620000.0,FASE OPERACIONAL
BR PROPERT,BRPR3,9.47,18.69,108.20,13950000.0,FASE OPERACIONAL
B2W DIGITAL,BTOW3,63.66,261.74,1.12,245430000.0,FASE OPERACIONAL
BATTISTELLA,BTTL3,20.58,6.33,9.15,224120.0,FASE OPERACIONAL
CAMBUCI,CAMB3,5.8,27.32,7.73,463420.0,FASE OPERACIONAL
CAMIL,CAML3,10.23,8.09,8.33,14420000.0,FASE OPERACIONAL
CSU CARDSYST,CARD3,25.31,14.61,16.35,7680000.0,FASE OPERACIONAL
MELIUZ,CASH3,38.91,142.25,18.59,83290000.0,FASE OPERACIONAL
AMPLA ENERG,CBEE3,23.85,32.68,3.90,90770.0,FASE OPERACIONAL
CYRE COM-CCP,CCPR3,12.83,12.99,48.94,4900000.0,FASE OPERACIONAL
CCR SA,CCRO3,13.94,14.15,26.87,160360000.0,FASE OPERACIONAL
CEA MODAS,CEAB3,14.07,-15.94,-7.30,26250000.0,FASE OPERACIONAL
CEB,CEBR3,193.0,0.14,706.26,577200.0,FASE OPERACIONAL
CEB,CEBR5,193.0,0.14,706.26,92450.0,FASE OPERACIONAL
CEB,CEBR6,195.0,0.14,706.26,237510.0,FASE OPERACIONAL
CEDRO,CEDO3,10.2,32.82,1.33,29090.0,FASE OPERACIONAL
CEDRO,CEDO4,6.77,32.82,1.33,186210.0,FASE OPERACIONAL
COELBA,CEEB3,40.59,8.14,16.01,46570.0,FASE OPERACIONAL
CEEE-D,CEED3,60.01,-2.72,-15.81,20630.0,FASE OPERACIONAL
CEEE-D,CEED4,59.0,-2.72,-15.81,2610.0,FASE OPERACIONAL
CEG,CEGR3,60.0,28.23,18.62,11050.0,FASE OPERACIONAL
CELPE,CEPE5,27.9,22.5,8.40,24280.0,FASE OPERACIONAL
CELPE,CEPE6,28.5,22.5,8.40,4860.0,FASE OPERACIONAL
CESP,CESP3,27.8,9.86,47.26,328550.0,FASE OPERACIONAL
CESP,CESP5,37.66,9.86,47.26,28200.0,FASE OPERACIONAL
CESP,CESP6,24.1,9.86,47.26,61160000.0,FASE OPERACIONAL
COMGAS,CGAS3,153.0,13.43,22.78,15500.0,FASE OPERACIONAL
COMGAS,CGAS5,160.99,13.43,22.78,290200.0,FASE OPERACIONAL
GRAZZIOTIN,CGRA3,32.7,5.91,18.83,42780.0,FASE OPERACIONAL
GRAZZIOTIN,CGRA4,33.0,5.91,18.83,663870.0,FASE OPERACIONAL
CIELO,CIEL3,4.38,-183.08,-0.58,102840000.0,FASE OPERACIONAL
CELESC,CLSC3,70.02,4.91,8.09,13020.0,FASE OPERACIONAL
CELESC,CLSC4,69.99,4.91,8.09,347920.0,FASE OPERACIONAL
CEMIG,CMIG3,16.57,5.88,21.92,8430000.0,FASE OPERACIONAL
CEMIG,CMIG4,13.69,5.88,21.92,115150000.0,FASE OPERACIONAL
CSNMINERACAO,CMIN3,9.6,5.47,51.90,88810000.0,FASE OPERACIONAL
COELCE,COCE3,65.03,19.27,6.40,2670.0,FASE OPERACIONAL
COELCE,COCE5,57.0,19.27,6.40,998590.0,FASE OPERACIONAL
COGNA ON,COGN3,4.45,-4.37,-66.97,174380000.0,FASE OPERACIONAL
CPFL ENERGIA,CPFE3,29.55,8.91,16.88,66430000.0,FASE OPERACIONAL
COPEL,CPLE3,5.76,5.28,22.77,12230000.0,FASE OPERACIONAL
COPEL,CPLE6,6.37,5.28,22.77,76090000.0,FASE OPERACIONAL
CR2,CRDE3,24.97,-2.74,-749.69,13230.0,FASE OPERACIONAL
CARREFOUR BR,CRFB3,22.41,10.64,6.80,88700000.0,FASE OPERACIONAL
CRISTAL,CRPG3,62.03,8.25,23.70,2580.0,FASE OPERACIONAL
CRISTAL,CRPG5,73.36,8.25,23.70,915810.0,FASE OPERACIONAL
