Ticker,Cotação,VARIAÇÃO (12M),P/L,P/VP,DY,carteira investidor 10,P/RECEITA (PSR),DIVIDEND YIELD ,PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / PATRIMÔNIO,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,data da cotação,CAGR LUCROS 5 ANOS
dxco3,"R$ 8,18","19,69%","12,39","1,02","3,57%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,88","3,57%",-,"7,08%","30,20%","12,90%","29,10%","5,26","11,86","3,02","6,80","0,36","3,73","-0,51","8,01","0,66","0,41","8,24%","7,02%","3,03%","0,76","2,24","5,06","1,07","0,36","0,64","1,51","8,82%",R$ 6.712.231.000,R$ 11.702.677.000,R$ 6.573.959.000, 820.566.000,R$ 18.437.703.000,R$ 5.352.904.000,R$ 7.055.937.000,R$ 4.990.446.000,R$ 2.065.491.000,Novo Mercado,"36,77%","100,00%",R$ 29.473.000,Materiais Básicos,Madeira,14/10/2024,"6,62%"
ealt3,"R$ 14,79","90,35%","5,80","1,28","3,18%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,62","3,18%","17,36%","10,77%","25,81%","12,99%","17,40%","4,59","6,15","3,59","4,81","0,56","15,02","-0,98","11,54","2,55","0,90","22,12%","14,68%","9,67%","0,42","1,17","1,57","0,47","0,44","0,56","1,10","12,24%",R$ 317.602.000,R$ 425.987.000,R$ 259.603.000, 22.500.000,R$ 593.500.000,R$ 252.772.000,R$ 121.333.000,R$ 108.385.000,R$ 12.948.000,Tradicional,"59,77%",-,R$ 14.000,Bens Industriais,Máquinas e Equipamentos Industriais,14/10/2024,"27,78%"
ealt4,"R$ 13,60","75,10%","5,33","1,18","3,67%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,57","3,67%","17,36%","10,77%","25,81%","12,99%","17,40%","4,59","6,15","3,30","4,42","0,52","13,82","-0,90","11,54","2,55","0,90","22,12%","14,68%","9,67%","0,42","1,17","1,57","0,47","0,44","0,56","1,10","12,24%",R$ 317.602.000,R$ 425.987.000,R$ 259.603.000, 22.500.000,R$ 593.500.000,R$ 252.772.000,R$ 121.333.000,R$ 108.385.000,R$ 12.948.000,Tradicional,"59,77%",-,R$ 289.000,Bens Industriais,Máquinas e Equipamentos Industriais,14/10/2024,"27,78%"
ecor3,"R$ 7,17","-2,37%","5,97","1,54","3,91%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,51","3,91%","23,18%","8,56%","38,28%","33,01%","41,80%","4,83","6,11","1,22","1,55","0,18","4,90","-0,22","4,65","1,20","0,35","25,83%","10,78%","3,14%","4,55","3,60","4,56","5,99","0,12","0,87","1,23","19,84%",R$ 4.992.716.000,R$ 19.716.797.000,R$ 3.237.415.000, 696.334.000,R$ 27.745.579.000,R$ 5.516.517.000,R$ 19.388.973.000,R$ 14.724.081.000,R$ 4.664.892.000,Novo Mercado,"47,92%","100,00%",R$ 20.329.000,Bens Industriais,Exploração de Rodovias,14/10/2024,
eeel3,"R$ 10,00","-96,61%","0,16","0,07",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,06",-,-,"36,57%","57,27%","48,26%","48,61%","2,26","2,28","0,12","0,12","0,02","0,13","-0,02","138,41","62,70","0,29","45,30%","17,61%","7,46%","1,25","2,07","2,08","1,59","0,23","0,77","2,28","8,77%",R$ 157.215.000,R$ 1.822.458.000,R$ 1.336.812.000, 9.658.000,R$ 5.790.536.000,R$ 1.345.731.000,R$ 2.127.891.000,R$ 1.665.243.000,R$ 462.648.000,Nível 1,"0,74%","80,00%",,Utilidade Pública,Energia Elétrica,30/03/2024,"2,11%"
eeel4,"R$ 410,00","71,85%","6,54","2,96",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,39",-,-,"36,57%","57,27%","48,26%","48,61%","2,26","2,28","4,92","4,96","0,68","5,24","-0,89","138,41","62,70","0,29","45,30%","17,61%","7,46%","1,25","2,07","2,08","1,59","0,23","0,77","2,28","8,77%",R$ 157.215.000,R$ 1.822.458.000,R$ 1.336.812.000, 9.658.000,R$ 5.790.536.000,R$ 1.345.731.000,R$ 2.127.891.000,R$ 1.665.243.000,R$ 462.648.000,Nível 1,"0,74%",-,,Utilidade Pública,Energia Elétrica,04/12/2022,"2,11%"
egie3,"R$ 40,75","5,98%","7,61","3,01","6,26%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","3,13","6,26%","43,63%","41,09%","55,50%","72,02%","81,21%","5,82","6,57","3,85","4,34","0,72","27,03","-0,86","13,56","5,36","0,23","39,51%","19,06%","9,41%","1,54","1,97","2,23","1,92","0,24","0,74","1,19","1,64%",R$ 33.249.055.000,R$ 50.300.721.000,R$ 11.061.451.000, 815.927.000,R$ 46.436.727.000,R$ 7.630.154.000,R$ 21.262.808.000,R$ 17.051.666.000,R$ 4.211.142.000,Novo Mercado,"31,28%","100,00%",R$ 46.983.000,Utilidade Pública,Energia Elétrica,14/10/2024,"13,59%"
ektr3,"R$ 40,03","30,92%","7,76","3,41","9,56%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,87","9,56%","117,03%","11,18%","28,33%","22,99%","27,20%","5,69","6,74","3,19","3,77","0,65","36,59","-0,96","11,75","5,16","0,75","43,92%","18,02%","8,40%","2,44","2,28","2,70","2,99","0,19","0,81","1,06","5,73%",R$ 8.298.176.000,R$ 13.856.176.000,R$ 2.277.000.000, 193.759.000,R$ 11.901.000.000,R$ 3.787.000.000,R$ 6.800.000.000,R$ 5.558.000.000,R$ 1.242.000.000,Tradicional,"0,32%",-,,Utilidade Pública,Energia Elétrica,27/09/2024,"15,10%"
ektr4,"R$ 45,35","29,44%","8,79","3,86","10,35%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,98","10,35%","117,03%","11,18%","28,33%","22,99%","27,20%","5,69","6,74","3,61","4,27","0,74","41,45","-1,08","11,75","5,16","0,75","43,92%","18,02%","8,40%","2,44","2,28","2,70","2,99","0,19","0,81","1,06","5,73%",R$ 8.298.176.000,R$ 13.856.176.000,R$ 2.277.000.000, 193.759.000,R$ 11.901.000.000,R$ 3.787.000.000,R$ 6.800.000.000,R$ 5.558.000.000,R$ 1.242.000.000,Tradicional,"0,32%",-,R$ 27.000,Utilidade Pública,Energia Elétrica,14/10/2024,"15,10%"
elet3,"R$ 38,92","10,04%","20,20","0,79","1,06%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,51","1,06%","31,82%","12,41%","45,81%","31,08%","41,65%","9,59","12,85","6,02","8,07","0,33","2,86","-0,41","49,45","1,93","0,13","3,90%","3,36%","1,62%","0,40","3,05","4,09","0,63","0,42","0,58","2,35","5,25%",R$ 97.498.954.000,R$ 143.066.261.000,R$ 114.094.326.000, 2.307.099.000,R$ 273.756.616.000,R$ 54.645.749.000,R$ 72.091.323.000,R$ 45.567.307.000,R$ 26.524.016.000,Nível 1,"97,35%","80,00%",R$ 269.717.000,Utilidade Pública,Energia Elétrica,14/10/2024,"-16,19%"
elet5,"R$ 90,00","4,64%","46,72","1,82","2,70%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","5,80","2,70%","31,82%","12,41%","45,81%","31,08%","41,65%","9,59","12,85","13,92","18,65","0,76","6,60","-0,95","49,45","1,93","0,13","3,90%","3,36%","1,62%","0,40","3,05","4,09","0,63","0,42","0,58","2,35","5,25%",R$ 97.498.954.000,R$ 143.066.261.000,R$ 114.094.326.000, 2.307.099.000,R$ 273.756.616.000,R$ 54.645.749.000,R$ 72.091.323.000,R$ 45.567.307.000,R$ 26.524.016.000,Nível 1,"97,35%",-,R$ 13.000,Utilidade Pública,Energia Elétrica,27/09/2024,"-16,19%"
elet6,"R$ 42,87","8,18%","22,25","0,87","4,32%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,76","4,32%","31,82%","12,41%","45,81%","31,08%","41,65%","9,59","12,85","6,63","8,89","0,36","3,15","-0,45","49,45","1,93","0,13","3,90%","3,36%","1,62%","0,40","3,05","4,09","0,63","0,42","0,58","2,35","5,25%",R$ 97.498.954.000,R$ 143.066.261.000,R$ 114.094.326.000, 2.307.099.000,R$ 273.756.616.000,R$ 54.645.749.000,R$ 72.091.323.000,R$ 45.567.307.000,R$ 26.524.016.000,Nível 1,"97,35%",-,R$ 42.643.000,Utilidade Pública,Energia Elétrica,14/10/2024,"-16,19%"
elfa3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elmd3,"R$ 16,80","18,48%","24,62","2,64","1,06%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,22","1,06%","25,39%","9,03%","49,78%","26,22%","38,40%","7,07","10,35","5,79","8,48","1,02","9,56","-1,36","6,35","0,68","0,46","10,74%","14,23%","5,35%","0,58","1,28","1,87","0,96","0,38","0,53","1,71",,R$ 2.351.727.000,R$ 2.870.081.000,R$ 889.396.000, 139.983.000,R$ 2.316.215.000,R$ 591.781.000,R$ 854.029.000,R$ 518.354.000,R$ 335.675.000,Nível 1,"37,70%","100,00%",R$ 1.612.000,Telecomunicações,Telecomunicações,14/10/2024,
elpl3,"R$ 10,00","18,91%","2,30","1,06",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,16",-,-,"6,76%","25,29%","18,08%","23,37%","2,12","2,74","0,66","0,86","0,10","-1,94","-0,14","9,44","4,35","0,67","46,11%","30,40%","4,55%","2,32","1,46","1,88","2,49","0,10","0,90","0,82","5,54%",R$ 2.990.752.000,R$ 9.551.260.000,R$ 2.822.916.000, 299.075.000,R$ 28.630.905.000,R$ 7.122.385.000,R$ 7.027.171.000,R$ 6.560.508.000,R$ 466.663.000,Tradicional,"0,00%",-,,Utilidade Pública,Energia Elétrica,05/04/2024,"10,87%"
emae3,"R$ 67,80","388,81%","16,95","2,19","4,89%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","3,97","4,89%","87,88%","23,43%","31,10%","16,21%","17,32%","13,27","14,17","22,93","24,50","1,17","3,06","-2,08","30,92","4,00","0,30","12,93%","5,67%","6,93%","-0,37","-3,89","-4,16",-,"0,54","0,46","8,21","7,52%",R$ 1.873.792.000,R$ 1.448.886.000,R$ 1.142.516.000, 36.947.000,R$ 2.133.504.000,R$ 931.373.000,R$ -,R$ -424.906.000,R$ 424.906.000,Tradicional,"60,06%",-,R$ 18.000,Utilidade Pública,Energia Elétrica,04/10/2024,"9,79%"
emae4,"R$ 39,42","-32,71%","9,86","1,27","9,15%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,31","9,15%","87,88%","23,43%","31,10%","16,21%","17,32%","13,27","14,17","13,33","14,25","0,68","1,78","-1,21","30,92","4,00","0,30","12,93%","5,67%","6,93%","-0,37","-3,89","-4,16",-,"0,54","0,46","8,21","7,52%",R$ 1.873.792.000,R$ 1.448.886.000,R$ 1.142.516.000, 36.947.000,R$ 2.133.504.000,R$ 931.373.000,R$ -,R$ -424.906.000,R$ 424.906.000,Tradicional,"60,06%",-,R$ 275.000,Utilidade Pública,Energia Elétrica,14/10/2024,"9,79%"
embr3,"R$ 46,23","171,78%","17,91","2,15",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,21",-,-,"6,75%","17,32%","7,39%","11,67%","12,79","20,20","10,36","16,36","0,57","3,16","-1,22","21,49","2,58","0,47","12,01%","6,36%","3,30%","0,51","2,43","3,85","0,93","0,26","0,71","1,50","22,02%",R$ 34.231.699.000,R$ 42.277.856.000,R$ 15.915.639.000, 740.465.000,R$ 60.459.029.000,R$ 32.379.781.000,R$ 14.785.788.000,R$ 8.046.157.000,R$ 6.739.631.000,Novo Mercado,"99,20%","100,00%",R$ 243.108.000,Bens Industriais,Material Aeronáutico e de Defesa,14/10/2024,
emcc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enat3,"R$ 21,80","21,11%","-26,97","1,39",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","3,06",-,-,"-11,35%","19,55%","1,29%","16,86%","21,95","287,94","18,16","238,21","0,45","1,73","-0,80","15,70","-0,81","0,15","-5,15%","-0,30%","-1,67%","0,29","3,79","49,74","1,49","0,32","0,68","2,51","11,23%",R$ 5.794.590.000,R$ 7.004.485.000,R$ 4.174.495.000, 265.806.000,R$ 12.848.879.000,R$ 5.563.309.000,R$ 6.202.029.000,R$ 1.209.895.000,R$ 4.992.134.000,Novo Mercado,"0,00%","100,00%",R$ 201.679.000,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",29/09/2024,
enev3,"R$ 14,03","23,83%","35,38","1,49",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,46",-,-,"6,94%","38,23%","28,48%","45,13%","9,80","15,53","5,44","8,62","0,50","32,79","-0,56","9,45","0,40","0,20","4,20%","2,73%","2,12%","1,19","4,36","6,91","1,30","0,34","0,64","1,16","23,62%",R$ 22.233.306.000,R$ 40.062.036.000,R$ 14.970.656.000, 1.584.697.000,R$ 44.522.425.000,R$ 5.022.944.000,R$ 19.528.826.000,R$ 17.828.730.000,R$ 1.700.096.000,Novo Mercado,"99,68%","100,00%",R$ 121.290.000,Utilidade Pública,Energia Elétrica,14/10/2024,"9,53%"
engi11,"R$ 44,01","2,42%","8,33","1,28","4,61%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,65","4,61%","37,88%","7,80%","27,93%","21,22%","26,78%","5,55","7,00","2,43","3,07","0,27","5,96","-0,38","34,45","5,28","0,42","15,33%","10,85%","4,34%","1,49","2,84","3,58","2,19","0,21","0,74","1,20","9,25%",R$ 22.481.724.000,R$ 46.006.538.000,R$ 15.775.595.000, 2.289.424.000,R$ 73.870.578.000,R$ 20.274.928.000,R$ 34.511.276.000,R$ 23.524.814.000,R$ 10.986.462.000,Nível 2,"71,31%","100,00%",R$ 121.348.000,Utilidade Pública,Energia Elétrica,14/10/2024,"43,50%"
engi3,"R$ 13,17","-10,95%","12,47","1,91","3,07%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,97","3,07%","37,88%","7,80%","27,93%","21,22%","26,78%","5,55","7,00","3,63","4,59","0,41","8,92","-0,56","6,89","1,06","0,42","15,33%","10,85%","4,34%","1,49","2,84","3,58","2,19","0,21","0,74","1,20","9,25%",R$ 22.481.724.000,R$ 46.006.538.000,R$ 15.775.595.000, 2.289.424.000,R$ 73.870.578.000,R$ 20.274.928.000,R$ 34.511.276.000,R$ 23.524.814.000,R$ 10.986.462.000,Nível 2,"71,31%","100,00%",R$ 46.000,Utilidade Pública,Energia Elétrica,14/10/2024,"43,50%"
engi4,"R$ 7,70","9,07%","7,29","1,12","5,28%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,57","5,28%","37,88%","7,80%","27,93%","21,22%","26,78%","5,55","7,00","2,12","2,68","0,24","5,22","-0,33","6,89","1,06","0,42","15,33%","10,85%","4,34%","1,49","2,84","3,58","2,19","0,21","0,74","1,20","9,25%",R$ 22.481.724.000,R$ 46.006.538.000,R$ 15.775.595.000, 2.289.424.000,R$ 73.870.578.000,R$ 20.274.928.000,R$ 34.511.276.000,R$ 23.524.814.000,R$ 10.986.462.000,Nível 2,"71,31%","100,00%",R$ 67.000,Utilidade Pública,Energia Elétrica,14/10/2024,"43,50%"
enju3,"R$ 1,31","-10,27%","-4,65","0,82",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,07",-,-,"-23,05%","53,34%","-29,57%","-17,36%","-1,30","-0,76","-6,18","-3,63","0,60","1,51","-1,44","1,60","-0,28","0,56","-17,58%","-22,56%","-12,93%","-0,65","4,88","2,86",-,"0,74","0,26","3,17","29,34%",R$ 265.446.000,R$ 55.801.000,R$ 324.577.000, 202.630.000,R$ 441.355.000,R$ 256.783.000,R$ -,R$ -209.645.000,R$ 209.645.000,Nível 1,"72,16%","100,00%",R$ 1.291.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados",14/10/2024,
enma3b,"R$ 50,49",-%,"11,02","2,17",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,39",-,"60,89%","12,65%","30,22%","17,07%","30,53%","5,84","10,44","4,56","8,17","0,82","52,39","-1,14","23,28","4,58","0,59","19,68%","12,50%","7,44%","0,63","1,32","2,36","0,92","0,38","0,62","1,06","9,41%",R$ 8.200.974.000,R$ 10.597.509.000,R$ 3.821.961.000, 164.183.000,R$ 10.109.692.000,R$ 2.817.586.000,R$ 3.534.638.000,R$ 2.396.535.000,R$ 1.138.103.000,Tradicional,"34,89%",-,,Utilidade Pública,Energia Elétrica,15/03/2021,"3,06%"
enma6b,"R$ 19,54","-73,93%","4,26","0,84",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,54",-,"60,89%","12,65%","30,22%","17,07%","30,53%","5,84","10,44","1,77","3,16","0,32","20,28","-0,44","23,28","4,58","0,59","19,68%","12,50%","7,44%","0,63","1,32","2,36","0,92","0,38","0,62","1,06","9,41%",R$ 8.200.974.000,R$ 10.597.509.000,R$ 3.821.961.000, 164.183.000,R$ 10.109.692.000,R$ 2.817.586.000,R$ 3.534.638.000,R$ 2.396.535.000,R$ 1.138.103.000,Tradicional,"34,89%",-,,Utilidade Pública,Energia Elétrica,02/01/2024,"3,06%"
enmt3,"R$ 85,05","41,77%","13,03","4,64","3,90%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,35","3,90%","43,18%","18,02%","33,85%","28,01%","31,78%","9,03","10,24","7,39","8,39","1,31","22,81","-1,79","18,35","6,53","0,56","35,57%","18,75%","10,06%","1,17","1,87","2,12","1,52","0,28","0,72","1,27","9,95%",R$ 18.040.193.000,R$ 22.741.393.000,R$ 4.016.542.000, 218.941.000,R$ 14.197.668.000,R$ 3.796.907.000,R$ 6.095.717.000,R$ 4.701.200.000,R$ 1.394.517.000,Tradicional,"2,49%",-,R$ 7.000,Utilidade Pública,Energia Elétrica,03/10/2024,"19,18%"
enmt4,"R$ 81,00","26,80%","12,41","4,42","3,15%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,24","3,15%","43,18%","18,02%","33,85%","28,01%","31,78%","9,03","10,24","7,04","7,99","1,25","21,73","-1,71","18,35","6,53","0,56","35,57%","18,75%","10,06%","1,17","1,87","2,12","1,52","0,28","0,72","1,27","9,95%",R$ 18.040.193.000,R$ 22.741.393.000,R$ 4.016.542.000, 218.941.000,R$ 14.197.668.000,R$ 3.796.907.000,R$ 6.095.717.000,R$ 4.701.200.000,R$ 1.394.517.000,Tradicional,"2,49%",-,R$ 38.000,Utilidade Pública,Energia Elétrica,10/10/2024,"19,18%"
epar3,"R$ 5,45","-60,17%","30,60","1,05","51,95%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,29","51,95%","1.473,37%","0,94%","14,59%","3,32%","11,41%","2,36","8,11","2,53","8,68","0,83","3,80","-1,16","5,17","0,18","2,87","3,44%","5,45%","2,71%","-0,07","-0,16","-0,57",-,"0,79","0,21","4,25","-9,82%",R$ 80.990.000,R$ 75.711.000,R$ 76.840.000, 14.860.000,R$ 97.711.000,R$ 27.879.000,R$ -,R$ -5.279.000,R$ 5.279.000,Tradicional,"12,92%",-,R$ 39.000,Financeiro,Holdings Diversificadas,14/10/2024,"-22,83%"
eqpa3,"R$ 6,05","-4,72%","6,10","3,11","12,54%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,26","12,54%","14,88%","20,70%","34,53%","26,91%","31,20%","4,93","5,72","4,05","4,69","0,87","16,55","-1,32","1,94","0,99","0,69","51,07%","27,11%","14,33%","0,68","0,88","1,02","1,14","0,28","0,72","1,19","13,64%",R$ 13.410.590.000,R$ 16.318.282.000,R$ 4.299.201.000, 2.213.527.000,R$ 15.323.138.000,R$ 5.177.070.000,R$ 4.880.749.000,R$ 2.907.692.000,R$ 1.973.057.000,Tradicional,"2,12%",-,R$ 36.000,Utilidade Pública,Energia Elétrica,14/10/2024,"36,16%"
eqpa5,"R$ 8,14","-3,21%","8,21","4,19","9,32%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,70","9,32%","14,88%","20,70%","34,53%","26,91%","31,20%","4,93","5,72","5,44","6,31","1,18","22,27","-1,78","1,94","0,99","0,69","51,07%","27,11%","14,33%","0,68","0,88","1,02","1,14","0,28","0,72","1,19","13,64%",R$ 13.410.590.000,R$ 16.318.282.000,R$ 4.299.201.000, 2.213.527.000,R$ 15.323.138.000,R$ 5.177.070.000,R$ 4.880.749.000,R$ 2.907.692.000,R$ 1.973.057.000,Tradicional,"2,12%",-,R$ 000,Utilidade Pública,Energia Elétrica,27/09/2024,"36,16%"
eqpa6,"R$ 8,00","-20,40%","8,07","4,12","9,49%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,67","9,49%","14,88%","20,70%","34,53%","26,91%","31,20%","4,93","5,72","5,35","6,21","1,16","21,88","-1,75","1,94","0,99","0,69","51,07%","27,11%","14,33%","0,68","0,88","1,02","1,14","0,28","0,72","1,19","13,64%",R$ 13.410.590.000,R$ 16.318.282.000,R$ 4.299.201.000, 2.213.527.000,R$ 15.323.138.000,R$ 5.177.070.000,R$ 4.880.749.000,R$ 2.907.692.000,R$ 1.973.057.000,Tradicional,"2,12%",-,,Utilidade Pública,Energia Elétrica,29/09/2024,"36,16%"
eqpa7,"R$ 8,24","17,71%","8,31","4,24","9,21%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,72","9,21%","14,88%","20,70%","34,53%","26,91%","31,20%","4,93","5,72","5,51","6,39","1,19","22,54","-1,80","1,94","0,99","0,69","51,07%","27,11%","14,33%","0,68","0,88","1,02","1,14","0,28","0,72","1,19","13,64%",R$ 13.410.590.000,R$ 16.318.282.000,R$ 4.299.201.000, 2.213.527.000,R$ 15.323.138.000,R$ 5.177.070.000,R$ 4.880.749.000,R$ 2.907.692.000,R$ 1.973.057.000,Tradicional,"2,12%",-,,Utilidade Pública,Energia Elétrica,27/09/2024,"36,16%"
eqtl3,"R$ 32,69","6,24%","17,25","1,68","1,41%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,90","1,41%","23,74%","5,20%","30,65%","18,81%","24,66%","7,07","9,27","3,63","4,76","0,36","3,90","-0,49","19,52","1,90","0,40","9,71%","10,61%","3,04%","1,58","3,43","4,50","2,12","0,21","0,75","1,53","17,44%",R$ 37.632.474.000,R$ 73.192.877.000,R$ 22.466.623.000, 1.151.192.000,R$ 105.098.408.000,R$ 27.800.747.000,R$ 47.537.784.000,R$ 35.560.403.000,R$ 11.977.381.000,Novo Mercado,"100,00%","100,00%",R$ 222.207.000,Utilidade Pública,Energia Elétrica,14/10/2024,"3,29%"
espa3,"R$ 0,98","-22,22%","-28,25","0,41",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,35",-,-,"-1,22%","35,64%","14,28%","23,58%","4,29","7,08","1,46","2,42","0,16","0,93","-0,28","2,39","-0,03","0,46","-1,45%","6,54%","-0,62%","0,79","2,82","4,66","0,99","0,39","0,61","1,67","9,62%",R$ 354.194.000,R$ 1.036.415.000,R$ 864.673.000, 361.423.000,R$ 2.212.872.000,R$ 948.757.000,R$ 854.434.000,R$ 682.221.000,R$ 172.213.000,Nível 1,"52,20%","100,00%",R$ 289.000,Financeiro,Outros,14/10/2024,
estr3,"R$ 7,60","-39,63%","-2,29","-0,11",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,40",-,-,"-17,38%","44,72%","-7,10%","-6,50%","-12,16","-11,14","-6,13","-5,61","0,21","-0,10","-0,36","-70,08","-3,32","0,52","-4,73%","2,27%","-9,10%","-0,15","-8,24","-7,55","-0,15","-1,92","2,92","0,16","6,58%",R$ 39.339.000,R$ 121.975.000,R$ -566.515.000, 8.083.000,R$ 294.551.000,R$ 121.645.000,R$ 83.640.000,R$ 82.636.000,R$ 1.004.000,Tradicional,"68,43%",-,,Consumo Cíclico,Brinquedos e Jogos,29/09/2024,
