Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,19.76,38.87,6.9,8844520.0
AMBEV S/A,ABEV3,14.08,13.79,20.5,320108000.0
AERIS,AERI3,3.49,20.67,7.0,9756680.0
AES BRASIL,AESB3,10.94,29.67,12.3,15963500.0
AFLUENTE T,AFLT3,9.05,5.2,84.2,3579.0
BRASILAGRO,AGRO3,31.44,4.27,39.9,26742800.0
AGROGALAXY,AGXY3,10.21,10.31,3.2,882819.0
PARQUE ANHEMBI,AHEB6,41.2,-45.29,-3.7,96.0
ALLIED,ALLD3,12.36,5.31,4.5,1569080.0
ALPARGATAS,ALPA3,18.86,16.85,16.8,78894.0
ALPARGATAS,ALPA4,20.83,18.86,16.8,102692000.0
ESTAPAR,ALPK3,3.6,14.11,16.0,124508.0
ALIANSCSONAE,ALSO3,18.92,6.29,50.6,31879000.0
ALUPAR,ALUP11,26.54,4.26,75.3,31142400.0
ALUPAR,ALUP3,8.96,4.29,75.3,98702.0
ALUPAR,ALUP4,8.82,4.25,75.3,121023.0
LOJAS MARISA,AMAR3,2.28,6.86,10.2,14386800.0
AMBIPAR,AMBP3,31.84,17.5,16.3,29583900.0
AMERICANAS,AMER3,18.4,20.97,4.5,208831000.0
ANIMA,ANIM3,5.32,11.03,16.9,15015200.0
ALPER S.A.,APER3,35.0,,,1654170.0
ARMAC,ARML3,13.83,30.37,32.5,7737700.0
AREZZO CO,ARZZ3,80.75,22.03,11.7,85876500.0
ASSAI,ASAI3,15.45,8.22,7.6,109636000.0
ATMASA,ATMP3,1.75,-10.98,-3.4,44736.0
ATOMPAR,ATOM3,2.7,4.35,31.4,99348.0
AUREN,AURE3,13.76,12.84,37.3,45622500.0
ALPHAVILLE,AVLL3,21.0,-11.23,-61.1,62846.0
AZEVEDO & TRAVASSOS,AZEV3,3.72,-12.73,-11.5,130834.0
AZEVEDO & TRAVASSOS,AZEV4,2.85,-9.93,-11.5,917163.0
AZUL,AZUL4,18.39,21.51,10.8,157537000.0
B3,B3SA3,12.67,12.0,59.1,564505000.0
BAHEMA,BAHI3,13.02,-33.7,-2.8,98528.0
BAUMER,BALM3,14.42,15.72,5.7,169.0
BAUMER,BALM4,11.39,11.86,5.7,6272.0
EXCELSIOR,BAUH4,78.89,884.48,0.3,7589.0
BR Brokers,BBRK3,0.8,-3.35,-15.7,736494.0
BAEDELLA,BDLL3,11.95,-8.98,-146.3,6725.0
BAEDELLA,BDLL4,9.3,-8.82,-146.3,4571.0
Minerva,BEEF3,14.23,7.07,7.5,93414100.0
BIOMM SA,BIOM3,10.5,-12.38,-59.1,44936.0
BK BRASIL,BKBR3,7.33,-51.47,-1.6,15268900.0
BLAU,BLAU3,23.85,8.44,33.2,7962240.0
B TECH EQI,BLUT3,1.25,-18.36,,143124.0
B TECH EQI,BLUT4,0.63,-11.19,,258041.0
MONARK,BMKS3,240.0,15.43,-15.0,11927.0
BEMOBI TECH,BMOB3,13.87,8.27,11.0,7366100.0
BOA VISTA,BOAS3,5.94,9.45,25.5,9246050.0
BOMBRIL SA,BOBR4,1.39,19.31,2.8,64052.0
BRADESPAR S/A,BRAP3,26.5,-350.56,,3858800.0
BRADESPAR S/A,BRAP4,29.9,-399.82,,99630400.0
BRF Foods,BRFS3,15.2,15.11,3.4,158049000.0
BRISANET,BRIT3,2.19,16.72,11.7,1922040.0
BRASKEM,BRKM3,44.78,2.19,22.7,444600.0
BRASKEM,BRKM5,46.11,2.23,22.7,113862000.0
BRASKEM,BRKM6,24.01,1.53,22.7,615.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,8.41,12.61,61.3,142743000.0
BR PROPERTIES,BRPR3,8.78,29.49,64.6,26209300.0
PENALTY,CAMB3,5.19,5.52,20.3,183077.0
CAMIL,CAML3,9.66,10.01,5.9,11459500.0
CSU CARDSYST,CARD3,13.63,6.6,17.2,2441330.0
MELIUZ,CASH3,1.8,-10.36,-30.2,64411600.0
CBA,CBAV3,15.86,7.97,15.0,69869100.0
AMPLA ENERG,CBEE3,19.21,8.1,12.9,134.0
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,13.25,5.79,49.0,125086000.0
CEA MODAS,CEAB3,3.04,-18.18,-2.0,17361200.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,15.47,3.12,34.8,66706.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,13.3,1.85,34.8,111697.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,13.43,1.92,34.8,495607.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,6.99,5.84,4.8,6874.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,4.53,5.34,4.8,5041.0
COELBA,CEEB3,36.0,5.97,22.8,34700.0
COELBA,CEEB5,34.49,5.86,22.8,545.0
CEEE-D,CEED3,42.0,33.11,3.1,1270.0
CEEE-D,CEED4,65.5,43.88,3.1,1479.0
CEG,CEGR3,89.0,30.23,16.5,207.0
CELPE,CEPE5,40.01,7.42,13.9,20074.0
CELPE,CEPE6,40.16,7.43,13.9,27641.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CGAS3,122.99,8.29,20.6,13811.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁSS,CGAS5,124.01,8.34,20.6,170882.0
GRAZZIOTIN,CGRA3,29.97,3.91,21.0,245429.0
GRAZZIOTIN,CGRA4,29.8,3.89,21.0,373263.0
CIELO,CIEL3,3.95,8.97,16.8,110295000.0
CLEARSALE,CLSA3,5.03,-3.1,-27.5,9604740.0
CELESC,CLSC3,57.49,3.74,7.2,14185.0
CELESC,CLSC4,60.5,3.88,7.2,338118.0
CEMIG,CMIG3,15.38,6.7,17.9,10426300.0
CEMIG,CMIG4,11.45,5.3,17.9,140582000.0
CSNMINERACAO,CMIN3,5.15,3.13,48.1,34863800.0
CIA ENERG CEARA - COELCE,COCE5,49.8,5.92,15.1,790886.0
COGNA,COGN3,2.6,16.42,13.7,100136000.0
CPFL ENERGIA S.A.,CPFE3,35.4,7.42,19.8,157850000.0
COPEL,CPLE11,35.66,7.06,15.8,15998400.0
COPEL,CPLE3,6.6,6.68,15.8,7749060.0
COPEL,CPLE5,21.0,16.85,15.8,1348.0
COPEL,CPLE6,7.27,7.16,15.8,79395100.0
CR2,CRDE3,21.79,-4.79,-184.3,4528.0
CARREFOUR BR,CRFB3,18.7,11.24,5.0,75945900.0
CRISTAL,CRPG3,41.3,5.19,21.9,1347.0
CRISTAL,CRPG5,39.69,4.96,21.9,446929.0
CRISTAL,CRPG6,38.99,4.86,21.9,17052.0
COSAN SA INDUSTRIA E COMERCIO,CSAN3,21.4,18.31,13.9,175153000.0
CRUZEIRO EDU,CSED3,3.59,4.71,16.2,1837650.0
COPASA MG,CSMG3,12.99,8.31,15.9,25210400.0
CSN,CSNA3,22.8,2.55,37.3,233180000.0
COSERN,CSRN3,22.0,7.01,21.1,7435.0
COSERN,CSRN5,21.5,6.9,21.1,2080.0
COSERN,CSRN6,19.07,6.38,21.1,516.0
COTEMINAS,CTNM3,8.99,10.02,6.7,546.0
COTEMINAS,CTNM4,2.82,8.75,6.7,39501.0
SANTANENSE,CTSA3,1.7,13.46,4.4,44326.0
SANTANENSE,CTSA4,0.86,9.95,4.4,61989.0
CURY S/A,CURY3,6.63,4.23,22.1,6553930.0
CVC BRASIL,CVCB3,10.55,-9.43,-26.9,140798000.0
CYRELA BRAZIL REALTY,CYRE3,13.68,8.62,16.1,90801900.0
DIAGNOSTICOS DA AMERICA SA,DASA3,19.81,76.82,2.0,7333940.0
DESKTOPSIGMA,DESK3,8.86,12.78,19.7,5253530.0
DEXXOS PAR,DEXP3,9.25,4.25,12.1,3059290.0
DEXXOS PAR,DEXP4,8.69,4.04,12.1,43996.0
Direcional Engenharia,DIRR3,10.6,5.52,18.4,16490500.0
DOMMO,DMMO3,1.49,6.68,49.9,39262700.0
