Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,12.93,20.28,9.2,19087000.0
AMBEV S/A,ABEV3,15.51,15.15,23.1,391123000.0
AERIS,AERI3,8.56,,,24867500.0
AES BRASIL,AESB3,12.26,84.54,22.7,28473500.0
AFLUENTE T,AFLT3,8.65,25.7,56.4,4373.0
BRASILAGRO,AGRO3,32.5,7.51,34.1,22635400.0
AGROGALAXY,AGXY3,8.2,25.32,2.0,1474290.0
PARQUE ANHEMBI,AHEB3,25.01,-5.96,-17.8,4317.0
PARQUE ANHEMBI,AHEB5,18.0,-4.26,-17.8,358.0
ALLIED,ALLD3,19.46,5.2,6.9,11545400.0
ALPARGATAS,ALPA3,40.93,29.15,20.4,121276.0
ALPARGATAS,ALPA4,48.05,34.36,20.4,135553000.0
ESTAPAR,ALPK3,5.85,54.27,7.2,220477.0
ALIANSCSONAE,ALSO3,23.29,22.2,39.7,29617300.0
ALUPAR,ALUP11,25.0,3.31,66.1,20935700.0
ALUPAR,ALUP3,8.19,3.29,66.1,125665.0
ALUPAR,ALUP4,8.4,3.33,66.1,152677.0
LOJAS MARISA,AMAR3,5.45,17.4,6.5,32294100.0
AMBIPAR,AMBP3,44.17,32.24,18.1,109385000.0
AMERICANAS,AMER3,34.83,78.71,3.2,232876000.0
ANIMA,ANIM3,9.5,29.38,16.0,30484800.0
ALPER S.A.,APER3,40.5,,,4618320.0
ARMAC,ARML3,23.31,,,12285900.0
AREZZO CO,ARZZ3,85.9,38.23,10.7,61420100.0
ASSAI,ASAI3,17.92,12.89,7.8,216365000.0
ATMASA,ATMP3,5.28,-20.0,-2.0,237824.0
ATOMPAR,ATOM3,4.73,7.68,31.5,171778.0
ALPHAVILLE,AVLL3,31.5,-17.08,-23.3,171605.0
AZEVEDO & TRAVASSOS,AZEV3,5.26,-29.25,-27.4,1135690.0
AZEVEDO & TRAVASSOS,AZEV4,3.98,-22.09,-27.4,4200100.0
AZUL,AZUL4,34.97,-33.7,-8.6,160620000.0
BAHEMA,BAHI3,15.95,366.27,0.3,47729.0
BAUMER,BALM3,17.78,11.06,9.6,3867.0
BAUMER,BALM4,14.6,8.84,9.6,36823.0
EXCELSIOR,BAUH4,88.34,55.66,4.3,8744.0
BR Brokers,BBRK3,1.77,-5.95,-15.9,3853010.0
BAEDELLA,BDLL3,10.75,-7.89,-162.0,12631.0
BAEDELLA,BDLL4,11.29,-7.92,-162.0,6639.0
Minerva,BEEF3,11.04,6.12,8.1,91528000.0
BIOMM SA,BIOM3,15.19,-20.52,-63.9,162426.0
BK BRASIL,BKBR3,7.49,-6.74,-14.5,22624900.0
BLAU,BLAU3,39.75,13.53,36.6,15547600.0
MONARK,BMKS3,231.0,45.3,-3.0,104008.0
BEMOBI TECH,BMOB3,15.37,9.2,33.5,18952500.0
BOMBRIL SA,BOBR4,1.94,15.53,4.6,119673.0
BRADESPAR S/A,BRAP3,49.84,-809.44,,12534700.0
BRADESPAR S/A,BRAP4,53.96,-879.02,,175613000.0
PETROBRAS BR,BRDT3,25.07,11.32,3.2,301521000.0
BRF Foods,BRFS3,26.43,12.46,6.8,150172000.0
BRISANET,BRIT3,9.67,,,6118640.0
BRASKEM,BRKM3,56.01,3.07,25.4,761645.0
BRASKEM,BRKM5,58.71,3.17,25.4,225715000.0
BRASKEM,BRKM6,36.98,2.35,25.4,1334.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,8.6,18.28,58.2,130554000.0
BR PROPERTIES,BRPR3,8.28,26.15,69.2,25848200.0
PENALTY,CAMB3,4.59,12.16,11.9,397096.0
CAMIL,CAML3,10.05,8.68,7.1,15009200.0
MELIUZ,CASH3,5.43,639.47,3.7,332276000.0
CASAN,CASN3,15.01,55.83,20.4,0.0
CBA,CBAV3,15.0,,,30375600.0
AMPLA ENERG,CBEE3,23.48,129.91,0.9,13220.0
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,12.59,13.01,26.4,155717000.0
CEA MODAS,CEAB3,7.43,-16.34,-3.5,23869600.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,192.01,7.74,-19.6,158717.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,180.0,6.75,-19.6,160967.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,184.52,7.12,-19.6,454617.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,7.25,4.94,6.7,7580.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,5.99,4.71,6.7,39985.0
COELBA,CEEB3,33.89,7.04,18.7,44607.0
COELBA,CEEB5,39.0,7.6,18.7,288.0
CEEE-D,CEED3,45.0,-69.66,-1.5,660.0
CEEE-D,CEED4,55.8,-82.24,-1.5,0.0
CEG,CEGR3,60.05,25.17,18.8,16532.0
CELPE,CEPE5,28.34,7.3,12.5,2175.0
CELPE,CEPE6,28.05,7.28,12.5,0.0
CESP CIA ENERGETICA SAO PAULO,CESP3,23.48,17.39,25.3,279446.0
CESP CIA ENERGETICA SAO PAULO,CESP5,30.5,21.81,25.3,2600.0
CESP CIA ENERGETICA SAO PAULO,CESP6,24.6,18.09,25.3,55905500.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CGAS3,145.23,10.86,22.9,5361.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁSS,CGAS5,151.01,11.21,22.9,459849.0
GRAZZIOTIN,CGRA3,46.54,9.18,16.1,108078.0
GRAZZIOTIN,CGRA4,46.81,9.24,16.1,715905.0
CELESC,CLSC3,67.5,4.49,7.8,5732.0
CELESC,CLSC4,69.45,4.59,7.8,265855.0
CEMIG,CMIG3,18.38,7.48,18.5,9523740.0
CEMIG,CMIG4,15.0,6.36,18.5,141042000.0
CSNMINERACAO,CMIN3,6.2,2.18,58.9,66610300.0
CIA ENERG CEARA - COELCE,COCE3,65.9,15.0,8.1,482.0
CIA ENERG CEARA - COELCE,COCE5,59.79,14.09,8.1,1299820.0
COGNA,COGN3,3.15,-52.3,-5.1,120138000.0
CPFL ENERGIA S.A.,CPFE3,26.65,7.1,18.4,64837400.0
COPEL,CPLE11,31.64,6.27,20.1,18536900.0
COPEL,CPLE3,5.71,5.86,20.1,18046100.0
COPEL,CPLE5,49.9,35.63,20.1,3925.0
COPEL,CPLE6,6.55,6.42,20.1,110777000.0
CR2,CRDE3,20.92,-3.62,-478.5,3904.0
CARREFOUR BR,CRFB3,18.31,8.91,6.6,89903800.0
CRISTAL,CRPG3,110.5,11.3,25.5,539.0
CRISTAL,CRPG5,99.0,9.95,25.5,3429890.0
CRISTAL,CRPG6,98.5,9.89,25.5,131906.0
COSAN SA INDUSTRIA E COMERCIO,CSAN3,23.52,26.76,14.7,208798000.0
CRUZEIRO EDU,CSED3,7.86,11.14,15.5,5631300.0
COPASA MG,CSMG3,14.24,5.52,25.7,27542200.0
CSN,CSNA3,27.47,2.5,41.3,415145000.0
COSERN,CSRN3,17.24,7.82,17.9,3970.0
COSERN,CSRN5,16.02,7.45,17.9,1768.0
COSERN,CSRN6,17.26,7.82,17.9,1115.0
KARSTEN,CTKA3,27.1,13.29,10.5,8203.0
KARSTEN,CTKA4,21.5,12.59,10.5,56301.0
COTEMINAS,CTNM3,9.9,8.65,7.7,901.0
COTEMINAS,CTNM4,4.76,7.77,7.7,102746.0
SANTANENSE,CTSA3,2.3,22.97,3.4,52259.0
SANTANENSE,CTSA4,1.81,20.19,3.4,95279.0
CURY S/A,CURY3,7.72,6.14,22.6,8235430.0
CVC BRASIL,CVCB3,20.13,-8.83,-113.2,181238000.0
CYRELA BRAZIL REALTY,CYRE3,18.19,11.27,17.2,158424000.0
DIAGNOSTICOS DA AMERICA SA,DASA3,42.19,595.15,0.4,8923120.0
DESKTOPSIGMA,DESK3,23.99,,,10288500.0
DEXXOS PAR,DEXP3,11.36,8.83,10.4,7423490.0
DEXXOS PAR,DEXP4,9.43,7.52,10.4,152086.0
Direcional Engenharia,DIRR3,12.64,7.3,18.2,19988900.0
DOMMO,DMMO3,0.74,37.92,2.6,2872110.0
D1000VFARMA,DMVF3,6.36,2.94,8.5,816815.0
DOHLER,DOHL3,23.49,20.16,13.6,286.0
DOHLER,DOHL4,6.37,5.53,13.6,64799.0
DOTZ SA,DOTZ3,6.19,,,801885.0
DTCOM,DTCY3,8.3,-32.29,-27.9,12397.0
DEXCO,DXCO3,18.55,10.51,18.7,57054100.0
ELECTRO AÇO ALTONA S/A,EALT3,13.0,15.19,8.5,5039.0
ELECTRO AÇO ALTONA S/A,EALT4,6.3,8.93,8.5,304804.0
ECORODOVIAS,ECOR3,9.87,7.05,43.1,59999400.0
ENCORPAR,ECPR3,79.89,-77.33,,390.0
CEEE,EEEL3,335.0,8.78,28.2,4838.0
ENGIE BRASIL,EGIE3,38.52,7.93,42.2,56985100.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR3,36.52,8.34,16.6,2722.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR4,26.7,6.82,16.6,10021.0
ELETROBRÁS,ELET3,39.16,-89.03,-3.5,173044000.0
ELETROBRÁS,ELET5,65.0,-131.56,-3.5,1611.0
ELETROBRÁS,ELET6,39.38,-89.39,-3.5,81246100.0
ELETROMIDIA,ELMD3,16.3,-39.07,-20.9,3024510.0
EMAE,EMAE4,75.0,14.87,35.2,191427.0
EMBRAER,EMBR3,25.9,20.65,5.4,278193000.0
ENAUTA PART,ENAT3,15.24,10.65,30.0,28187400.0
EDP ENERGIAS DO BRASIL S/A,ENBR3,19.1,5.77,20.8,53662700.0
ENEVA,ENEV3,15.38,23.95,28.3,97804100.0
ENERGISA,ENGI11,46.0,8.08,17.2,74964500.0
ENERGISA,ENGI3,16.11,11.28,17.2,136915.0
ENERGISA,ENGI4,7.22,7.16,17.2,159972.0
ENJOEI,ENJU3,5.56,,,13416400.0
ENERGISA MT,ENMT3,78.99,13.64,24.8,187047.0
ENERGISA MT,ENMT4,79.0,13.64,24.8,88934.0
EMBPAR S/A,EPAR3,13.5,5.46,5.4,75799.0
EQTL PARA,EQPA3,5.0,7.95,23.9,63378.0
EQTL PARA,EQPA5,7.2,11.07,23.9,5979.0
EQTL PARAC,EQPA7,7.3,11.21,23.9,22585.0
EQUATORIAL ENERGIA S.A.,EQTL3,24.84,6.83,26.9,173028000.0
ESPACOLASER,ESPA3,12.28,12.92,35.1,31858500.0
ESTRELA,ESTR3,40.0,6.2,10.1,0.0
ESTRELA,ESTR4,68.48,7.65,10.1,7313.0
ETERNIT,ETER3,16.29,3.28,26.4,32226400.0
EUCATEX,EUCA3,14.56,4.66,17.2,148984.0
EUCATEX,EUCA4,9.6,3.41,17.2,1295840.0
Even,EVEN3,7.92,2.33,16.4,16549000.0
EZTec,EZTC3,24.71,18.46,24.3,55214900.0
FERBASA,FESA3,56.0,10.51,25.4,27453.0
FERBASA,FESA4,54.5,10.23,25.4,38468400.0
