Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
BEMOBI TECH,BMOB3,13.83,8.23,11.0,7970060.0
BOA VISTA,BOAS3,6.5,10.93,25.5,9106120.0
BOMBRIL SA,BOBR4,1.39,19.31,2.8,63120.0
BRADESPAR S/A,BRAP3,25.22,-332.02,,3924600.0
BRADESPAR S/A,BRAP4,27.91,-370.99,,112808000.0
BRF Foods,BRFS3,14.53,14.78,3.4,151311000.0
BRISANET,BRIT3,2.4,17.75,11.7,1997290.0
BRASKEM,BRKM3,42.07,2.1,22.7,427896.0
BRASKEM,BRKM5,42.81,2.13,22.7,110330000.0
BRASKEM,BRKM6,23.35,1.5,22.7,573.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,8.35,12.55,61.3,143936000.0
BR PROPERTIES,BRPR3,8.82,29.58,64.6,26148400.0
PENALTY,CAMB3,5.24,5.56,20.3,199389.0
CAMIL,CAML3,8.87,9.47,5.9,11341500.0
CSU CARDSYST,CARD3,13.73,6.65,17.2,2661110.0
MELIUZ,CASH3,1.97,-11.86,-30.2,75670400.0
CBA,CBAV3,15.48,7.8,15.0,72099600.0
AMPLA ENERG,CBEE3,19.21,8.1,12.9,243.0
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,13.13,5.76,49.0,131678000.0
CEA MODAS,CEAB3,3.37,-19.11,-2.0,18577500.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,15.65,3.22,34.8,86066.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,14.37,2.47,34.8,120236.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,14.42,2.5,34.8,588078.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,6.72,5.78,4.8,11128.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,4.59,5.35,4.8,11083.0
COELBA,CEEB3,36.5,6.01,22.8,38203.0
COELBA,CEEB5,34.49,5.86,22.8,558.0
CEEE-D,CEED3,46.0,34.95,3.1,1100.0
CEEE-D,CEED4,65.5,43.88,3.1,1514.0
CEG,CEGR3,89.0,30.23,16.5,212.0
CELPE,CEPE5,40.0,7.42,13.9,19028.0
CELPE,CEPE6,40.16,7.43,13.9,28299.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CGAS3,124.07,8.34,20.6,20064.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁSS,CGAS5,123.03,8.29,20.6,207932.0
GRAZZIOTIN,CGRA3,32.5,4.27,21.0,227708.0
GRAZZIOTIN,CGRA4,32.59,4.28,21.0,338104.0
CIELO,CIEL3,4.04,9.26,16.8,119449000.0
CLEARSALE,CLSA3,4.44,-2.24,-27.5,13985500.0
CELESC,CLSC3,58.5,3.79,7.2,12744.0
CELESC,CLSC4,60.5,3.88,7.2,302920.0
CEMIG,CMIG3,15.1,6.6,17.9,10767000.0
CEMIG,CMIG4,11.73,5.39,17.9,141860000.0
CSNMINERACAO,CMIN3,4.67,2.81,48.1,35014200.0
CIA ENERG CEARA - COELCE,COCE5,50.2,5.94,15.1,788624.0
COGNA,COGN3,2.74,16.81,13.7,114025000.0
CPFL ENERGIA S.A.,CPFE3,34.83,7.34,19.8,127202000.0
COPEL,CPLE11,37.21,7.28,15.8,17025800.0
COPEL,CPLE3,6.92,6.91,15.8,7465400.0
COPEL,CPLE5,23.0,18.26,15.8,1230.0
COPEL,CPLE6,7.57,7.37,15.8,83077900.0
CR2,CRDE3,21.79,-4.79,-184.3,4961.0
CARREFOUR BR,CRFB3,19.79,11.78,5.0,88382200.0
CRISTAL,CRPG3,41.22,5.18,21.9,1168.0
CRISTAL,CRPG5,39.96,5.0,21.9,483196.0
CRISTAL,CRPG6,39.48,4.93,21.9,18136.0
COSAN SA INDUSTRIA E COMERCIO,CSAN3,21.25,18.23,13.9,160515000.0
CRUZEIRO EDU,CSED3,3.81,4.99,16.2,2355300.0
COPASA MG,CSMG3,13.28,8.42,15.9,30470200.0
CSN,CSNA3,21.63,2.46,37.3,232374000.0
COSERN,CSRN3,22.0,7.01,21.1,7666.0
COSERN,CSRN5,21.5,6.9,21.1,2175.0
COSERN,CSRN6,19.07,6.38,21.1,528.0
COTEMINAS,CTNM3,8.99,10.02,6.7,559.0
COTEMINAS,CTNM4,2.67,8.72,6.7,38628.0
SANTANENSE,CTSA3,1.73,13.58,4.4,63931.0
SANTANENSE,CTSA4,0.96,10.37,4.4,81192.0
CURY S/A,CURY3,6.54,4.17,22.1,6435040.0
CVC BRASIL,CVCB3,11.55,-10.3,-26.9,156087000.0
CYRELA BRAZIL REALTY,CYRE3,14.63,9.09,16.1,100763000.0
DIAGNOSTICOS DA AMERICA SA,DASA3,19.81,76.82,2.0,8467340.0
DESKTOPSIGMA,DESK3,9.6,13.51,19.7,5704440.0
DEXXOS PAR,DEXP3,9.27,4.26,12.1,3097360.0
DEXXOS PAR,DEXP4,8.98,4.15,12.1,51471.0
Direcional Engenharia,DIRR3,11.54,5.93,18.4,17485100.0
DOMMO,DMMO3,1.38,6.16,49.9,41597000.0
D1000VFARMA,DMVF3,4.29,2.24,6.8,502785.0
DOHLER,DOHL3,19.0,22.83,9.4,0.0
DOHLER,DOHL4,5.55,6.85,9.4,38641.0
DOTZ SA,DOTZ3,3.58,-10.23,-19.0,333213.0
DTCOM,DTCY3,7.85,-28.93,-37.0,0.0
DEXCO,DXCO3,11.43,7.4,18.8,46265000.0
ELECTRO AÇO ALTONA S/A,EALT3,9.56,6.47,11.3,5933.0
ELECTRO AÇO ALTONA S/A,EALT4,7.09,5.34,11.3,186053.0
ECORODOVIAS,ECOR3,7.27,9.28,29.9,37146700.0
ENGIE BRASIL,EGIE3,44.11,9.11,46.2,62971000.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR3,28.4,5.58,19.4,426.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR4,29.96,5.76,19.4,14395.0
ELETROBRÁS,ELET3,44.0,20.28,11.9,313712000.0
ELETROBRÁS,ELET6,42.51,19.77,11.9,180495000.0
ELETROMIDIA,ELMD3,15.05,46.4,9.9,3163660.0
EMAE,EMAE4,39.97,28.06,7.6,329253.0
EMBRAER,EMBR3,12.5,10.31,7.7,140633000.0
ENAUTA PART,ENAT3,21.89,5.35,33.4,51217200.0
EDP ENERGIAS DO BRASIL S/A,ENBR3,22.11,6.24,19.1,75360000.0
ENEVA,ENEV3,15.45,20.91,27.5,85384400.0
ENERGISA,ENGI11,44.9,6.25,20.2,91394200.0
ENERGISA,ENGI3,14.53,8.04,20.2,108187.0
ENERGISA,ENGI4,7.68,5.83,20.2,152790.0
ENJOEI,ENJU3,2.07,-0.34,-119.3,6363520.0
ENERGISA MT,ENMT3,85.0,11.73,25.2,50443.0
ENERGISA MT,ENMT4,84.9,11.72,25.2,16067.0
EMBPAR S/A,EPAR3,14.1,3.75,6.4,45391.0
EQTL PARA,EQPA3,5.3,6.65,25.2,282171.0
EQUATORIAL ENERGIA S.A.,EQTL3,24.01,8.84,21.9,241973000.0
ESPACOLASER,ESPA3,3.33,18.73,11.4,18837900.0
ESTRELA,ESTR4,53.0,5.67,11.4,0.0
ETERNIT,ETER3,13.55,2.44,23.4,15440300.0
EUCATEX,EUCA3,15.43,3.61,20.3,59264.0
EUCATEX,EUCA4,10.44,2.71,20.3,872287.0
Even,EVEN3,5.52,2.57,12.7,7569280.0
EZTec,EZTC3,17.52,11.58,25.3,35583600.0
FERBASA,FESA3,49.54,3.96,38.8,10229.0
FERBASA,FESA4,53.08,4.27,38.8,17878500.0
Fer Heringer,FHER3,16.45,1.61,15.9,20690100.0
UNIFIQUE,FIQE3,4.4,8.65,27.6,2877740.0
FLEURY,FLRY3,15.41,10.89,16.3,37197000.0
FRAS-LE S.A.,FRAS3,9.93,10.44,12.1,5112890.0
Metalfrio,FRIO3,41.5,9.36,6.5,618.0
POMIFRUTAS,FRTA3,3.45,17.49,27.0,7931.0
"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",GEPA3,24.76,19.95,12.8,2185.0
"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",GEPA4,25.6,20.41,12.8,22536.0
GETNET BR,GETT3,2.25,8.05,23.0,350600.0
GETNET BR,GETT4,2.21,7.94,23.0,336611.0
GAFISA,GFSA3,1.53,22.87,8.1,11768600.0
GERDAU S.A.,GGBR3,22.95,2.22,24.4,1457270.0
GERDAU S.A.,GGBR4,29.04,2.75,24.4,371832000.0
GPS,GGPS3,14.01,15.89,8.5,32253400.0
GRUPO MATEUS,GMAT3,4.7,11.88,5.8,23031500.0
METALÚRGICA GERDAU,GOAU3,11.08,0.82,24.4,746646.0
METALÚRGICA GERDAU,GOAU4,12.11,0.88,24.4,102352000.0
GOL LINHAS AEREAS INTELIGENTES SA,GOLL4,15.34,-5.01,-35.7,105892000.0
CELGPAR,GPAR3,29.5,,,645.0
GRENDENE SA,GRND3,9.57,21.88,14.6,14174400.0
Generalshopp,GSHP3,25.93,31.36,35.8,4624.0
GUARARAPES CONFECÇÕES,GUAR3,8.93,28.05,2.9,12929900.0
HAGA,HAGA3,3.41,-136.15,-0.6,268169.0
HAGA,HAGA4,1.65,-43.21,-0.6,50549.0
HAPVIDA,HAPV3,7.06,261.25,1.8,432642000.0
Helbor,HBOR3,3.13,19.86,7.8,2213600.0
HBR REALTY,HBRE3,6.4,4.14,312.1,255021.0
HIDROVIAS,HBSA3,3.17,34.03,13.1,12861900.0
CIA HABITASUL,HBTS5,39.9,4.4,44.5,11033.0
HOTEIS OTHON S.A.,HOOT4,2.35,-1.17,-52.7,16446.0
HYPERA,HYPE3,40.08,15.73,32.5,164311000.0
INFRACOMM,IFCM3,4.75,-28.78,-10.1,7795440.0
GRADIENTE,IGBR3,38.52,-5.38,,138164.0
IGUATEMI S.A,IGTI11,20.4,17.78,42.2,62826000.0
IGUATEMI S.A,IGTI3,2.6,16.28,42.2,628557.0
INEPAR S/A,INEP3,0.87,0.71,,1694510.0
INEPAR S/A,INEP4,0.88,0.71,,685015.0
INTELBRAS,INTB3,26.46,22.19,11.6,50032200.0
JALLESMACHAD,JALL3,10.14,5.48,51.0,7725980.0
JBS,JBSS3,35.28,4.13,9.5,395688000.0
JOÃO FORTES ENGENHARIA S.A.,JFEN3,0.9,-6.51,,316227.0
JHSF Part,JHSF3,7.07,5.52,53.8,29010700.0
JOSAPAR S/A,JOPA3,23.52,7.47,4.8,6390.0
JOSAPAR S/A,JOPA4,36.0,8.79,4.8,0.0
JULIO SIMOES,JSLG3,6.27,12.65,8.5,3269270.0
KEPLER WEBER SA,KEPL3,20.72,5.66,21.8,14976800.0
KLABIN,KLBN11,22.17,6.87,35.7,129439000.0
KLABIN,KLBN3,5.07,7.44,35.7,650438.0
KLABIN,KLBN4,4.25,6.7,35.7,2715920.0
KORA SAUDE,KRSA3,3.23,23.68,11.8,1726990.0
TERRASANTAPA,LAND3,0.0,,,0.0
LAVVI,LAVV3,5.28,3.44,27.5,5419510.0
LOCAMERICA,LCAM3,25.57,10.52,30.3,53482500.0
MAHLE METAL LEVE,LEVE3,24.88,4.9,17.1,9340300.0
LIGHT SA,LIGT3,7.98,8.01,8.8,32504800.0
LIGHTPAR,LIPR3,63.0,-113.47,,30252.0
QUERO-QUERO,LJQQ3,8.75,11.45,7.4,30598800.0
LE LIS BLANC DEUX,LLIS3,1.66,-24.59,-8.0,673421.0
LOG COM PROP,LOGG3,23.32,32.34,72.9,10199900.0
Log-In,LOGN3,34.05,17.38,17.4,16315800.0
LOPES BRASIL,LPSB3,3.19,9.87,17.7,4088180.0
RENNER,LREN3,26.24,10.69,19.3,321021000.0
LUPATECH,LUPA3,4.9,-25.89,-10.4,3541480.0
TREVISA INVESTIMENTOS SA,LUXM4,84.25,16.88,19.0,29319.0
WDC NETWORKS,LVTC3,7.22,1.7,24.5,5219480.0
LOCAWEB,LWSA3,6.93,122.21,2.4,135253000.0
CIA MARCOPOLO,MAPT4,14.17,-83.48,,312.0
MATER DEI,MATD3,10.44,,,6805280.0
MOBLY,MBLY3,3.45,-4.11,-11.7,5263420.0
M.DIASBRANCO,MDIA3,25.61,19.12,6.0,38634200.0
MOURA DUBEUX,MDNE3,6.6,4.71,15.8,1449630.0
IMC S/A,MEAL3,2.12,-48.83,-0.9,5157620.0
OMEGAENERGIA,MEGA3,11.05,,,27432700.0
MELNICK,MELK3,4.04,5.29,11.4,936331.0
MANGELS,MGEL4,18.03,7.06,11.5,24364.0
MAGAZ LUIZA,MGLU3,4.07,133.39,0.7,637372000.0
MILLS,MILS3,7.84,9.03,25.5,9255960.0
MULTILASER,MLAS3,4.88,19.63,4.6,11304300.0
MUNDIAL S/A,MNDL3,19.61,4.15,12.3,83436.0
MINUPAR,MNPR3,7.6,1.14,14.5,90281.0
MONTEIRO ARANHA,MOAR3,449.5,-161.09,,202738.0
MOVIDA,MOVI3,17.35,6.56,34.1,47534700.0
Marfrig,MRFG3,14.68,2.28,15.5,131616000.0
MRV,MRVE3,10.38,17.64,7.7,75352400.0
MELHORAMENTOS,MSPA3,50.01,-17.66,-13.7,0.0
MELHORAMENTOS,MSPA4,46.5,-16.67,-13.7,668.0
IGUAÇU,MTIG4,44.0,-5.66,-49.4,1529.0
MITRE REALTY,MTRE3,5.37,8.45,9.4,2736630.0
METISA,MTSA4,39.88,4.21,12.2,86448.0
Multiplan,MULT3,23.53,19.17,59.0,143780000.0
WETZEL S.A.,MWET3,16.99,12.36,3.0,127.0
WETZEL S.A.,MWET4,11.8,10.98,3.0,26752.0
IOCHPE-MAXION,MYPK3,14.9,5.6,7.9,21618100.0
NEOENERGIA,NEOE3,18.47,5.81,21.7,37765800.0
NEOGRID,NGRD3,2.3,16.57,8.1,3153770.0
GETNINJAS,NINJ3,3.77,1.76,-90.9,1177520.0
NORDON INDS METALURGICAS SA,NORD3,8.97,-106.24,-48.4,897.0
GRUPO NATURA,NTCO3,17.07,17.3,4.6,289206000.0
NUTRIPLANT,NUTR3,250.0,4.1,6.7,1190.0
ODONTOPREV,ODPV3,10.16,8.44,34.9,14332600.0
OUROFINO S/A,OFSA3,22.65,10.06,15.6,339612.0
OI,OIBR3,0.7,-8.45,-38.9,54169800.0
OI,OIBR4,1.27,-9.37,-38.9,1417770.0
ONCOCLINICAS,ONCO3,6.06,20.17,6.8,11402700.0
OCEANPACT,OPCT3,2.75,28.67,4.7,3810400.0
ORIZON,ORVR3,31.6,24.2,26.0,18866300.0
OSX BRASIL,OSXB3,7.13,-76.01,-212.4,93846.0
IHPARDINI,PARD3,20.21,6.81,19.6,3358220.0
PANATLANTICA,PATI3,77.5,8.46,8.6,2132.0
PANATLANTICA,PATI4,60.2,6.68,8.6,3920.0
PÃO DE AÇÚCAR,PCAR3,20.6,3.02,7.0,49543700.0
PDG REALT,PDGR3,1.32,-15.4,-20.9,2235880.0
PADTEC,PDTC3,4.09,,,310580.0
CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,PEAB3,57.1,-26.01,-55.8,3042.0
CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,PEAB4,67.5,-33.58,-55.8,7312.0
PETROBRAS,PETR3,35.21,2.95,43.3,590989000.0
PETROBRAS,PETR4,32.13,2.77,43.3,2585670000.0
PETZ,PETZ3,12.15,24.28,9.5,152838000.0
PROFARMA,PFRM3,3.66,4.18,3.7,611459.0
PAGUE MENOS,PGMN3,6.74,10.13,4.6,7184460.0
PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,PLAS3,8.0,-11.26,-4.9,2849.0
PLANOEPLANO,PLPL3,2.67,2.32,23.0,2245820.0
PARANAPANEMA S.A.,PMAM3,6.89,-57.19,-1.3,1240350.0
PANVEL FARMÁCIAS,PNVL3,11.86,32.75,2.2,7218200.0
MARCOPOLO,POMO3,2.48,-110.17,-0.9,405133.0
MARCOPOLO,POMO4,2.96,-124.57,-0.9,13400300.0
WILSON SONS,PORT3,9.34,9.08,25.7,5261570.0
POSITIVO INF,POSI3,7.78,6.63,7.1,19187200.0
PETRORIO,PRIO3,27.98,8.48,53.8,473139000.0
PRINER,PRNR3,6.92,9.11,6.3,1134610.0
PORTOBELLO S/A,PTBL3,8.95,4.84,18.0,6335260.0
PETTENATI,PTNT3,12.87,12.16,7.4,35185.0
PETTENATI,PTNT4,5.56,6.47,7.4,70790.0
QUALICORP,QUAL3,11.55,6.1,36.5,43121600.0
RAIADROGASIL,RADL3,20.38,27.48,5.1,157977000.0
RUMO S.A.,RAIL3,17.15,25.23,21.3,174869000.0
RAIZEN,RAIZ4,6.18,15.49,3.0,91661600.0
CELULOSE IRANI,RANI3,7.25,4.64,30.4,9722050.0
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT3,8.86,4.58,13.3,252543.0
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT4,10.23,4.93,13.3,24339800.0
RECRUSUL,RCSL3,2.86,210.11,1.6,6581980.0
RECRUSUL,RCSL4,0.79,57.58,1.6,430819.0
RNI,RDNI3,7.76,43.79,3.6,89531.0
REDE D OR,RDOR3,37.13,23.76,17.9,159130000.0
PETRORECONCA,RECV3,29.06,12.93,36.8,24314200.0
REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.,REDE3,5.93,5.65,22.6,15052.0
LOCALIZA RENT A CAR,RENT3,57.86,15.04,32.0,349599000.0
RENOVA,RNEW11,4.84,-13.44,-88.0,91461.0
RENOVA,RNEW3,1.89,-13.77,-88.0,111340.0
RENOVA,RNEW4,1.45,-13.24,-88.0,577185.0
ROMI,ROMI3,14.37,7.0,14.6,6113880.0
REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A,RPMG3,2.48,-0.33,-18.4,57276.0
3R PETROLEUM,RRRP3,48.18,24.22,34.9,164986000.0
ROSSI RESIDENCIAL,RSID3,2.72,-8.33,-333.6,723795.0
METALURGICA RIOSULENSE S/A,RSUL4,69.86,4.8,24.3,217472.0
SANEPAR,SAPR11,20.47,4.34,39.9,24535000.0
SANEPAR,SAPR3,3.98,4.26,39.9,1113130.0
SANEPAR,SAPR4,4.08,4.33,39.9,9788330.0
GRUPO SBF,SBFG3,23.52,13.22,10.2,31124700.0
SABESP,SBSP3,48.13,11.39,21.0,181847000.0
SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,SCAR3,32.69,27.16,48.6,182580.0
SER EDUCA,SEER3,8.22,6.83,14.4,4949620.0
SEQUOIA LOG,SEQL3,9.3,331.32,0.3,32238200.0
Springs,SGPS3,3.22,11.15,5.1,366323.0
TIME FOR FUN,SHOW3,4.15,-41.05,-2.7,2707670.0
SCHULZ,SHUL4,4.64,9.79,12.0,1610680.0
SIMPAR,SIMH3,11.21,7.46,23.3,27049600.0
SLC Agricola,SLCE3,54.2,5.32,30.5,100199000.0
EDITORA SARAIVA,SLED3,12.75,-13.49,-22.3,38721.0
EDITORA SARAIVA,SLED4,5.3,-12.76,-22.3,147357.0
SMART FIT,SMFT3,15.85,-35.64,-13.3,18798400.0
SAO MARTINHO,SMTO3,47.23,11.9,34.0,69479600.0
SANSUY S.A. INDÚSTRIA DE PLÁSTICOS,SNSY5,3.05,-9.78,-2.0,15786.0
BOA SAFRA,SOJA3,13.47,12.4,11.4,6473450.0
GRUPO SOMA,SOMA3,11.54,32.14,9.0,83032200.0
SONDOTECNICA S/A.,SOND3,46.01,4.59,18.7,219.0
SONDOTECNICA S/A.,SOND5,42.01,4.05,18.7,11299.0
SONDOTECNICA S/A.,SOND6,43.0,4.18,18.7,5760.0
SINQIA,SQIA3,19.73,47.31,9.4,22463300.0
SBPAR,STBP3,7.35,13.0,26.1,32641600.0
Suzano Papel,SUZB3,53.32,7.29,40.2,315541000.0
SYN PROP TEC,SYNE3,4.94,1.04,66.2,5381690.0
TAESA,TAEE11,40.41,7.54,79.6,103947000.0
TAESA,TAEE3,13.5,7.55,79.6,1111500.0
TAESA,TAEE4,13.58,7.58,79.6,2504990.0
TAURUS ARMAS,TASA3,20.34,2.84,32.1,1054480.0
TAURUS ARMAS,TASA4,20.2,2.82,32.1,20556900.0
TECNOSOLO S/A,TCNO3,1.66,-18.19,,46558.0
TECNOSOLO S/A,TCNO4,1.21,-16.98,,84059.0
TECNISA,TCSA3,2.6,-7.04,-51.5,1653450.0
TECHNOS,TECN3,2.44,3.58,19.2,2596080.0
TEKA S.A.,TEKA3,26.1,71.55,3.3,0.0
TEKA S.A.,TEKA4,10.8,70.61,3.3,38305.0
TELEBRAS,TELB3,34.8,-4.61,-109.5,72537.0
TELEBRAS,TELB4,14.91,-0.35,-109.5,170850.0
Tenda,TEND3,5.32,-16.08,-2.8,18445500.0
TRACK FIELD,TFCO4,10.9,16.47,22.0,2153930.0
Tegma,TGMA3,15.45,9.0,10.9,3546660.0
TIM,TIMS3,14.25,8.81,18.3,88801800.0
TEKNO,TKNO4,79.93,3.92,14.9,713.0
TOTVS,TOTS3,27.49,13.62,32.9,199466000.0
TRIUNFO PARTICIPACOES SA,TPIS3,1.48,155.09,1.2,1289540.0
TC,TRAD3,6.49,-31.31,-48.7,13236000.0
Trisul,TRIS3,4.13,8.39,17.3,7568450.0
TRANSMISSÃO PAULISTA,TRPL3,32.29,6.93,69.3,40249.0
TRANSMISSÃO PAULISTA,TRPL4,24.49,5.65,69.3,40802700.0
3TENTOS,TTEN3,9.08,13.97,5.5,9971380.0
TUPY,TUPY3,22.75,6.9,8.6,26345800.0
RENAUX,TXRX3,27.29,13.98,16.8,326.0
RENAUX,TXRX4,6.0,10.85,16.8,1191.0
UNICASA,UCAS3,3.07,5.92,11.1,208776.0
ULTRAPAR PARTICIPAÇÕES SA,UGPA3,14.38,19.38,1.3,110842000.0
UNIPAR PARTICIPAÇÕES S.A.,UNIP3,94.79,3.83,35.8,3491990.0
UNIPAR PARTICIPAÇÕES S.A.,UNIP5,99.01,4.01,35.8,25720.0
UNIPAR PARTICIPAÇÕES S.A.,UNIP6,99.6,4.03,35.8,29591900.0
USIMINAS,USIM3,11.0,1.36,27.1,7501000.0
USIMINAS,USIM5,11.43,1.42,27.1,224827000.0
USIMINAS,USIM6,14.5,1.83,27.1,1733.0
VALE,VALE3,84.25,2.74,57.8,2485870000.0
VAMOS,VAMO3,14.89,19.25,28.2,37883000.0
VIBRA,VBBR3,20.2,8.22,2.8,185576000.0
VIA,VIIA3,3.35,11.1,4.0,180206000.0
VITTIA,VITT3,11.3,12.0,19.0,4291970.0
VIVARA S.A.,VIVA3,24.69,16.8,21.5,21037500.0
VIVER,VIVR3,0.92,-6.51,-87.3,4697320.0
TELEF BRASIL,VIVT3,51.98,19.02,11.4,110745000.0
VALID,VLID3,11.19,7.29,10.4,4040590.0
VULCABRAS S/A.,VULC3,11.49,10.63,13.8,4847840.0
VIVEO,VVEO3,15.7,10.04,7.2,3528770.0
WEG SA,WEGE3,25.71,23.71,17.9,256840000.0
WESTWING,WEST3,2.57,-1.59,-18.7,2016630.0
WHIRLPOOL S.A.,WHRL3,5.0,8.58,7.5,41289.0
WHIRLPOOL S.A.,WHRL4,5.06,8.69,7.5,171796.0
WIZ S.A.,WIZS3,9.1,4.43,42.3,15133600.0
WLM,WLMM3,29.88,8.8,6.6,414.0
WLM,WLMM4,32.0,9.53,6.6,53919.0
YDUQS PART,YDUQ3,18.06,16.12,13.0,47583700.0
