Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,12.8,20.13,9.2,18845100.0
AMBEV S/A,ABEV3,15.53,15.17,23.1,384109000.0
AERIS,AERI3,8.67,,,24590400.0
AES BRASIL,AESB3,12.14,84.08,22.7,27925000.0
AFLUENTE T,AFLT3,8.75,26.01,56.4,4512.0
BRASILAGRO,AGRO3,33.21,7.69,34.1,22831900.0
AGROGALAXY,AGXY3,8.15,25.22,2.0,1436450.0
PARQUE ANHEMBI,AHEB3,25.01,-5.96,-17.8,4116.0
PARQUE ANHEMBI,AHEB5,18.0,-4.26,-17.8,341.0
ALLIED,ALLD3,19.78,5.28,6.9,11501700.0
ALPARGATAS,ALPA3,40.6,28.91,20.4,116577.0
ALPARGATAS,ALPA4,47.65,34.07,20.4,133108000.0
ESTAPAR,ALPK3,5.78,53.99,7.2,214768.0
ALIANSCSONAE,ALSO3,22.94,21.91,39.7,29119700.0
ALUPAR,ALUP11,25.05,3.32,66.1,21116200.0
ALUPAR,ALUP3,8.28,3.3,66.1,124293.0
ALUPAR,ALUP4,8.49,3.34,66.1,151285.0
LOJAS MARISA,AMAR3,5.42,17.35,6.5,31581400.0
AMBIPAR,AMBP3,42.66,31.32,18.1,107379000.0
AMERICANAS,AMER3,37.45,84.33,3.2,234823000.0
ANIMA,ANIM3,9.37,29.19,16.0,29524300.0
ALPER S.A.,APER3,42.19,,,4455320.0
ARMAC,ARML3,24.2,,,12410900.0
AREZZO CO,ARZZ3,89.16,39.66,10.7,62094500.0
ASSAI,ASAI3,17.54,12.67,7.8,241366000.0
ATMASA,ATMP3,5.08,-19.74,-2.0,237326.0
ATOMPAR,ATOM3,4.52,7.29,31.5,167443.0
ALPHAVILLE,AVLL3,31.69,-17.14,-23.3,166272.0
AZEVEDO & TRAVASSOS,AZEV3,5.35,-29.75,-27.4,1097120.0
AZEVEDO & TRAVASSOS,AZEV4,4.0,-22.2,-27.4,4134610.0
AZUL,AZUL4,35.62,-34.13,-8.6,158894000.0
BAHEMA,BAHI3,15.9,365.2,0.3,45916.0
BAUMER,BALM3,17.78,11.06,9.6,3687.0
BAUMER,BALM4,15.0,9.12,9.6,35894.0
EXCELSIOR,BAUH4,87.99,55.43,4.3,8542.0
BR Brokers,BBRK3,1.81,-6.11,-15.9,3790160.0
BAEDELLA,BDLL3,10.75,-7.89,-162.0,12264.0
BAEDELLA,BDLL4,11.0,-7.91,-162.0,6587.0
Minerva,BEEF3,10.7,6.29,8.1,90481300.0
BIOMM SA,BIOM3,14.9,-20.17,-63.9,156761.0
BK BRASIL,BKBR3,7.42,-6.69,-14.5,22615100.0
BLAU,BLAU3,39.44,13.42,36.6,15317100.0
MONARK,BMKS3,230.0,45.94,-3.0,118231.0
BEMOBI TECH,BMOB3,15.25,9.05,33.5,18531600.0
BOMBRIL SA,BOBR4,1.94,15.53,4.6,132528.0
BRADESPAR S/A,BRAP3,51.45,-836.63,,12222900.0
BRADESPAR S/A,BRAP4,55.1,-898.27,,173706000.0
PETROBRAS BR,BRDT3,24.55,11.13,3.2,298733000.0
BRF Foods,BRFS3,25.79,12.28,6.8,151054000.0
BRISANET,BRIT3,9.0,,,6857680.0
BRASKEM,BRKM3,56.2,3.07,25.4,737751.0
BRASKEM,BRKM5,58.93,3.18,25.4,220582000.0
BRASKEM,BRKM6,36.98,2.35,25.4,1272.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,8.45,18.04,58.2,129230000.0
BR PROPERTIES,BRPR3,8.23,26.05,69.2,25030400.0
PENALTY,CAMB3,4.4,11.78,11.9,409487.0
CAMIL,CAML3,10.2,8.78,7.1,14902900.0
MELIUZ,CASH3,4.95,580.32,3.7,327459000.0
CASAN,CASN3,15.01,55.83,20.4,0.0
CBA,CBAV3,16.3,,,33028300.0
AMPLA ENERG,CBEE3,23.48,129.91,0.9,12606.0
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,12.73,13.1,26.4,155837000.0
CEA MODAS,CEAB3,7.42,-16.32,-3.5,23380300.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,127.0,44.04,-19.6,155758.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,118.99,40.76,-19.6,167749.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,120.11,41.22,-19.6,467992.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,7.25,4.94,6.7,7228.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,6.15,4.74,6.7,39397.0
COELBA,CEEB3,34.4,7.1,18.7,43647.0
COELBA,CEEB5,39.0,7.6,18.7,274.0
CEEE-D,CEED3,45.0,-69.66,-1.5,629.0
CEEE-D,CEED4,55.8,-82.24,-1.5,0.0
