Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,19.75,31.74,8.3,9033840.0
AMBEV S/A,ABEV3,14.54,14.26,20.5,359037000.0
AERIS,AERI3,3.75,21.88,7.0,9535760.0
AES BRASIL,AESB3,10.64,29.22,12.3,18253900.0
AFLUENTE T,AFLT3,9.35,5.38,84.2,6933.0
BRASILAGRO,AGRO3,32.06,4.36,39.9,29483700.0
AGROGALAXY,AGXY3,9.33,6.73,5.0,1030660.0
PARQUE ANHEMBI,AHEB6,41.2,-45.29,-3.7,96.0
ALLIED,ALLD3,12.52,5.37,4.5,2056310.0
ALPARGATAS,ALPA3,19.25,17.25,16.8,102493.0
ALPARGATAS,ALPA4,21.8,19.85,16.8,83221500.0
ESTAPAR,ALPK3,3.8,14.4,16.0,160557.0
ALIANSCSONAE,ALSO3,19.69,6.69,50.6,30083200.0
ALUPAR,ALUP11,26.25,4.24,75.3,29097500.0
ALUPAR,ALUP3,8.7,4.23,75.3,100766.0
ALUPAR,ALUP4,8.75,4.24,75.3,120469.0
LOJAS MARISA,AMAR3,2.23,5.9,12.0,16683900.0
AMBIPAR,AMBP3,29.75,16.74,16.3,29770100.0
AMERICANAS,AMER3,23.05,24.52,4.5,206006000.0
ANIMA,ANIM3,5.38,18.19,13.9,18681700.0
ALPER S.A.,APER3,32.98,,,1196410.0
ARMAC,ARML3,13.0,28.71,32.5,9816020.0
AREZZO CO,ARZZ3,82.49,22.53,11.7,96787600.0
ASSAI,ASAI3,15.48,8.23,7.6,124517000.0
ATMASA,ATMP3,1.9,-16.03,-2.1,47805.0
ATOMPAR,ATOM3,2.31,3.47,31.4,107286.0
AUREN,AURE3,14.46,13.42,37.3,41179400.0
ALPHAVILLE,AVLL3,27.0,-12.0,-51.8,64877.0
AZEVEDO & TRAVASSOS,AZEV3,3.52,-12.09,-11.5,135052.0
AZEVEDO & TRAVASSOS,AZEV4,2.77,-9.68,-11.5,963919.0
AZUL,AZUL4,20.68,22.16,10.8,194549000.0
B3,B3SA3,11.47,10.79,59.1,581862000.0
BAHEMA,BAHI3,14.29,-100.42,-1.1,123900.0
BAUMER,BALM3,14.99,16.94,5.5,459.0
