Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,9.99,80.99,2.2,12377600.0
AMBEV S/A,ABEV3,16.63,16.3,23.1,452553000.0
AERIS,AERI3,8.6,,,37462800.0
AES BRASIL,AESB3,14.0,81.05,22.7,10711200.0
AFLUENTE T,AFLT3,9.69,28.86,56.4,27144.0
BRASILAGRO,AGRO3,28.57,8.71,35.2,19319200.0
PARQUE ANHEMBI,AHEB3,28.9,-6.5,-19.3,855.0
PARQUE ANHEMBI,AHEB5,19.99,-4.36,-19.3,242.0
PARQUE ANHEMBI,AHEB6,51.5,-11.94,-19.3,556.0
ALLIED,ALLD3,30.23,9.26,6.3,20477700.0
ALPARGATAS,ALPA3,51.9,37.17,20.4,181574.0
ALPARGATAS,ALPA4,60.9,43.75,20.4,94973300.0
ESTAPAR,ALPK3,6.6,55.11,8.7,364393.0
ALIANSCSONAE,ALSO3,27.91,26.53,39.4,42749500.0
ALUPAR,ALUP11,25.11,3.83,58.5,21362400.0
ALUPAR,ALUP3,8.48,3.86,58.5,190524.0
ALUPAR,ALUP4,8.48,3.86,58.5,254510.0
LOJAS MARISA,AMAR3,7.51,61.01,2.6,75920100.0
AMBIPAR,AMBP3,55.29,41.97,17.6,43945300.0
AMERICANAS,AMER3,47.79,122.08,2.9,221130000.0
ANIMA,ANIM3,11.84,20.08,16.7,31957600.0
ALPER S.A.,APER3,46.72,,,6548750.0
AREZZO CO,ARZZ3,91.79,104.98,5.1,55781200.0
ASSAI,ASAI3,87.08,12.59,7.8,127269000.0
ATMASA,ATMP3,6.6,-12.69,-3.6,769075.0
ATOMPAR,ATOM3,5.45,7.83,34.9,633584.0
ALPHAVILLE,AVLL3,27.4,-10.69,-46.6,271166.0
AZEVEDO & TRAVASSOS,AZEV3,7.51,-32.11,-17.7,1265630.0
AZEVEDO & TRAVASSOS,AZEV4,7.3,-31.21,-17.7,7884130.0
AZUL,AZUL4,37.74,-14.83,-26.2,203946000.0
B3,B3SA3,15.94,14.59,62.2,685855000.0
BAHEMA,BAHI3,78.0,47.28,1.4,99570.0
BAUMER,BALM3,20.0,8.26,13.2,16168.0
BAUMER,BALM4,19.0,7.81,13.2,97656.0
EXCELSIOR,BAUH4,88.92,45.12,5.2,23857.0
BR Brokers,BBRK3,2.23,-4.83,-28.6,16210700.0
BAEDELLA,BDLL3,10.55,-6.72,-231.3,76489.0
BAEDELLA,BDLL4,11.7,-6.77,-231.3,148262.0
Minerva,BEEF3,8.7,5.3,9.1,59115700.0
BIOMM SA,BIOM3,14.5,-19.55,-87.4,163853.0
BK BRASIL,BKBR3,10.52,-7.03,-20.6,23286100.0
BLAU,BLAU3,50.3,21.16,35.1,16433100.0
MONARK,BMKS3,233.0,18.72,-9.1,131634.0
BEMOBI TECH,BMOB3,20.0,9.66,34.1,18673800.0
BOA VISTA,BOAS3,12.45,48.95,17.6,7370460.0
BOMBRIL SA,BOBR4,2.25,11.96,6.5,1084710.0
BRADESPAR S/A,BRAP3,65.21,-1051.75,,2850030.0
BRADESPAR S/A,BRAP4,76.35,-1241.82,,164702000.0
PETROBRAS BR,BRDT3,28.08,15.31,2.9,396828000.0
BRF Foods,BRFS3,24.79,12.18,7.0,161073000.0
BRASKEM,BRKM3,56.4,3.08,25.4,756366.0
BRASKEM,BRKM5,57.82,3.13,25.4,149098000.0
BRASKEM,BRKM6,37.5,2.37,25.4,2161.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,10.06,23.99,53.8,150991000.0
