Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,11.8,18.98,9.2,18488400.0
AMBEV S/A,ABEV3,15.18,14.81,23.1,378980000.0
AERIS,AERI3,8.0,,,25750800.0
AES BRASIL,AESB3,12.25,84.5,22.7,25405900.0
AFLUENTE T,AFLT3,8.97,26.68,56.4,8822.0
BRASILAGRO,AGRO3,30.86,7.11,34.1,19769700.0
AGROGALAXY,AGXY3,8.32,25.55,2.0,1477460.0
PARQUE ANHEMBI,AHEB3,25.01,-5.96,-17.8,4931.0
PARQUE ANHEMBI,AHEB5,18.0,-4.26,-17.8,444.0
ALLIED,ALLD3,19.77,5.28,6.9,12020800.0
ALPARGATAS,ALPA3,40.6,28.91,20.4,142453.0
ALPARGATAS,ALPA4,48.69,34.83,20.4,133251000.0
ESTAPAR,ALPK3,5.8,54.07,7.2,219849.0
ALIANSCSONAE,ALSO3,21.74,20.92,39.7,28452500.0
ALUPAR,ALUP11,23.65,3.23,66.1,21619500.0
ALUPAR,ALUP3,7.82,3.21,66.1,119932.0
ALUPAR,ALUP4,7.87,3.22,66.1,162897.0
LOJAS MARISA,AMAR3,5.25,17.06,6.5,36888100.0
AMBIPAR,AMBP3,42.65,31.31,18.1,101432000.0
AMERICANAS,AMER3,30.49,69.4,3.2,228167000.0
ANIMA,ANIM3,8.74,28.27,16.0,29911500.0
ALPER S.A.,APER3,39.51,,,5111610.0
ARMAC,ARML3,20.1,,,14213600.0
AREZZO CO,ARZZ3,78.98,35.2,10.7,57884600.0
ASSAI,ASAI3,19.22,13.67,7.8,205518000.0
ATMASA,ATMP3,4.85,-19.44,-2.0,312340.0
ATOMPAR,ATOM3,4.58,7.4,31.5,208393.0
ALPHAVILLE,AVLL3,31.4,-17.06,-23.3,150853.0
AZEVEDO & TRAVASSOS,AZEV3,4.74,-26.34,-27.4,1592280.0
AZEVEDO & TRAVASSOS,AZEV4,4.2,-23.32,-27.4,5553620.0
AZUL,AZUL4,36.25,-34.55,-8.6,156805000.0
BAHEMA,BAHI3,15.5,356.62,0.3,45490.0
BAUMER,BALM3,16.72,10.32,9.6,3923.0
BAUMER,BALM4,14.98,9.11,9.6,37436.0
EXCELSIOR,BAUH4,88.48,55.75,4.3,8542.0
BR Brokers,BBRK3,1.56,-5.11,-15.9,3433450.0
BAEDELLA,BDLL3,10.3,-7.87,-162.0,17673.0
BAEDELLA,BDLL4,11.45,-7.93,-162.0,7008.0
Minerva,BEEF3,10.83,6.06,8.1,95633800.0
BIOMM SA,BIOM3,15.9,-21.4,-63.9,166913.0
BK BRASIL,BKBR3,7.91,-7.07,-14.5,22048300.0
BLAU,BLAU3,42.7,14.62,36.6,14262800.0
MONARK,BMKS3,230.0,45.94,-3.0,47070.0
BEMOBI TECH,BMOB3,16.0,9.97,33.5,19617500.0
BOMBRIL SA,BOBR4,1.94,15.53,4.6,128439.0
BRADESPAR S/A,BRAP3,46.92,-760.14,,11480000.0
BRADESPAR S/A,BRAP4,50.19,-815.35,,170332000.0
PETROBRAS BR,BRDT3,23.65,10.8,3.2,300550000.0
BRF Foods,BRFS3,27.12,12.65,6.8,141352000.0
BRISANET,BRIT3,10.65,,,5794060.0
BRASKEM,BRKM3,57.4,3.12,25.4,767390.0
BRASKEM,BRKM5,59.68,3.2,25.4,215689000.0
BRASKEM,BRKM6,36.98,2.35,25.4,1660.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,7.92,17.19,58.2,129603000.0
BR PROPERTIES,BRPR3,7.75,25.03,69.2,24687500.0
PENALTY,CAMB3,4.69,12.36,11.9,377961.0
CAMIL,CAML3,9.94,8.33,7.5,14046200.0
MELIUZ,CASH3,5.61,661.66,3.7,325054000.0
CASAN,CASN3,15.01,55.83,20.4,0.0
CBA,CBAV3,14.2,,,25890400.0
AMPLA ENERG,CBEE3,23.0,128.66,0.9,12962.0
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,11.59,12.35,26.4,154147000.0
CEA MODAS,CEAB3,7.36,-16.21,-3.5,24278200.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,183.08,7.0,-19.6,167378.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,182.0,6.92,-19.6,138957.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,182.16,6.93,-19.6,265969.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,7.26,4.94,6.7,7444.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,6.14,4.74,6.7,41319.0
COELBA,CEEB3,34.2,7.08,18.7,44991.0
COELBA,CEEB5,39.0,7.6,18.7,281.0
CEEE-D,CEED3,45.0,-69.66,-1.5,3422.0
CEEE-D,CEED4,55.8,-82.24,-1.5,133.0
CEG,CEGR3,60.05,25.17,18.8,16138.0
CELPE,CEPE5,28.34,7.3,12.5,5200.0
CELPE,CEPE6,28.05,7.28,12.5,209.0
CESP CIA ENERGETICA SAO PAULO,CESP3,22.13,16.54,25.3,279714.0
CESP CIA ENERGETICA SAO PAULO,CESP5,30.5,21.81,25.3,2703.0
CESP CIA ENERGETICA SAO PAULO,CESP6,22.76,16.93,25.3,51854800.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CGAS3,159.5,11.72,22.9,8252.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁSS,CGAS5,152.94,11.33,22.9,467285.0
GRAZZIOTIN,CGRA3,45.99,9.06,16.1,103506.0
GRAZZIOTIN,CGRA4,46.4,9.15,16.1,689670.0
CELESC,CLSC3,69.0,4.57,7.8,5677.0
CELESC,CLSC4,70.0,4.62,7.8,387537.0
CEMIG,CMIG3,17.2,7.09,18.5,9130800.0
CEMIG,CMIG4,14.08,6.06,18.5,128260000.0
CSNMINERACAO,CMIN3,6.18,2.17,58.9,61866600.0
CIA ENERG CEARA - COELCE,COCE3,65.9,15.0,8.1,628.0
CIA ENERG CEARA - COELCE,COCE5,58.19,13.85,8.1,1460310.0
COGNA,COGN3,2.77,-49.23,-5.1,127051000.0
CPFL ENERGIA S.A.,CPFE3,25.91,6.96,18.4,64573100.0
COPEL,CPLE11,32.11,6.34,20.1,15969200.0
COPEL,CPLE3,5.87,5.96,20.1,16864100.0
COPEL,CPLE5,49.9,35.63,20.1,3996.0
COPEL,CPLE6,6.55,6.42,20.1,105208000.0
CR2,CRDE3,20.5,-3.51,-478.5,2838.0
CARREFOUR BR,CRFB3,18.06,8.81,6.6,90149100.0
CRISTAL,CRPG3,110.5,11.3,25.5,526.0
CRISTAL,CRPG5,78.34,7.52,25.5,3766150.0
CRISTAL,CRPG6,83.02,8.07,25.5,140731.0
COSAN SA INDUSTRIA E COMERCIO,CSAN3,23.11,26.49,14.7,202775000.0
CRUZEIRO EDU,CSED3,7.33,10.42,15.5,5671550.0
COPASA MG,CSMG3,13.64,5.36,25.7,27060600.0
CSN,CSNA3,27.85,2.53,41.3,430348000.0
COSERN,CSRN3,17.24,7.82,17.9,5133.0
COSERN,CSRN5,16.02,7.45,17.9,2342.0
COSERN,CSRN6,17.26,7.82,17.9,4752.0
KARSTEN,CTKA3,27.1,13.29,10.5,8072.0
KARSTEN,CTKA4,21.27,12.56,10.5,58593.0
COTEMINAS,CTNM3,9.9,8.65,7.7,1232.0
COTEMINAS,CTNM4,4.79,7.77,7.7,100857.0
SANTANENSE,CTSA3,2.27,22.8,3.4,57759.0
SANTANENSE,CTSA4,1.74,19.79,3.4,96455.0
CURY S/A,CURY3,7.05,5.55,22.6,8434680.0
CVC BRASIL,CVCB3,20.24,-8.87,-113.2,171767000.0
CYRELA BRAZIL REALTY,CYRE3,17.51,10.91,17.2,151737000.0
DIAGNOSTICOS DA AMERICA SA,DASA3,42.99,605.78,0.4,11239400.0
DESKTOPSIGMA,DESK3,24.73,,,9522850.0
DEXXOS PAR,DEXP3,11.22,8.74,10.4,9405910.0
DEXXOS PAR,DEXP4,9.2,7.36,10.4,187514.0
Direcional Engenharia,DIRR3,11.76,6.86,18.2,21241600.0
DOMMO,DMMO3,0.77,39.67,2.6,2820720.0
D1000VFARMA,DMVF3,6.5,3.02,8.5,943428.0
DOHLER,DOHL3,23.49,20.16,13.6,392.0
DOHLER,DOHL4,6.17,5.36,13.6,64412.0
DOTZ SA,DOTZ3,6.66,,,906180.0
DTCOM,DTCY3,8.48,-32.98,-27.9,11219.0
DEXCO,DXCO3,17.66,10.06,18.7,57504900.0
ELECTRO AÇO ALTONA S/A,EALT3,12.2,14.44,8.5,4298.0
ELECTRO AÇO ALTONA S/A,EALT4,6.2,8.84,8.5,321055.0
ECORODOVIAS,ECOR3,8.61,6.57,43.1,58137000.0
ENCORPAR,ECPR3,79.89,-77.33,,380.0
CEEE,EEEL3,325.0,8.52,28.2,3925.0
ENGIE BRASIL,EGIE3,37.05,7.72,42.2,56380600.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR3,36.96,8.41,16.6,7211.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR4,26.7,6.82,16.6,13491.0
ELETROBRÁS,ELET3,36.6,-84.81,-3.5,166838000.0
ELETROBRÁS,ELET5,65.0,-131.56,-3.5,1572.0
ELETROBRÁS,ELET6,37.28,-85.93,-3.5,79187000.0
ELETROMIDIA,ELMD3,17.45,-41.84,-20.9,3555120.0
EMAE,EMAE4,74.5,14.76,35.2,197624.0
EMBRAER,EMBR3,22.96,19.08,5.4,268692000.0
ENAUTA PART,ENAT3,14.81,10.25,30.0,27718000.0
EDP ENERGIAS DO BRASIL S/A,ENBR3,17.84,5.54,20.8,52056600.0
ENEVA,ENEV3,15.16,23.69,28.3,90319800.0
ENERGISA,ENGI11,43.88,7.88,17.2,70695400.0
ENERGISA,ENGI3,15.61,11.05,17.2,128875.0
ENERGISA,ENGI4,7.06,7.08,17.2,151579.0
ENJOEI,ENJU3,4.52,,,13899500.0
ENERGISA MT,ENMT3,79.7,13.75,24.8,161100.0
ENERGISA MT,ENMT4,79.0,13.64,24.8,75213.0
EMBPAR S/A,EPAR3,12.8,5.18,5.4,78371.0
EQTL PARA,EQPA3,5.0,7.95,23.9,76126.0
EQTL PARA,EQPA5,7.2,11.07,23.9,5912.0
EQTL PARAC,EQPA7,7.31,11.22,23.9,25545.0
EQUATORIAL ENERGIA S.A.,EQTL3,24.44,6.75,26.9,183178000.0
ESPACOLASER,ESPA3,13.36,13.9,35.1,28184100.0
ESTRELA,ESTR3,40.0,6.2,10.1,0.0
ESTRELA,ESTR4,71.0,7.78,10.1,6644.0
ETERNIT,ETER3,15.45,3.08,26.4,38229200.0
EUCATEX,EUCA3,13.99,4.52,17.2,141082.0
EUCATEX,EUCA4,8.88,3.23,17.2,1486030.0
Even,EVEN3,7.53,2.09,16.4,16604000.0
EZTec,EZTC3,22.92,16.82,24.3,54835200.0
FERBASA,FESA3,52.11,9.79,25.4,26690.0
FERBASA,FESA4,50.9,9.56,25.4,37391000.0
Fer Heringer,FHER3,25.13,5.04,10.7,85873100.0
UNIFIQUE,FIQE3,7.1,,,6425900.0
FLEURY,FLRY3,21.14,11.04,21.2,46102400.0
FRAS-LE S.A.,FRAS3,13.81,11.18,13.9,2922050.0
Metalfrio,FRIO3,66.65,14.05,4.1,739.0
POMIFRUTAS,FRTA3,5.73,-1153.56,-0.5,71730.0
"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",GEPA3,35.0,3.86,90.1,7089.0
"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",GEPA4,35.5,3.9,90.1,14564.0
GAFISA,GFSA3,2.58,17.51,8.0,17326200.0
GERDAU S.A.,GGBR3,21.9,4.06,19.2,2657340.0
GERDAU S.A.,GGBR4,27.0,4.81,19.2,409918000.0
GPS,GGPS3,16.68,,,20429500.0
GRUPO MATEUS,GMAT3,7.69,18.34,6.3,41647400.0
INTERMEDICA,GNDI3,71.38,55.88,7.0,284060000.0
METALÚRGICA GERDAU,GOAU3,11.24,1.77,19.2,437045.0
METALÚRGICA GERDAU,GOAU4,12.52,1.89,19.2,128142000.0
GOL LINHAS AEREAS INTELIGENTES SA,GOLL4,20.17,-8.88,-36.1,117018000.0
CELGPAR,GPAR3,42.48,14.46,92.9,401.0
GRENDENE SA,GRND3,8.54,13.37,20.2,27607100.0
Generalshopp,GSHP3,39.98,73.44,22.8,21213.0
GUARARAPES CONFECÇÕES,GUAR3,13.69,55.61,2.3,10923600.0
HAGA,HAGA3,3.23,7.85,10.6,57986.0
HAGA,HAGA4,2.34,5.56,10.6,178959.0
HAPVIDA,HAPV3,12.83,60.68,8.9,213603000.0
Helbor,HBOR3,5.77,29.11,5.5,8169710.0
HBR REALTY,HBRE3,13.44,27.09,85.9,560547.0
HIDROVIAS,HBSA3,3.96,23.03,19.4,19700000.0
CIA HABITASUL,HBTS5,54.5,3.66,58.8,19119.0
HERCULES S/A,HETA3,96.0,1142.33,16.6,1014.0
HERCULES S/A,HETA4,13.4,1013.5,16.6,14081.0
CIA HERING,HGTX3,37.5,61.18,7.5,56989300.0
HOTEIS OTHON S.A.,HOOT4,4.21,-2.33,-121.3,357984.0
HYPERA,HYPE3,30.23,17.16,28.2,107695000.0
INFRACOMM,IFCM3,16.2,,,18151100.0
GRADIENTE,IGBR3,4.82,-5.86,,481289.0
IGUATEMI,IGTA3,30.8,25.38,41.4,63961300.0
INEPAR S/A,INEP3,1.65,-3.82,,2646040.0
INEPAR S/A,INEP4,1.61,-3.8,,3102160.0
INTELBRAS,INTB3,27.95,27.36,11.6,65046500.0
JALLESMACHAD,JALL3,9.75,5.83,47.1,6830350.0
JBS,JBSS3,37.57,7.0,6.9,469332000.0
JOÃO FORTES ENGENHARIA S.A.,JFEN3,1.85,-8.58,,2375440.0
JHSF Part,JHSF3,5.83,4.23,60.7,27404000.0
JOSAPAR S/A,JOPA3,30.0,7.96,5.2,4935.0
JOSAPAR S/A,JOPA4,37.01,8.77,5.2,766.0
JEREISSATI PARTICIPACOES,JPSA3,26.32,16.08,38.1,8740080.0
JULIO SIMOES,JSLG3,9.1,184.78,41.3,5854570.0
KEPLER WEBER SA,KEPL3,44.84,9.72,10.8,10521500.0
KLABIN,KLBN11,23.56,12.88,25.2,173238000.0
KLABIN,KLBN3,5.91,14.8,25.2,986785.0
KLABIN,KLBN4,4.39,12.37,25.2,3892160.0
KORA SAUDE,KRSA3,6.75,,,2165160.0
LOJAS AMERICANAS S.A.,LAME3,4.47,7.41,7.1,27702600.0
LOJAS AMERICANAS S.A.,LAME4,4.7,7.66,7.1,157881000.0
TERRASANTAPA,LAND3,0.0,,,0.0
LAVVI,LAVV3,5.86,3.83,30.4,10573900.0
LOCAMERICA,LCAM3,23.59,12.09,21.0,78170400.0
MAHLE METAL LEVE,LEVE3,36.96,7.46,19.8,26798200.0
LIGHT SA,LIGT3,12.9,5.3,14.6,35500000.0
LIGHTPAR,LIPR3,69.0,-119.9,,7481.0
QUERO-QUERO,LJQQ3,15.95,13.23,11.1,35710500.0
