Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,13.18,20.56,9.2,17264900.0
AMBEV S/A,ABEV3,16.1,15.75,23.1,379768000.0
AERIS,AERI3,8.42,,,24227500.0
AES BRASIL,AESB3,14.54,82.74,22.7,15356500.0
AFLUENTE T,AFLT3,8.85,26.31,56.4,18050.0
BRASILAGRO,AGRO3,28.5,6.53,34.1,17715300.0
PARQUE ANHEMBI,AHEB3,25.25,-6.02,-17.8,3315.0
PARQUE ANHEMBI,AHEB5,21.0,-4.99,-17.8,565.0
PARQUE ANHEMBI,AHEB6,51.5,-12.38,-17.8,0.0
ALLIED,ALLD3,25.57,6.65,6.9,14998300.0
ALPARGATAS,ALPA3,47.99,34.31,20.4,190673.0
ALPARGATAS,ALPA4,55.45,39.77,20.4,134258000.0
ESTAPAR,ALPK3,6.1,55.3,7.2,292824.0
ALIANSCSONAE,ALSO3,23.67,22.52,39.7,32230400.0
ALUPAR,ALUP11,25.25,3.33,66.1,21967500.0
ALUPAR,ALUP3,8.25,3.3,66.1,142395.0
ALUPAR,ALUP4,8.43,3.33,66.1,197707.0
LOJAS MARISA,AMAR3,5.78,17.98,6.5,42589900.0
AMBIPAR,AMBP3,63.1,43.82,18.1,89083200.0
AMERICANAS,AMER3,39.5,88.72,3.2,259286000.0
ANIMA,ANIM3,9.29,29.07,16.0,29133200.0
ALPER S.A.,APER3,43.33,,,5331730.0
AREZZO CO,ARZZ3,83.16,37.03,10.7,56364000.0
ASSAI,ASAI3,18.18,13.05,7.8,160755000.0
ATMASA,ATMP3,5.23,-19.94,-2.0,379924.0
ATOMPAR,ATOM3,4.86,7.93,31.5,297828.0
ALPHAVILLE,AVLL3,30.3,-16.75,-23.3,151435.0
AZEVEDO & TRAVASSOS,AZEV3,5.91,,,1441330.0
AZEVEDO & TRAVASSOS,AZEV4,5.0,,,6846870.0
AZUL,AZUL4,34.92,-33.67,-8.6,152835000.0
B3,B3SA3,13.81,11.56,63.9,553030000.0
BAHEMA,BAHI3,13.94,277.72,0.3,46430.0
BAUMER,BALM3,16.56,10.21,9.6,6056.0
BAUMER,BALM4,17.5,10.86,9.6,59454.0
EXCELSIOR,BAUH4,87.98,55.43,4.3,15407.0
BR Brokers,BBRK3,2.07,-7.15,-15.9,5948560.0
BAEDELLA,BDLL3,10.56,-7.88,-162.0,34474.0
BAEDELLA,BDLL4,11.0,-7.91,-162.0,38763.0
Minerva,BEEF3,9.05,5.53,8.1,71211800.0
BIOMM SA,BIOM3,13.95,-19.0,-63.9,149473.0
BK BRASIL,BKBR3,8.61,-7.62,-14.5,18083500.0
BLAU,BLAU3,51.44,17.82,36.6,16845200.0
MONARK,BMKS3,236.48,41.79,-3.0,59780.0
