Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
PETROBRAS BR,BRDT3,24.71,11.19,3.2,308578000.0
BRF Foods,BRFS3,26.33,12.43,6.8,145157000.0
BRISANET,BRIT3,9.81,,,6347120.0
BRASKEM,BRKM3,56.4,3.08,25.4,742199.0
BRASKEM,BRKM5,57.89,3.14,25.4,215416000.0
BRASKEM,BRKM6,36.98,2.35,25.4,1584.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,8.41,17.97,58.2,130886000.0
BR PROPERTIES,BRPR3,8.03,25.62,69.2,25159500.0
PENALTY,CAMB3,4.7,12.38,11.9,377816.0
CAMIL,CAML3,9.53,8.36,7.1,14214700.0
MELIUZ,CASH3,5.65,666.58,3.7,325970000.0
CASAN,CASN3,15.01,55.83,20.4,0.0
CBA,CBAV3,13.88,,,28086600.0
AMPLA ENERG,CBEE3,23.48,129.91,0.9,12480.0
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,12.32,12.83,26.4,153000000.0
CEA MODAS,CEAB3,7.34,-16.17,-3.5,24298200.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,187.0,7.33,-19.6,165351.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,181.5,6.87,-19.6,143402.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,184.33,7.11,-19.6,360433.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,7.05,4.91,6.7,7161.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,5.93,4.7,6.7,39412.0
COELBA,CEEB3,34.2,7.08,18.7,44101.0
COELBA,CEEB5,39.0,7.6,18.7,268.0
CEEE-D,CEED3,45.0,-69.66,-1.5,3267.0
CEEE-D,CEED4,55.8,-82.24,-1.5,127.0
CEG,CEGR3,60.05,25.17,18.8,15405.0
CELPE,CEPE5,28.34,7.3,12.5,4963.0
CELPE,CEPE6,28.05,7.28,12.5,128.0
CESP CIA ENERGETICA SAO PAULO,CESP3,22.99,17.08,25.3,272414.0
CESP CIA ENERGETICA SAO PAULO,CESP5,30.5,21.81,25.3,2497.0
CESP CIA ENERGETICA SAO PAULO,CESP6,23.94,17.68,25.3,53994700.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CGAS3,145.23,10.86,22.9,8207.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁSS,CGAS5,151.47,11.24,22.9,450686.0
GRAZZIOTIN,CGRA3,45.4,8.93,16.1,98690.0
GRAZZIOTIN,CGRA4,45.55,8.96,16.1,687800.0
CELESC,CLSC3,67.5,4.49,7.8,5726.0
CELESC,CLSC4,69.58,4.6,7.8,371442.0
CEMIG,CMIG3,17.29,7.12,18.5,9093750.0
CEMIG,CMIG4,14.13,6.08,18.5,132147000.0
CSNMINERACAO,CMIN3,6.23,2.19,58.9,62251600.0
CIA ENERG CEARA - COELCE,COCE3,65.9,15.0,8.1,599.0
CIA ENERG CEARA - COELCE,COCE5,58.42,13.89,8.1,1408720.0
COGNA,COGN3,3.01,-51.17,-5.1,125146000.0
CPFL ENERGIA S.A.,CPFE3,26.03,6.98,18.4,64942900.0
COPEL,CPLE11,32.19,6.35,20.1,16840400.0
COPEL,CPLE3,5.77,5.9,20.1,16887600.0
COPEL,CPLE5,49.9,35.63,20.1,3815.0
COPEL,CPLE6,6.65,6.49,20.1,106025000.0
CR2,CRDE3,20.92,-3.62,-478.5,3938.0
CARREFOUR BR,CRFB3,18.09,8.82,6.6,89109000.0
CRISTAL,CRPG3,110.5,11.3,25.5,502.0
CRISTAL,CRPG5,90.0,8.89,25.5,3646640.0
CRISTAL,CRPG6,85.51,8.36,25.5,135153.0
COSAN SA INDUSTRIA E COMERCIO,CSAN3,23.37,26.66,14.7,202882000.0
CRUZEIRO EDU,CSED3,8.04,11.39,15.5,5656960.0
COPASA MG,CSMG3,13.83,5.41,25.7,27062700.0
CSN,CSNA3,28.32,2.56,41.3,425931000.0
COSERN,CSRN3,17.24,7.82,17.9,4670.0
COSERN,CSRN5,16.02,7.45,17.9,2146.0
COSERN,CSRN6,17.26,7.82,17.9,4536.0
KARSTEN,CTKA3,27.1,13.29,10.5,8011.0
KARSTEN,CTKA4,21.5,12.59,10.5,59078.0
COTEMINAS,CTNM3,9.9,8.65,7.7,864.0
COTEMINAS,CTNM4,4.57,7.73,7.7,104736.0
SANTANENSE,CTSA3,2.36,23.31,3.4,54123.0
SANTANENSE,CTSA4,1.79,20.07,3.4,95641.0
CURY S/A,CURY3,7.67,6.09,22.6,8411120.0
CVC BRASIL,CVCB3,20.3,-8.9,-113.2,175772000.0
CYRELA BRAZIL REALTY,CYRE3,17.91,11.12,17.2,155507000.0
DIAGNOSTICOS DA AMERICA SA,DASA3,43.07,606.84,0.4,11246500.0
DESKTOPSIGMA,DESK3,24.07,,,9513020.0
DEXXOS PAR,DEXP3,11.11,8.66,10.4,8880180.0
DEXXOS PAR,DEXP4,9.19,7.35,10.4,178207.0
Direcional Engenharia,DIRR3,12.35,7.16,18.2,21238300.0
DOMMO,DMMO3,0.74,37.92,2.6,2818280.0
D1000VFARMA,DMVF3,6.32,2.92,8.5,938358.0
DOHLER,DOHL3,23.49,20.16,13.6,374.0
DOHLER,DOHL4,6.39,5.54,13.6,62860.0
DOTZ SA,DOTZ3,6.88,,,856533.0
DTCOM,DTCY3,8.3,-32.29,-27.9,12848.0
DEXCO,DXCO3,18.15,10.31,18.7,56422900.0
ELECTRO AÇO ALTONA S/A,EALT3,13.0,15.19,8.5,4843.0
ELECTRO AÇO ALTONA S/A,EALT4,6.21,8.85,8.5,311088.0
ECORODOVIAS,ECOR3,9.62,6.95,43.1,58523800.0
ENCORPAR,ECPR3,79.89,-77.33,,363.0
CEEE,EEEL3,335.0,8.78,28.2,4508.0
ENGIE BRASIL,EGIE3,37.58,7.8,42.2,55749900.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR3,36.52,8.34,16.6,5709.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR4,26.7,6.82,16.6,12690.0
ELETROBRÁS,ELET3,38.08,-87.25,-3.5,165685000.0
ELETROBRÁS,ELET5,65.0,-131.56,-3.5,1501.0
ELETROBRÁS,ELET6,38.44,-87.84,-3.5,79316500.0
ELETROMIDIA,ELMD3,16.48,-39.5,-20.9,3543070.0
EMAE,EMAE4,74.5,14.76,35.2,196555.0
EMBRAER,EMBR3,24.75,20.04,5.4,272614000.0
ENAUTA PART,ENAT3,14.79,10.23,30.0,27894800.0
EDP ENERGIAS DO BRASIL S/A,ENBR3,18.32,5.63,20.8,52676100.0
ENEVA,ENEV3,15.28,23.83,28.3,95533600.0
ENERGISA,ENGI11,44.52,7.94,17.2,72982700.0
ENERGISA,ENGI3,15.59,11.04,17.2,134758.0
ENERGISA,ENGI4,7.06,7.08,17.2,160572.0
ENJOEI,ENJU3,5.03,,,13519600.0
ENERGISA MT,ENMT3,79.8,13.76,24.8,177610.0
ENERGISA MT,ENMT4,79.0,13.64,24.8,83464.0
EMBPAR S/A,EPAR3,13.32,5.39,5.4,75898.0
EQTL PARA,EQPA3,5.06,8.04,23.9,75588.0
EQTL PARA,EQPA5,7.2,11.07,23.9,5555.0
EQTL PARAC,EQPA7,7.3,11.21,23.9,24599.0
EQUATORIAL ENERGIA S.A.,EQTL3,24.62,6.79,26.9,171473000.0
ESPACOLASER,ESPA3,12.77,13.36,35.1,31590100.0
ESTRELA,ESTR3,40.0,6.2,10.1,0.0
ESTRELA,ESTR4,70.15,7.74,10.1,6502.0
ETERNIT,ETER3,15.61,3.12,26.4,37076000.0
EUCATEX,EUCA3,14.21,4.57,17.2,142535.0
EUCATEX,EUCA4,9.17,3.3,17.2,1451020.0
Even,EVEN3,7.87,2.3,16.4,16506100.0
EZTec,EZTC3,23.94,17.75,24.3,54637400.0
FERBASA,FESA3,52.11,9.79,25.4,25477.0
FERBASA,FESA4,52.49,9.86,25.4,37158500.0
Fer Heringer,FHER3,26.9,5.36,10.7,85458800.0
UNIFIQUE,FIQE3,6.74,,,6307510.0
FLEURY,FLRY3,21.27,11.09,21.2,47930500.0
FRAS-LE S.A.,FRAS3,14.2,11.44,13.9,2872030.0
Metalfrio,FRIO3,56.0,13.46,4.1,1087.0
POMIFRUTAS,FRTA3,5.74,-1153.87,-0.5,68817.0
"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",GEPA3,35.0,3.86,90.1,6681.0
"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",GEPA4,33.5,3.74,90.1,14459.0
GAFISA,GFSA3,2.63,17.69,8.0,18290700.0
GERDAU S.A.,GGBR3,22.07,4.09,19.2,2666060.0
GERDAU S.A.,GGBR4,27.18,4.84,19.2,406045000.0
GPS,GGPS3,16.99,,,20521200.0
GRUPO MATEUS,GMAT3,7.97,19.03,6.3,41734100.0
INTERMEDICA,GNDI3,72.0,56.34,7.0,295259000.0
METALÚRGICA GERDAU,GOAU3,11.29,1.78,19.2,426825.0
METALÚRGICA GERDAU,GOAU4,12.51,1.89,19.2,129466000.0
GOL LINHAS AEREAS INTELIGENTES SA,GOLL4,20.08,-8.86,-36.1,117941000.0
CELGPAR,GPAR3,42.48,14.46,92.9,292.0
GRENDENE SA,GRND3,9.2,14.63,20.2,28525800.0
Generalshopp,GSHP3,39.99,73.44,22.8,19888.0
GUARARAPES CONFECÇÕES,GUAR3,13.71,55.68,2.3,11126900.0
HAGA,HAGA3,3.33,8.11,10.6,55004.0
HAGA,HAGA4,2.45,5.84,10.6,178309.0
HAPVIDA,HAPV3,12.87,60.87,8.9,220633000.0
Helbor,HBOR3,6.14,29.97,5.5,8406630.0
HBR REALTY,HBRE3,14.3,28.44,85.9,542281.0
HIDROVIAS,HBSA3,4.01,23.16,19.4,19516000.0
CIA HABITASUL,HBTS5,54.5,3.66,58.8,22080.0
HERCULES S/A,HETA3,96.0,1142.33,16.6,968.0
HERCULES S/A,HETA4,13.4,1013.5,16.6,13301.0
CIA HERING,HGTX3,37.5,61.18,7.5,53047700.0
HOTEIS OTHON S.A.,HOOT4,3.65,-2.01,-121.3,451790.0
HYPERA,HYPE3,29.37,16.76,28.2,109846000.0
INFRACOMM,IFCM3,15.26,,,17822100.0
GRADIENTE,IGBR3,4.84,-5.86,,456349.0
IGUATEMI,IGTA3,33.0,26.73,41.4,65797900.0
INEPAR S/A,INEP3,1.66,-3.83,,2609690.0
INEPAR S/A,INEP4,1.64,-3.81,,3055400.0
INTELBRAS,INTB3,28.22,27.63,11.6,65845300.0
JALLESMACHAD,JALL3,9.6,5.76,47.1,6588030.0
JBS,JBSS3,37.39,6.97,6.9,469722000.0
JOÃO FORTES ENGENHARIA S.A.,JFEN3,1.87,-8.6,,2263420.0
JHSF Part,JHSF3,5.88,4.27,60.7,26382300.0
JOSAPAR S/A,JOPA3,32.8,8.28,5.2,5085.0
JOSAPAR S/A,JOPA4,37.0,8.76,5.2,815.0
JEREISSATI PARTICIPACOES,JPSA3,29.14,17.01,38.1,8606530.0
JULIO SIMOES,JSLG3,8.7,180.48,41.3,5784840.0
KEPLER WEBER SA,KEPL3,46.44,10.2,10.8,10724400.0
KLABIN,KLBN11,22.4,12.51,25.2,178510000.0
KLABIN,KLBN3,5.71,14.48,25.2,1009950.0
KLABIN,KLBN4,4.2,12.06,25.2,3997350.0
KORA SAUDE,KRSA3,6.62,,,2093270.0
LOJAS AMERICANAS S.A.,LAME3,4.66,7.61,7.1,27435500.0
LOJAS AMERICANAS S.A.,LAME4,5.0,7.98,7.1,159519000.0
TERRASANTAPA,LAND3,0.0,,,0.0
LAVVI,LAVV3,6.0,3.76,30.4,10388200.0
LOCAMERICA,LCAM3,24.5,12.42,21.0,77472800.0
MAHLE METAL LEVE,LEVE3,37.63,7.6,19.8,26595100.0
LIGHT SA,LIGT3,12.7,5.26,14.6,35131900.0
LIGHTPAR,LIPR3,69.0,-119.9,,7297.0
QUERO-QUERO,LJQQ3,16.0,13.27,11.1,34403800.0
LE LIS BLANC DEUX,LLIS3,2.13,-6.88,-36.2,2008910.0
LOG COM PROP,LOGG3,26.52,30.02,74.7,13567400.0
Log-In,LOGN3,22.5,18.01,13.9,19170800.0
LOPES BRASIL,LPSB3,2.84,4.65,29.0,3328180.0
RENNER,LREN3,34.7,25.29,12.8,313226000.0
LUPATECH,LUPA3,5.25,-14.42,-24.9,11686800.0
TREVISA INVESTIMENTOS SA,LUXM4,80.95,25.61,14.6,45859.0
WDC NETWORKS,LVTC3,18.75,,,10395200.0
LOCAWEB,LWSA3,22.15,260.69,7.1,147958000.0
CIA MARCOPOLO,MAPT4,37.95,-371.02,,171.0
MATER DEI,MATD3,16.32,,,11517300.0
MOBLY,MBLY3,5.8,-5.3,-7.0,2747910.0
M.DIASBRANCO,MDIA3,30.51,39.72,3.7,34309500.0
MOURA DUBEUX,MDNE3,6.8,6.35,12.8,2927270.0
IMC S/A,MEAL3,3.3,-10.5,-7.5,11797600.0
MELNICK,MELK3,4.58,6.84,9.2,6328440.0
MANGELS,MGEL4,16.0,8.09,12.2,112296.0
MAGAZ LUIZA,MGLU3,14.97,87.14,3.2,614581000.0
MILLS,MILS3,5.99,18.59,12.3,10974000.0
MULTILASER,MLAS3,7.85,,,24896500.0
MUNDIAL S/A,MNDL3,57.95,5.05,12.3,63261.0
MINUPAR,MNPR3,9.48,1.54,15.4,187631.0
MONTEIRO ARANHA,MOAR3,435.97,-141.34,-33.4,1430200.0
MOSAICO SA,MOSI3,12.89,35.2,13.6,24436200.0
MOVIDA,MOVI3,17.33,11.61,21.3,48534200.0
Marfrig,MRFG3,26.15,3.91,11.6,177735000.0
MRV,MRVE3,12.25,12.35,11.3,82936100.0
MELHORAMENTOS,MSPA3,48.31,-11.54,-25.1,0.0
MELHORAMENTOS,MSPA4,45.0,-10.86,-25.1,0.0
IGUAÇU,MTIG4,34.06,-7.13,-13.0,22706.0
MITRE REALTY,MTRE3,8.04,6.79,11.2,7927950.0
METISA,MTSA4,44.8,6.3,13.1,145924.0
Multiplan,MULT3,20.25,30.6,44.7,132591000.0
WETZEL S.A.,MWET3,31.01,-149.72,-0.4,1147.0
WETZEL S.A.,MWET4,18.79,-116.32,-0.4,172155.0
IOCHPE-MAXION,MYPK3,18.33,9.97,5.9,27140000.0
NEOENERGIA,NEOE3,15.52,6.41,19.2,42173800.0
NEOGRID,NGRD3,4.63,22.48,17.0,10517500.0
GETNINJAS,NINJ3,9.4,,,2012460.0
NORDON INDS METALURGICAS SA,NORD3,17.99,-132.75,-65.0,42335.0
GRUPO NATURA,NTCO3,44.91,25.29,6.5,306584000.0
NUTRIPLANT,NUTR3,253.0,10.12,3.8,1098.0
ODONTOPREV,ODPV3,14.44,12.35,32.6,16573700.0
OUROFINO S/A,OFSA3,27.95,11.07,17.9,766598.0
OI,OIBR3,0.93,-9.6,-71.1,74588100.0
OI,OIBR4,1.6,-10.86,-71.1,1786360.0
OMEGA GER,OMGE3,33.39,25.47,31.5,46603000.0
ONCOCLINICAS,ONCO3,14.0,,,28077700.0
OCEANPACT,OPCT3,3.95,449.0,0.4,9228820.0
ORIZON,ORVR3,25.69,34.37,14.3,16295800.0
OSX BRASIL,OSXB3,7.63,-56.26,-493.0,72373.0
IHPARDINI,PARD3,22.16,7.67,20.5,11354700.0
PANATLANTICA,PATI3,72.4,4.89,17.2,8921.0
PANATLANTICA,PATI4,59.0,4.07,17.2,4787.0
PÃO DE AÇÚCAR,PCAR3,24.6,3.26,9.8,70729100.0
PDG REALT,PDGR3,1.64,-15.17,-27.8,1645000.0
PETROBRAS,PETR3,29.79,4.46,42.9,466967000.0
PETROBRAS,PETR4,29.12,4.4,42.9,2115900000.0
PETZ,PETZ3,23.4,58.69,8.9,140970000.0
PROFARMA,PFRM3,5.74,5.28,4.0,1607180.0
PAGUE MENOS,PGMN3,11.64,13.97,5.5,15473800.0
PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,PLAS3,12.25,-6.27,-10.0,41679.0
PLANOEPLANO,PLPL3,3.7,2.51,29.6,5672650.0
PARANAPANEMA S.A.,PMAM3,10.61,281.18,0.2,6727800.0
PANVEL FARMÁCIAS,PNVL3,14.59,34.45,2.6,15357800.0
MARCOPOLO,POMO3,2.5,44.69,2.2,845672.0
MARCOPOLO,POMO4,2.82,48.62,2.2,11182100.0
POSITIVO INF,POSI3,9.8,9.16,6.6,85202200.0
FOCUS,POWE3,12.49,10.38,4.6,7109870.0
PETRORIO,PRIO3,27.02,20.03,37.8,445934000.0
PRINER,PRNR3,8.78,19.57,5.3,913805.0
PORTOBELLO S/A,PTBL3,11.56,8.75,15.2,30211800.0
PETTENATI,PTNT3,24.9,18.03,9.5,793736.0
PETTENATI,PTNT4,6.8,6.02,9.5,278362.0
QUALICORP,QUAL3,19.21,7.73,39.4,83254400.0
RAIADROGASIL,RADL3,23.22,31.39,5.7,146266000.0
RUMO S.A.,RAIL3,18.24,21.35,27.6,208368000.0
RAIZEN,RAIZ4,7.14,28.9,3.2,69944300.0
CELULOSE IRANI,RANI3,7.12,7.37,21.6,11938800.0
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT3,13.07,6.45,13.8,409814.0
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT4,11.29,5.84,13.8,42429800.0
RECRUSUL,RCSL3,5.04,196.62,4.3,23663500.0
RECRUSUL,RCSL4,1.44,54.97,4.3,3374160.0
RNI,RDNI3,12.0,-16737.2,-0.0,454517.0
REDE D OR,RDOR3,66.48,38.5,20.8,374101000.0
PETRORECONCA,RECV3,18.24,,,13814400.0
REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.,REDE3,6.84,7.55,20.7,30025.0
LOCALIZA RENT A CAR,RENT3,55.05,19.04,22.4,379636000.0
RENOVA,RNEW11,8.84,-25.17,-75.6,147590.0
RENOVA,RNEW3,3.14,-25.46,-75.6,245216.0
RENOVA,RNEW4,2.87,-25.05,-75.6,698436.0
ROMI,ROMI3,18.73,10.53,13.8,11717600.0
REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A,RPMG3,3.44,-0.89,-15.7,387918.0
3R PETROLEUM,RRRP3,40.58,,,72229200.0
ROSSI RESIDENCIAL,RSID3,8.58,-20.9,-28.8,913579.0
METALURGICA RIOSULENSE S/A,RSUL4,80.64,9.2,19.1,555286.0
SANEPAR,SAPR11,19.12,4.75,37.9,37134100.0
SANEPAR,SAPR3,3.74,4.68,37.9,2442280.0
SANEPAR,SAPR4,3.89,4.8,37.9,17968000.0
GRUPO SBF,SBFG3,29.55,74.87,3.4,28891800.0
SABESP,SBSP3,37.87,9.22,23.0,126590000.0
SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,SCAR3,37.49,14.68,62.4,313491.0
SER EDUCA,SEER3,12.95,10.09,13.5,10973900.0
SEQUOIA LOG,SEQL3,17.38,134.66,1.6,32601800.0
Springs,SGPS3,7.49,10.43,6.0,773859.0
TIME FOR FUN,SHOW3,4.58,-4.24,-641.2,3576040.0
SCHULZ,SHUL4,9.4,16.06,8.9,4297890.0
SIMPAR,SIMH3,13.45,11.9,16.7,41627600.0
SLC Agricola,SLCE3,47.47,7.05,28.8,61742300.0
EDITORA SARAIVA,SLED3,0.62,-3.96,-62.7,154551.0
EDITORA SARAIVA,SLED4,0.31,-3.71,-62.7,419024.0
SMART FIT,SMFT3,24.6,-38.84,-32.1,36022800.0
SAO MARTINHO,SMTO3,36.35,13.49,27.9,41455800.0
NOT FOUND,SNSY3,,,,
SANSUY S.A. INDÚSTRIA DE PLÁSTICOS,SNSY5,5.29,-8.17,-2.8,29552.0
BOA SAFRA,SOJA3,13.77,16.51,16.0,4215930.0
GRUPO SOMA,SOMA3,16.63,98.39,8.2,77716100.0
SONDOTECNICA S/A.,SOND5,37.4,20.46,5.1,3426.0
SONDOTECNICA S/A.,SOND6,35.51,19.12,5.1,650.0
SINQIA,SQIA3,19.58,90.2,7.2,27332200.0
SBPAR,STBP3,7.53,30.52,16.2,33753200.0
Suzano Papel,SUZB3,49.31,10.82,33.7,473796000.0
SYN PROP TEC,SYNE3,10.33,10.22,52.2,4600270.0
TAESA,TAEE11,36.58,6.4,74.4,91043600.0
TAESA,TAEE3,12.27,6.42,74.4,1075330.0
TAESA,TAEE4,12.19,6.4,74.4,2647960.0
TAURUS ARMAS,TASA3,22.55,4.48,28.7,1225720.0
TAURUS ARMAS,TASA4,21.41,4.29,28.7,34793600.0
TECNOSOLO S/A,TCNO3,3.05,-20.62,,215218.0
TECNOSOLO S/A,TCNO4,2.33,-18.79,,456652.0
TECNISA,TCSA3,5.14,-9.35,-40.7,5923990.0
TECHNOS,TECN3,3.64,5.33,19.1,13630000.0
TEKA S.A.,TEKA3,26.1,-279.82,-1.1,715.0
TEKA S.A.,TEKA4,13.29,-276.62,-1.1,31626.0
TELEBRAS,TELB3,50.08,-8.45,-117.0,66396.0
TELEBRAS,TELB4,23.55,-2.81,-117.0,128778.0
Tenda,TEND3,17.48,5.08,15.0,26950600.0
TRACK FIELD,TFCO4,14.47,33.86,19.8,3220550.0
Tegma,TGMA3,17.25,8.0,13.1,10335300.0
TIM,TIMS3,12.12,8.11,18.3,71714500.0
TEKNO,TKNO4,59.9,4.92,15.3,273.0
TOTVS,TOTS3,34.66,19.05,40.8,151794000.0
TRIUNFO PARTICIPACOES SA,TPIS3,2.57,-18.29,-11.7,10665300.0
TC,TRAD3,6.49,,,16586800.0
Trisul,TRIS3,7.44,7.55,21.4,14139400.0
TRANSMISSÃO PAULISTA,TRPL3,32.99,6.69,100.8,58650.0
TRANSMISSÃO PAULISTA,TRPL4,24.41,5.27,100.8,40387800.0
3TENTOS,TTEN3,8.97,,,12821900.0
TUPY,TUPY3,20.43,7.14,9.1,20923200.0
RENAUX,TXRX3,30.0,16.22,18.0,1979.0
RENAUX,TXRX4,8.83,12.33,18.0,13633.0
UNICASA,UCAS3,4.17,9.43,13.6,300196.0
ULTRAPAR PARTICIPAÇÕES SA,UGPA3,14.7,14.82,2.0,143998000.0
UNIPAR PARTICIPAÇÕES S.A.,UNIP3,83.5,4.97,31.7,2559810.0
UNIPAR PARTICIPAÇÕES S.A.,UNIP5,80.0,4.75,31.7,26383.0
UNIPAR PARTICIPAÇÕES S.A.,UNIP6,78.16,4.63,31.7,25320700.0
USIMINAS,USIM3,16.0,2.57,29.1,8564770.0
USIMINAS,USIM5,16.55,2.66,29.1,430232000.0
USIMINAS,USIM6,18.99,3.06,29.1,218.0
VALE,VALE3,79.85,2.3,60.7,2637350000.0
VAMOS,VAMO3,15.55,34.16,24.4,50994700.0
VIA,VIIA3,8.06,7.8,7.9,364795000.0
VITTIA,VITT3,9.42,14.34,17.4,1566610.0
VIVARA S.A.,VIVA3,29.41,23.98,24.3,39454900.0
VIVER,VIVR3,2.4,-14.83,-48.3,56162400.0
TELEF BRASIL,VIVT3,45.0,14.56,12.7,116066000.0
VALID,VLID3,8.2,12.53,6.0,3262830.0
VULCABRAS S/A.,VULC3,9.54,19.95,8.2,9113270.0
VIVEO,VVEO3,21.88,,,10105800.0
WEG SA,WEGE3,38.65,39.25,19.9,323847000.0
WESTWING,WEST3,4.09,-3.64,-8.7,5359330.0
WHIRLPOOL S.A.,WHRL3,6.78,7.52,10.7,110775.0
WHIRLPOOL S.A.,WHRL4,8.15,9.28,10.7,150621.0
WIZ S.A.,WIZS3,12.0,3.65,48.1,52039600.0
WLM,WLMM3,34.01,9.9,7.2,6223.0
WLM,WLMM4,40.5,11.98,7.2,66979.0
YDUQS PART,YDUQ3,26.8,24.57,11.1,77860300.0
