Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,17.25,18.57,12.33,7674337.7,[]
AMBEV,ABEV3,13.93,12.02,23.29,413336026.74,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,5.91,24.50,8.36,14093849.74,[]
AES BRASIL ENERGIA S.A.,AESB3,11.1,53.17,8.41,10577288.57,[]
AFLUENTE,AFLT3,8.52,5.04,85.80,7609.11,[]
BRASILAGRO,AGRO3,34.16,16.96,21.57,26624531.17,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,11.82,-35.42,-2.02,1453140.7,[]
SÃO PAULO TURISMO,AHEB3,27.5,-6.22,-19.49,4125.0,[]
SÃO PAULO TURISMO,AHEB5,22.0,-6.22,-19.49,2348.5,[]
SÃO PAULO TURISMO,AHEB6,51.5,-6.22,-19.49,6742.0,[]
ALLIED TECNOLOGIA S.A.,ALLD3,13.0,2.40,8.39,1553552.17,[]
ALPARGATAS,ALPA3,21.12,24.53,15.68,132922.48,[]
ALPARGATAS,ALPA4,24.71,24.53,15.68,126754226.39,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,4.11,-279.09,-1.08,249823.7,[]
ALIANSCSONAE,ALSO3,21.47,20.22,37.03,24724391.48,[]
ALUPAR,ALUP11,25.42,4.13,72.22,17821245.52,[]
ALUPAR,ALUP3,8.45,4.13,72.22,68911.09,[]
ALUPAR,ALUP4,8.48,4.13,72.22,102022.3,[]
LOJAS MARISA,AMAR3,2.94,-146.49,-0.62,18700527.35,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,32.77,20.19,17.76,21382385.74,[]
AMERICANAS S.A,AMER3,30.09,42.47,3.33,212504393.65,[]
ANIMA,ANIM3,7.2,23.02,14.45,18606075.3,[]
ALPER,APER3,32.99,-130.89,-1.65,1164867.7,[]
ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,13.57,53.08,33.81,13757663.0,[]
AREZZO&CO,ARZZ3,77.66,23.32,19.09,91110627.13,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,12.71,8.76,6.16,119207450.3,[]
ATMA SA,ATMP3,2.45,-3.80,-8.65,125864.96,[]
ATOM EMPREENDIMENTOS,ATOM3,2.92,6.90,21.77,83325.04,[]
ALPHAVILLE S.A.,AVLL3,32.35,-6.10,-84.72,57540.65,[]
AZEVEDO E TRAVASSOS,AZEV3,3.53,0.95,360.13,156265.65,[]
AZEVEDO E TRAVASSOS,AZEV4,2.9,0.95,360.13,1092569.7,[]
AZUL,AZUL4,21.83,536.34,0.55,224290167.39,[]
B3,B3SA3,14.44,12.06,63.09,521683181.22,[]
BAHEMA,BAHI3,14.95,-21.71,-4.66,75011.74,[]
BAUMER,BALM3,16.96,9.13,8.76,4599.75,[]
BAUMER,BALM4,9.85,9.13,8.76,9311.95,[]
EXCELSIOR ALIMENTOS,BAUH4,79.88,177.86,1.30,81108.68,[]
BRASIL BROKERS,BBRK3,1.05,-0.56,-81.05,2102601.0,[]
BARDELLA,BDLL3,10.89,-6.18,-385.42,13804.1,[]
BARDELLA,BDLL4,9.7,-6.18,-385.42,16254.4,[]
MINERVA,BEEF3,10.96,6.27,7.55,86080994.48,[]
BIOMM,BIOM3,13.87,-18.51,-59.30,93798.22,[]
BK BRASIL,BKBR3,6.44,-12.24,-6.27,15750175.83,[]
BLAU FARMACÊUTICA S.A.,BLAU3,27.78,9.71,33.42,8528329.09,[]
BLUE TECH SOLUTIONS,BLUT3,1.22,-2.70,-,283389.26,[]
BLUE TECH SOLUTIONS,BLUT4,0.62,-2.70,-,689109.17,[]
BICICLETAS MONARK,BMKS3,245.0,-27.50,4.64,10354.5,[]
BEMOBI MOBILE TECH S.A.,BMOB3,13.78,8.41,31.51,10686070.48,[]
BOA VISTA SERVIÇOS S.A.,BOAS3,4.75,8.27,23.68,6087762.39,[]
BOMBRIL,BOBR3,0.0,3.12,13.51,,[]
BOMBRIL,BOBR4,1.46,3.12,13.51,55029.83,[]
BRADESPAR,BRAP3,29.46,1.92,-,5695863.65,[]
BRADESPAR,BRAP4,34.43,1.92,-,132302749.74,[]
BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.,BRBI11,18.37,9.84,45.15,4045647.09,[]
BRF,BRFS3,15.43,11.39,6.23,304715262.57,[]
BRISANET PARTICIPAÇÕES S.A.,BRIT3,3.64,15.67,13.83,1657635.7,[]
BRASKEM,BRKM3,44.72,2.37,24.39,699794.3,[]
BRASKEM,BRKM5,47.4,2.37,24.39,141932212.13,[]
BRASKEM,BRKM6,30.0,2.37,24.39,22068.83,[]
BR MALLS,BRML3,9.18,23.64,41.45,143698816.48,[]
BR PROPERTIES,BRPR3,7.43,30.43,55.26,12802554.7,[]
CONSTRUTORA ADOLPHO LINDENBERG,CALI3,98.18,6.14,20.55,,[]
CONSTRUTORA ADOLPHO LINDENBERG,CALI4,50.0,6.14,20.55,,[]
CAMBUCI,CAMB3,4.5,7.82,15.03,163475.09,[]
CAMIL,CAML3,9.06,8.51,6.77,13628024.96,[]
CSU CARDSYSTEM,CARD3,13.93,6.75,17.60,3999544.74,[]
