Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,14.13,18.34,10.90,14573900.35,[]
AMBEV,ABEV3,17.75,13.60,27.80,435196121.42,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,8.09,36.57,7.06,13838924.81,[]
AES BRASIL ENERGIA S.A.,AESB3,11.82,107.15,8.41,23053623.46,[]
AFLUENTE,AFLT3,8.65,25.36,53.41,4908.04,[]
BRASILAGRO,AGRO3,27.58,12.10,23.03,29165468.92,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,7.9,-10.77,-12.69,267550.58,[]
SÃO PAULO TURISMO,AHEB3,26.5,-7.24,-15.75,6068.5,[]
SÃO PAULO TURISMO,AHEB5,20.0,-7.24,-15.75,3000.0,[]
ALLIED TECNOLOGIA S.A.,ALLD3,16.78,3.54,8.87,7393512.5,[]
ALPARGATAS,ALPA3,34.61,35.36,15.21,94078.23,[]
ALPARGATAS,ALPA4,42.0,35.36,15.21,129907204.69,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,5.1,-80.74,-4.53,114966.31,[]
ALIANSCSONAE,ALSO3,21.32,20.10,37.03,32510488.31,[]
ALUPAR,ALUP11,24.77,3.24,72.21,22567816.23,[]
ALUPAR,ALUP3,8.08,3.24,72.21,1442832.81,[]
ALUPAR,ALUP4,8.39,3.24,72.21,1429812.19,[]
LOJAS MARISA,AMAR3,4.95,-165.40,-0.62,31092725.0,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,39.98,29.43,18.23,67198000.85,[]
AMERICANAS S.A,AMER3,34.42,176.13,1.40,310843365.81,[]
ANIMA,ANIM3,7.2,33.74,12.33,26888630.92,[]
ALPER,APER3,34.43,-138.74,-1.65,1520725.73,[]
ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,25.55,150.86,37.45,16045271.46,[]
AREZZO&CO,ARZZ3,77.75,21.25,19.09,73775360.23,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,15.97,11.50,7.64,249139385.69,[]
ATMA SA,ATMP3,4.16,-4.22,-8.76,164925.92,[]
ATOM EMPREENDIMENTOS,ATOM3,3.69,9.33,21.77,101379.88,[]
ALPHAVILLE S.A.,AVLL3,31.0,-6.10,-64.55,101033.04,[]
