Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,18.65,19.73,12.33,17799236.57,[]
AMBEV,ABEV3,16.69,12.74,27.80,423780572.0,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,7.46,33.43,7.06,13371774.32,[]
AES BRASIL ENERGIA S.A.,AESB3,11.44,105.33,8.41,18944547.57,[]
AFLUENTE,AFLT3,8.67,25.43,53.41,6376.38,[]
BRASILAGRO,AGRO3,24.59,10.69,23.03,27138713.43,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,8.06,-27.21,-2.02,316572.05,[]
SÃO PAULO TURISMO,AHEB3,26.5,-5.99,-19.49,5649.8,[]
SÃO PAULO TURISMO,AHEB5,23.0,-5.99,-19.49,3800.0,[]
ALLIED TECNOLOGIA S.A.,ALLD3,15.67,2.91,8.39,7033345.78,[]
ALPARGATAS,ALPA3,34.59,34.45,15.21,85129.35,[]
ALPARGATAS,ALPA4,40.07,34.45,15.21,121039642.76,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,4.04,-277.28,-1.08,122796.86,[]
ALIANSCSONAE,ALSO3,20.9,19.76,37.03,32580756.38,[]
ALUPAR,ALUP11,24.02,3.19,72.21,21820389.73,[]
ALUPAR,ALUP3,7.96,3.19,72.21,1040538.65,[]
ALUPAR,ALUP4,8.07,3.19,72.21,1040200.41,[]
LOJAS MARISA,AMAR3,3.87,-146.80,-0.62,33949164.97,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,42.75,24.53,17.76,69801330.92,[]
AMERICANAS S.A,AMER3,30.46,72.06,2.55,291550920.08,[]
ANIMA,ANIM3,6.99,22.75,14.45,25498205.92,[]
ALPER,APER3,30.0,-114.61,-1.65,1667817.27,[]
ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,21.77,86.35,33.81,15444307.0,[]
AREZZO&CO,ARZZ3,69.14,18.98,19.09,76081435.62,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,13.36,9.99,7.64,214123093.81,[]
ATMA SA,ATMP3,3.3,-4.05,-8.65,198340.59,[]
ATOM EMPREENDIMENTOS,ATOM3,3.16,7.65,21.77,111390.59,[]
ALPHAVILLE S.A.,AVLL3,24.0,-5.33,-84.72,681861.24,[]
AZEVEDO E TRAVASSOS,AZEV3,3.87,1.05,360.13,487008.97,[]
AZEVEDO E TRAVASSOS,AZEV4,3.04,1.05,360.13,2342879.16,[]
AZUL,AZUL4,23.3,-17.22,-10.79,235644861.3,[]
BAHEMA,BAHI3,13.89,-18.96,-4.66,27602.03,[]
BAUMER,BALM3,17.18,10.44,8.76,9631.5,[]
BAUMER,BALM4,12.97,10.44,8.76,13946.77,[]
EXCELSIOR ALIMENTOS,BAUH4,79.0,24.05,9.20,53388.91,[]
BRASIL BROKERS,BBRK3,1.14,-0.62,-81.05,3416469.92,[]
BARDELLA,BDLL3,12.05,-6.23,-385.42,37643.38,[]
BARDELLA,BDLL4,10.98,-6.23,-385.42,8738.19,[]
MINERVA,BEEF3,8.7,5.67,7.71,83549178.54,[]
BIOMM,BIOM3,13.0,-16.26,-59.30,92604.59,[]
BK BRASIL,BKBR3,7.05,-8.39,-10.43,23977374.41,[]
BLAU FARMACÊUTICA S.A.,BLAU3,35.51,12.27,35.33,16928533.7,[]
BICICLETAS MONARK,BMKS3,227.0,-36.55,4.64,138379.7,[]
BEMOBI MOBILE TECH S.A.,BMOB3,14.72,9.56,31.51,19085725.92,[]
BOMBRIL,BOBR4,1.71,3.32,13.51,95348.3,[]
BRADESPAR,BRAP3,46.42,3.04,-,8727881.81,[]
BRADESPAR,BRAP4,48.82,3.04,-,160130854.73,[]
BRF,BRFS3,20.55,11.60,6.29,170494147.78,[]
BRISANET PARTICIPAÇÕES S.A.,BRIT3,6.3,28.49,13.83,5446190.27,[]
BRASKEM,BRKM3,47.42,2.46,24.39,410409.3,[]
BRASKEM,BRKM5,50.36,2.46,24.39,148307465.46,[]
BRASKEM,BRKM6,31.0,2.46,24.39,5753.0,[]
BR MALLS,BRML3,8.05,22.29,41.45,163414618.43,[]
BR PROPERTIES,BRPR3,7.47,13.54,120.84,17376737.89,[]
CAMBUCI,CAMB3,4.72,8.90,14.91,192490.54,[]
CAMIL,CAML3,9.5,8.03,7.15,18259508.84,[]
MÉLIUZ S.A.,CASH3,3.18,-218.58,-4.36,189620352.27,[]
CASAN,CASN3,15.01,41.14,21.71,,[]
Companhia Brasileira de Alumínio,CBAV3,12.94,12.80,9.82,36428689.19,[]
AMPLA ENERGIA E SERVICOS,CBEE3,23.01,-162.84,-0.70,8188.56,[]
CCR,CCRO3,11.69,11.54,28.64,184056382.19,[]
CEA MODAS,CEAB3,6.55,53.40,0.90,23819596.54,[]
CEB,CEBR3,16.78,-0.16,-222.59,98359.68,[]
CEB,CEBR5,17.75,-0.16,-222.59,65257.85,[]
CEB,CEBR6,16.42,-0.16,-222.59,389385.3,[]
CEDRO TÊXTIL,CEDO3,7.0,5.12,5.45,11148.32,[]
CEDRO TÊXTIL,CEDO4,5.47,5.12,5.45,22528.9,[]
COELBA,CEEB3,34.0,8.04,18.76,50256.53,[]
