Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,13.43,15.41,12.33,14457806.29,[]
AMBEV,ABEV3,17.51,13.40,27.80,444272462.21,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,8.26,36.71,7.06,14002258.21,[]
AES BRASIL ENERGIA S.A.,AESB3,11.55,105.86,8.41,22000072.93,[]
AFLUENTE,AFLT3,8.65,25.36,53.41,4861.8,[]
BRASILAGRO,AGRO3,26.49,11.58,23.03,29221166.21,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,9.5,-30.35,-2.02,315337.75,[]
SÃO PAULO TURISMO,AHEB3,26.5,-7.24,-15.75,6068.5,[]
SÃO PAULO TURISMO,AHEB5,20.0,-7.24,-15.75,3000.0,[]
ALLIED TECNOLOGIA S.A.,ALLD3,16.02,2.98,8.39,7455073.5,[]
ALPARGATAS,ALPA3,35.44,35.66,15.21,88497.61,[]
ALPARGATAS,ALPA4,41.79,35.66,15.21,128369171.07,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,5.15,-305.89,-1.08,117661.21,[]
ALIANSCSONAE,ALSO3,22.34,20.94,37.03,33960864.82,[]
ALUPAR,ALUP11,24.44,3.21,72.21,22128530.25,[]
ALUPAR,ALUP3,8.16,3.21,72.21,1344822.39,[]
ALUPAR,ALUP4,8.33,3.21,72.21,1332845.89,[]
LOJAS MARISA,AMAR3,4.9,-164.54,-0.62,32126251.82,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,43.35,24.80,17.76,69250906.11,[]
AMERICANAS S.A,AMER3,37.4,86.55,2.55,317842694.07,[]
ANIMA,ANIM3,7.28,33.89,12.33,26226009.96,[]
ALPER,APER3,34.07,-136.77,-1.65,1628022.21,[]
ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,26.81,157.91,37.45,15787790.29,[]
AREZZO&CO,ARZZ3,78.04,21.33,19.09,74679075.57,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,15.53,11.25,7.64,238923313.07,[]
ATMA SA,ATMP3,4.0,-4.17,-8.76,164853.25,[]
ATOM EMPREENDIMENTOS,ATOM3,3.61,9.08,21.77,105034.89,[]
ALPHAVILLE S.A.,AVLL3,26.13,-5.96,-64.55,846146.36,[]
AZEVEDO E TRAVASSOS,AZEV3,4.2,1.25,1110.11,514444.89,[]
AZEVEDO E TRAVASSOS,AZEV4,3.56,1.25,1110.11,2550537.82,[]
AZUL,AZUL4,28.76,-19.41,-10.79,234002909.32,[]
BAHEMA,BAHI3,14.43,-20.71,-4.96,22363.18,[]
BAUMER,BALM3,15.8,10.39,8.25,8714.0,[]
BAUMER,BALM4,13.68,10.39,8.25,14850.46,[]
EXCELSIOR ALIMENTOS,BAUH4,76.98,23.42,9.20,61621.56,[]
BRASIL BROKERS,BBRK3,1.45,-0.83,-81.05,3503151.86,[]
BARDELLA,BDLL3,12.35,-5.64,-227.65,39772.52,[]
BARDELLA,BDLL4,10.7,-5.64,-227.65,10526.81,[]
MINERVA,BEEF3,9.35,5.87,7.71,92329211.32,[]
BIOMM,BIOM3,14.45,-17.50,-59.30,83757.04,[]
BK BRASIL,BKBR3,8.21,-9.56,-10.43,22834689.39,[]
