Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,12.8,17.05,10.90,10754656.61,[]
AMBEV,ABEV3,15.53,12.28,28.38,380176250.74,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,8.67,33.28,8.04,25366595.74,[]
AES BRASIL ENERGIA S.A.,AESB3,12.14,78.30,24.35,29608361.77,[]
AFLUENTE,AFLT3,8.75,26.12,56.15,5057.15,[]
BRASILAGRO,AGRO3,33.21,8.16,32.29,25195840.55,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,8.15,-10.98,-12.69,1360755.19,[]
SÃO PAULO TURISMO,AHEB3,25.01,-6.84,-15.75,6376.07,[]
SÃO PAULO TURISMO,AHEB5,18.0,-6.84,-15.75,1800.0,[]
ALLIED TECNOLOGIA S.A.,ALLD3,19.78,4.10,8.87,10957228.58,[]
ALPARGATAS,ALPA3,40.6,45.36,14.16,83311.65,[]
ALPARGATAS,ALPA4,47.65,45.36,14.16,133158945.39,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,5.78,-85.14,-4.53,212905.58,[]
ALIANSCSONAE,ALSO3,22.94,25.76,33.73,28845481.9,[]
ALUPAR,ALUP11,25.05,3.30,66.47,21726053.74,[]
ALUPAR,ALUP3,8.28,3.30,66.47,112481.29,[]
ALUPAR,ALUP4,8.49,3.30,66.47,146094.97,[]
LOJAS MARISA,AMAR3,5.42,-21.17,-5.35,28742171.29,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,42.66,31.06,18.23,95087601.39,[]
AMERICANAS S.A,AMER3,37.45,190.82,1.40,225939508.77,[]
ANIMA,ANIM3,9.37,37.85,12.33,24729433.03,[]
ALPER,APER3,42.19,-550.39,-0.74,4234117.65,[]
