Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,14.18,18.41,10.90,14426908.62,[]
AMBEV,ABEV3,17.85,13.73,27.80,427459094.15,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,7.98,36.20,7.06,13573254.19,[]
AES BRASIL ENERGIA S.A.,AESB3,11.88,107.58,8.41,22588808.81,[]
AFLUENTE,AFLT3,8.65,25.36,53.41,4870.43,[]
BRASILAGRO,AGRO3,27.75,12.18,23.03,28764916.62,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,7.9,-10.77,-12.69,266912.5,[]
SÃO PAULO TURISMO,AHEB3,26.5,-7.24,-15.75,6068.5,[]
SÃO PAULO TURISMO,AHEB5,20.0,-7.24,-15.75,4000.0,[]
ALLIED TECNOLOGIA S.A.,ALLD3,17.09,3.62,8.87,7318644.81,[]
ALPARGATAS,ALPA3,34.5,35.13,15.21,93945.12,[]
ALPARGATAS,ALPA4,41.41,35.13,15.21,127042979.73,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,5.09,-80.68,-4.53,113439.19,[]
ALIANSCSONAE,ALSO3,21.53,24.40,33.73,31553937.12,[]
ALUPAR,ALUP11,24.83,3.24,72.21,22266521.58,[]
ALUPAR,ALUP3,8.09,3.24,72.21,1442335.04,[]
ALUPAR,ALUP4,8.34,3.24,72.21,1429619.27,[]
LOJAS MARISA,AMAR3,4.88,-165.40,-0.62,30530481.27,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,40.97,30.15,18.23,66410151.77,[]
AMERICANAS S.A,AMER3,34.95,181.22,1.40,306661217.31,[]
ANIMA,ANIM3,7.25,33.98,12.33,26560718.15,[]
ALPER,APER3,34.9,-141.35,-1.65,1508138.65,[]
ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,26.02,154.05,37.45,15797540.46,[]
AREZZO&CO,ARZZ3,78.26,21.51,19.09,72930391.19,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,15.96,11.51,7.64,246583313.54,[]
ATMA SA,ATMP3,4.28,-4.25,-8.76,162868.62,[]
ATOM EMPREENDIMENTOS,ATOM3,3.7,9.43,21.77,98940.15,[]
