Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,13.18,17.42,10.90,22410585.66,[]
AMBEV,ABEV3,16.1,12.82,28.38,378818482.14,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,8.42,32.37,8.04,21125828.97,[]
AES BRASIL ENERGIA S.A.,AESB3,14.54,77.19,24.35,18040849.79,[]
AFLUENTE,AFLT3,8.85,26.43,56.15,15191.54,[]
BRASILAGRO,AGRO3,28.5,6.90,32.29,18633856.66,[]
SÃO PAULO TURISMO,AHEB3,25.25,-6.91,-15.75,16464.5,[]
SÃO PAULO TURISMO,AHEB5,21.0,-6.91,-15.75,5621.0,[]
SÃO PAULO TURISMO,AHEB6,51.5,-6.91,-15.75,6742.0,[]
ALLIED TECNOLOGIA S.A.,ALLD3,25.57,5.16,8.87,11498606.1,[]
ALPARGATAS,ALPA3,47.99,53.37,14.16,228374.24,[]
ALPARGATAS,ALPA4,55.45,53.37,14.16,152621156.28,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,6.1,-87.21,-4.53,176291.79,[]
ALIANSCSONAE,ALSO3,23.67,26.47,33.73,29969587.55,[]
ALUPAR,ALUP11,25.25,3.31,66.47,21128080.86,[]
ALUPAR,ALUP3,8.25,3.31,66.47,117325.17,[]
ALUPAR,ALUP4,8.43,3.31,66.47,148695.59,[]
LOJAS MARISA,AMAR3,5.78,-21.93,-5.35,37842203.24,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,63.1,43.47,18.23,105705612.52,[]
AMERICANAS S.A,AMER3,39.5,200.76,1.40,235142980.52,[]
ANIMA,ANIM3,9.29,37.70,12.33,30381311.48,[]
ALPER,APER3,43.33,-565.27,-0.74,4805094.55,[]
AREZZO&CO,ARZZ3,83.16,25.62,20.33,51753646.55,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,18.18,12.95,6.66,175894084.34,[]
ATMA SA,ATMP3,5.23,-4.53,-8.76,385731.21,[]
ATOM EMPREENDIMENTOS,ATOM3,4.86,7.82,31.96,242119.52,[]
ALPHAVILLE S.A.,AVLL3,30.3,-6.03,-64.55,118812.45,[]
AZEVEDO E TRAVASSOS,AZEV3,5.91,1.76,1110.11,1702695.72,[]
AZEVEDO E TRAVASSOS,AZEV4,5.0,1.76,1110.11,6916821.55,[]
AZUL,AZUL4,34.92,-14.92,-19.48,142504248.72,[]
B3,B3SA3,13.81,11.69,63.19,566491905.1,[]
BAHEMA,BAHI3,13.94,-17.24,-4.96,46369.46,[]
BAUMER,BALM3,16.56,12.25,8.25,6185.0,[]
BAUMER,BALM4,17.5,12.25,8.25,68121.59,[]
EXCELSIOR ALIMENTOS,BAUH4,87.98,21.05,11.24,44477.18,[]
BRASIL BROKERS,BBRK3,2.07,-1.24,-91.37,4455584.72,[]
BARDELLA,BDLL3,10.56,-5.62,-227.65,16742.58,[]
BARDELLA,BDLL4,11.0,-5.62,-227.65,9009.72,[]
MINERVA,BEEF3,9.05,5.55,8.07,75774423.07,[]
BIOMM,BIOM3,13.95,-17.90,-67.85,137620.52,[]
BK BRASIL,BKBR3,8.61,-7.62,-14.55,16909754.45,[]
BLAU FARMACÊUTICA S.A.,BLAU3,51.44,18.06,36.11,14275713.45,[]
BICICLETAS MONARK,BMKS3,236.48,-32.86,3.85,28382.36,[]
BEMOBI MOBILE TECH S.A.,BMOB3,19.2,12.42,35.92,23985774.52,[]
BOA VISTA SERVIÇOS S.A.,BOAS3,12.1,55.85,13.88,15251724.93,[]
BOMBRIL,BOBR4,2.05,3.32,14.71,153862.66,[]
BRADESPAR,BRAP3,54.75,3.85,-,3579904.83,[]
BRADESPAR,BRAP4,60.2,3.85,-,137018503.28,[]
PETROBRAS DISTRIBUIDORA,BRDT3,25.44,6.80,5.33,338287876.76,[]
BRF,BRFS3,24.14,11.98,6.67,119648452.72,[]
BRASKEM,BRKM3,63.9,4.44,19.50,947851.48,[]
BRASKEM,BRKM5,67.2,4.44,19.50,195639928.21,[]
BRASKEM,BRKM6,40.9,4.44,19.50,6155.29,[]
BR MALLS,BRML3,8.66,25.43,42.02,134843373.0,[]
BR PROPERTIES,BRPR3,8.71,15.20,123.18,23173580.21,[]
CAMBUCI,CAMB3,3.93,7.54,17.13,400224.79,[]
CAMIL,CAML3,9.09,7.57,7.62,12714477.79,[]
CSU CARDSYSTEM,CARD3,20.11,10.38,17.38,9543217.48,[]
MÉLIUZ S.A.,CASH3,5.93,701.09,3.72,278280204.62,[]
AMPLA ENERGIA E SERVICOS,CBEE3,23.4,104.23,1.16,31761.14,[]
CYRELA COMMERCIAL PROPERT,CCPR3,10.16,9.96,53.02,4350524.79,[]
CCR,CCRO3,11.78,12.10,27.20,135240805.14,[]
CEA MODAS,CEAB3,8.74,67.60,0.98,27665213.9,[]
CEB,CEBR3,168.0,0.54,-212.61,136476.42,[]
CEB,CEBR5,166.0,0.54,-212.61,117785.33,[]
CEB,CEBR6,170.0,0.54,-212.61,159916.89,[]
CEDRO TÊXTIL,CEDO3,8.0,6.60,5.01,9593.1,[]
CEDRO TÊXTIL,CEDO4,5.94,6.60,5.01,59361.9,[]
COELBA,CEEB3,41.8,9.25,17.69,24548.06,[]
CEEE-D,CEED3,45.0,-13.58,-7.60,18675.29,[]
CEEE-D,CEED4,55.8,-13.58,-7.60,5580.0,[]
CEG,CEGR3,60.0,25.78,18.29,106966.5,[]
CELPE,CEPE5,25.01,15.78,10.98,24531.71,[]
CELPE,CEPE6,28.05,15.78,10.98,2924.33,[]
CESP,CESP3,23.73,11.69,38.28,222454.62,[]
CESP,CESP5,30.0,11.69,38.28,15168.0,[]
CESP,CESP6,24.0,11.69,38.28,48507805.9,[]
COMGAS,CGAS3,140.0,9.75,24.74,32329.5,[]
COMGAS,CGAS5,144.79,9.75,24.74,493039.66,[]
GRAZZIOTIN,CGRA3,41.91,5.34,25.34,113731.89,[]
GRAZZIOTIN,CGRA4,43.89,5.34,25.34,769789.0,[]
CIELO,CIEL3,2.45,31.11,2.19,86672983.97,[]
CELESC,CLSC3,78.75,4.59,8.14,21853.0,[]
CELESC,CLSC4,68.88,4.59,8.14,478258.66,[]
CEMIG,CMIG3,16.32,4.84,23.59,9653920.28,[]
CEMIG,CMIG4,13.46,4.84,23.59,124565923.97,[]
