Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,17.0,18.36,12.33,16733209.88,[]
AMBEV,ABEV3,17.46,13.36,27.80,432091711.78,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,8.14,36.22,7.06,13894051.63,[]
AES BRASIL ENERGIA S.A.,AESB3,11.29,104.61,8.41,20293372.16,[]
AFLUENTE,AFLT3,8.66,25.39,53.41,6250.76,[]
BRASILAGRO,AGRO3,24.49,10.64,23.03,28686514.88,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,9.0,-29.26,-2.02,328657.44,[]
SÃO PAULO TURISMO,AHEB3,26.5,-5.99,-19.49,5983.11,[]
SÃO PAULO TURISMO,AHEB5,23.0,-5.99,-19.49,3533.33,[]
ALLIED TECNOLOGIA S.A.,ALLD3,16.92,3.16,8.39,7326722.59,[]
ALPARGATAS,ALPA3,35.93,36.48,15.21,89980.47,[]
ALPARGATAS,ALPA4,43.04,36.48,15.21,128081288.81,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,4.73,-295.07,-1.08,117908.88,[]
ALIANSCSONAE,ALSO3,22.42,21.00,37.03,34093959.25,[]
ALUPAR,ALUP11,24.35,3.21,72.21,22176494.41,[]
ALUPAR,ALUP3,8.13,3.21,72.21,1191740.66,[]
ALUPAR,ALUP4,8.08,3.21,72.21,1186958.25,[]
LOJAS MARISA,AMAR3,4.49,-157.48,-0.62,33721367.06,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,46.08,25.98,17.76,70497299.31,[]
AMERICANAS S.A,AMER3,33.56,78.53,2.55,309152035.47,[]
ANIMA,ANIM3,6.85,22.57,14.45,26097648.16,[]
ALPER,APER3,28.5,-106.44,-1.65,1721737.78,[]
ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,25.7,102.30,33.81,15626292.19,[]
AREZZO&CO,ARZZ3,76.5,20.92,19.09,78669162.56,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,14.1,10.42,7.64,233280071.22,[]
ATMA SA,ATMP3,3.3,-4.05,-8.65,202753.47,[]
ATOM EMPREENDIMENTOS,ATOM3,3.19,7.75,21.77,107840.16,[]
ALPHAVILLE S.A.,AVLL3,26.5,-5.56,-84.72,776328.78,[]
AZEVEDO E TRAVASSOS,AZEV3,4.0,1.11,360.13,523636.16,[]
AZEVEDO E TRAVASSOS,AZEV4,3.16,1.11,360.13,2576363.09,[]
AZUL,AZUL4,27.65,-18.96,-10.79,229330926.63,[]
BAHEMA,BAHI3,13.6,-18.58,-4.66,24353.94,[]
BAUMER,BALM3,15.8,10.10,8.76,8217.25,[]
BAUMER,BALM4,13.48,10.10,8.76,14742.74,[]
EXCELSIOR ALIMENTOS,BAUH4,79.95,24.35,9.20,55679.58,[]
BRASIL BROKERS,BBRK3,1.2,-0.66,-81.05,3516811.84,[]
BARDELLA,BDLL3,11.51,-6.20,-385.42,40731.89,[]
BARDELLA,BDLL4,10.29,-6.20,-385.42,9981.0,[]
MINERVA,BEEF3,8.91,5.74,7.71,90774314.97,[]
BIOMM,BIOM3,13.4,-16.70,-59.30,76988.0,[]
BK BRASIL,BKBR3,7.52,-8.87,-10.43,24613544.22,[]
BLAU FARMACÊUTICA S.A.,BLAU3,38.13,13.25,35.33,17623065.97,[]
BICICLETAS MONARK,BMKS3,227.0,-36.55,4.64,154437.21,[]
BEMOBI MOBILE TECH S.A.,BMOB3,15.53,10.56,31.51,19493616.38,[]
BOMBRIL,BOBR4,1.74,3.35,13.51,103924.31,[]
BRADESPAR,BRAP3,43.73,2.83,-,8175352.38,[]
BRADESPAR,BRAP4,45.88,2.83,-,160651265.63,[]
BRF,BRFS3,22.66,12.19,6.29,180051217.69,[]
BRISANET PARTICIPAÇÕES S.A.,BRIT3,6.85,31.14,13.83,6014772.25,[]
BRASKEM,BRKM3,45.62,2.38,24.39,406870.19,[]
BRASKEM,BRKM5,46.81,2.38,24.39,155905067.38,[]
BRASKEM,BRKM6,31.0,2.38,24.39,5753.0,[]
BR MALLS,BRML3,8.49,23.19,41.45,168934410.69,[]
BR PROPERTIES,BRPR3,7.36,13.41,120.84,17729629.91,[]
CAMBUCI,CAMB3,4.58,8.71,14.91,200464.59,[]
CAMIL,CAML3,9.58,8.08,7.15,18103639.41,[]
MÉLIUZ S.A.,CASH3,3.98,-289.31,-4.36,196704347.84,[]
CASAN,CASN3,15.01,41.14,21.71,,[]
Companhia Brasileira de Alumínio,CBAV3,12.48,12.43,9.82,38794858.44,[]
AMPLA ENERGIA E SERVICOS,CBEE3,23.0,-162.81,-0.70,9542.29,[]
CCR,CCRO3,12.1,11.78,28.64,159934561.5,[]
CEA MODAS,CEAB3,7.89,62.50,0.90,23602170.13,[]
CEB,CEBR3,18.0,-0.11,-222.59,107306.24,[]
CEB,CEBR5,17.0,-0.11,-222.59,70671.83,[]
CEB,CEBR6,17.65,-0.11,-222.59,439274.31,[]
CEDRO TÊXTIL,CEDO3,6.82,5.08,5.45,11509.83,[]
CEDRO TÊXTIL,CEDO4,5.3,5.08,5.45,25724.44,[]
COELBA,CEEB3,34.8,8.09,18.76,51159.67,[]
COELBA,CEEB5,39.0,8.09,18.76,7800.0,[]
CEEE-D,CEED3,45.0,-17.70,-5.90,6452.0,[]
CEEE-D,CEED4,55.8,-17.70,-5.90,5580.0,[]
CEG,CEGR3,60.0,23.74,17.34,9002.5,[]
CELPE,CEPE5,26.32,14.81,11.00,10275.0,[]
CELPE,CEPE6,28.01,14.81,11.00,5601.0,[]
CESP,CESP3,23.54,6.80,65.10,298680.97,[]
CESP,CESP5,31.5,6.80,65.10,3150.0,[]
CESP,CESP6,24.91,6.80,65.10,73225380.84,[]
COMGAS,CGAS3,149.99,9.47,24.78,20881.57,[]
COMGAS,CGAS5,149.99,9.47,24.78,256089.52,[]
GRAZZIOTIN,CGRA3,44.59,4.13,32.69,93579.22,[]
GRAZZIOTIN,CGRA4,44.13,4.13,32.69,784340.84,[]
CELESC,CLSC3,64.8,3.15,8.50,14760.63,[]
CELESC,CLSC4,70.0,3.15,8.50,297942.81,[]
CEMIG,CMIG3,17.5,4.79,22.63,8927550.22,[]
CEMIG,CMIG4,13.6,4.79,22.63,156024961.19,[]
CSN MINERAÇÃO S.A.,CMIN3,5.93,2.31,52.40,60170204.41,[]
COELCE,COCE3,55.23,11.62,7.34,6157.75,[]
COELCE,COCE5,48.5,11.62,7.34,1118515.28,[]
COGNA ON,COGN3,2.52,-5.24,-47.92,116549149.97,[]
CPFL ENERGIA,CPFE3,25.78,6.50,18.16,89057793.5,[]
COPEL,CPLE11,30.49,3.85,25.34,16532174.28,[]
COPEL,CPLE3,5.58,3.85,25.34,11828426.19,[]
COPEL,CPLE5,34.99,3.85,25.34,10638.86,[]
COPEL,CPLE6,6.21,3.85,25.34,102369459.44,[]
CR2,CRDE3,19.0,-1.80,-815.91,11907.86,[]
ATACADÃO,CRFB3,16.14,8.32,6.55,73020082.47,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG3,108.77,9.24,23.31,22099.0,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG5,64.13,9.24,23.31,3627592.56,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG6,72.5,9.24,23.31,47669.05,[]
COSAN,CSAN3,21.03,8.72,36.76,172397374.63,[]
CRUZEIRO DO SUL EDUCACIONAL S.A.,CSED3,6.6,8.78,16.55,5874070.78,[]
COPASA,CSMG3,13.1,6.71,19.34,28682980.59,[]
CSN,CSNA3,21.25,1.95,44.08,334798763.69,[]
COSERN,CSRN3,16.99,6.81,18.35,13274.33,[]
COSERN,CSRN5,15.3,6.81,18.35,7330.0,[]
COSERN,CSRN6,14.7,6.81,18.35,4329.6,[]
KARSTEN,CTKA3,23.61,12.11,10.45,9893.0,[]
KARSTEN,CTKA4,17.0,12.11,10.45,41709.08,[]
COTEMINAS,CTNM3,9.1,6.33,9.32,6224.33,[]
COTEMINAS,CTNM4,3.86,6.33,9.32,96436.03,[]
SANTANENSE,CTSA3,2.1,7.42,9.45,38588.53,[]
SANTANENSE,CTSA4,1.48,7.42,9.45,57379.69,[]
CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,6.99,18.84,22.18,6869385.13,[]
CVC BRASIL,CVCB3,15.34,-7.70,-70.69,157061457.0,[]
CYRELA,CYRE3,14.98,6.81,23.28,139217742.59,[]
DASA,DASA3,37.45,125.85,1.89,9763395.97,[]
DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA S.A.,DESK3,16.6,19.57,23.61,8522043.0,[]
DEXXOS PARTICIPACOES S.A.,DEXP3,8.8,3.38,19.32,5814424.69,[]
DEXXOS PARTICIPACOES S.A.,DEXP4,8.16,3.38,19.32,65233.75,[]
DIRECIONAL ENGENHARIA,DIRR3,10.8,6.21,18.05,20288399.84,[]
DOMMO ENERGIA,DMMO3,0.6,1.11,97.40,2316757.5,[]
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,DMVF3,5.05,52.03,0.36,661794.0,[]
DOHLER,DOHL3,17.51,8.56,18.34,3707.75,[]
DOHLER,DOHL4,5.99,8.56,18.34,45938.84,[]
Dotz S.A.,DOTZ3,4.2,-6.07,-39.70,594159.53,[]
DTCOM,DTCY3,7.4,-30.20,-32.68,16504.24,[]
DURATEX,DXCO3,17.06,7.04,24.57,49438060.81,[]
ELECTRO ACO ALTONA,EALT3,11.15,7.30,11.27,8466.05,[]
ELECTRO ACO ALTONA,EALT4,6.1,7.30,11.27,145980.81,[]
ECORODOVIAS,ECOR3,8.92,11.83,26.17,63416469.06,[]
ENCORPAR,ECPR3,79.89,-8.67,-,15978.0,[]
CEEE-GT,EEEL3,355.0,6.46,46.00,41562.5,[]
ENGIE BRASIL,EGIE3,39.75,7.57,45.88,58394654.38,[]
ELEKTRO,EKTR3,36.08,7.94,14.77,3630.0,[]
ELEKTRO,EKTR4,26.0,7.94,14.77,54772.0,[]
ELETROBRAS,ELET3,32.73,8.65,29.60,200126698.47,[]
ELETROBRAS,ELET5,65.0,8.65,29.60,6500.0,[]
ELETROBRAS,ELET6,32.72,8.65,29.60,94386227.47,[]
ELETROMIDIA S.A.,ELMD3,12.33,-54.16,-9.18,3647721.47,[]
EMAE - EMPRESA METROP.AGUAS ENERGIA,EMAE4,67.99,8.68,36.82,266392.69,[]
EMBRAER,EMBR3,20.71,24.60,3.92,229926087.75,[]
ENAUTA PARTICIPAÇÕES,ENAT3,12.61,1.60,88.17,22201717.63,[]
EDP Brasil,ENBR3,20.92,5.21,20.89,75154407.16,[]
ENEVA,ENEV3,15.25,18.22,29.46,97726270.22,[]
ENERGISA,ENGI11,42.89,7.44,16.87,89066421.09,[]
ENERGISA,ENGI3,14.99,7.44,16.87,143434.84,[]
ENERGISA,ENGI4,6.85,7.44,16.87,187276.97,[]
ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.,ENJU3,3.46,-2.30,-109.53,11279857.81,[]
ENERGISA MATO GROSSO,ENMT3,79.9,12.92,24.08,138889.38,[]
ENERGISA MATO GROSSO,ENMT4,79.52,12.92,24.08,71048.0,[]
EMBPAR PARTICIPACOES S.A.,EPAR3,15.7,3.32,8.30,53913.0,[]
EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,EQPA3,5.22,9.04,20.30,43063.53,[]
EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,EQPA5,7.0,9.04,20.30,44783.5,[]
EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,EQPA7,7.0,9.04,20.30,3591.83,[]
EQUATORIAL ENERGIA,EQTL3,23.41,7.05,22.98,181124385.66,[]
MPM CORPÓREOS S.A.,ESPA3,9.56,10.47,35.02,28228606.13,[]
ESTRELA,ESTR3,17.8,8.28,8.51,,[]
ESTRELA,ESTR4,67.18,8.28,8.51,13062.4,[]
ETERNIT,ETER3,13.79,1.55,38.21,19907167.25,['RECUPERAÇÃO JUDICIAL']
EUCATEX,EUCA3,14.61,3.02,19.51,134650.34,[]
EUCATEX,EUCA4,8.21,3.02,19.51,1013401.59,[]
EVEN CONSTRUTORA E INCORPORADORA,EVEN3,6.25,1.62,15.91,12365015.72,[]
EZ TEC,EZTC3,19.63,10.34,31.92,55954650.28,[]
FERBASA,FESA3,48.0,6.89,27.41,40064.17,[]
FERBASA,FESA4,46.6,6.89,27.41,26110223.09,[]
FERTILIZANTES HERINGER,FHER3,19.59,2.88,15.60,54632464.63,['RECUPERAÇÃO JUDICIAL']
UNIFIQUE TELECOMUNICAÇÕES S.A.,FIQE3,6.6,15.10,31.77,4638219.25,[]
FLEURY,FLRY3,19.24,11.49,18.83,49553513.78,[]
FRAS-LE,FRAS3,13.1,9.27,15.03,2331858.16,[]
METALFRIO SOLUTIONS,FRIO3,41.0,8.98,5.75,9750.0,[]
POMIFRUTAS,FRTA3,5.55,-10.07,-45.44,22162.69,['RECUPERAÇÃO JUDICIAL']
RIO PARANAPANEMA,GEPA3,32.5,3.93,82.27,13233.5,[]
RIO PARANAPANEMA,GEPA4,32.3,3.93,82.27,89671.48,[]
GAFISA,GFSA3,2.1,10.02,12.25,23662655.84,[]
GERDAU,GGBR3,20.01,2.55,27.09,2102485.53,[]
GERDAU,GGBR4,24.87,2.55,27.09,370592106.94,[]
GPS PARTICIPACOES E EMPREENDIMENTOS S.A.,GGPS3,15.65,18.56,9.11,19223323.59,[]
GRUPO MATEUS S.A.,GMAT3,6.61,17.20,5.78,40319624.97,[]
NOTRE DAME INTERMEDICA,GNDI3,72.95,117.78,3.28,286119731.09,[]
METALURGICA GERDAU,GOAU3,9.24,0.94,27.04,2196080.72,[]
METALURGICA GERDAU,GOAU4,10.32,0.94,27.04,153736054.38,[]
GOL,GOLL4,16.66,-7.18,-37.56,110226982.97,[]
CELGPAR,GPAR3,43.0,11.84,114.03,23834.63,[]
GRENDENE,GRND3,8.99,14.96,18.53,22463335.63,[]
GENERAL SHOPPING,GSHP3,35.74,18.51,73.01,52921.89,[]
GUARARAPES CONFECÇÕES,GUAR3,11.9,15.10,7.26,10501097.94,[]
HAGA S/A,HAGA3,4.1,2.47,25.36,94250.94,[]
HAGA S/A,HAGA4,1.87,2.47,25.36,132299.59,[]
HAPVIDA,HAPV3,13.22,90.85,5.87,261550979.56,[]
HELBOR,HBOR3,4.96,9.56,16.13,8661274.13,[]
HBR REALTY EMPREENDIMENTOS IMOBILIARIOS,HBRE3,10.35,24.12,79.19,203012.81,[]
HIDROVIAS DO BRASIL S.A.,HBSA3,3.01,22.69,21.62,16591676.75,[]
HABITASUL,HBTS5,53.01,4.39,45.41,30478.25,[]
HERCULES,HETA3,96.0,-2.01,-7377.17,42600.0,[]
HERCULES,HETA4,12.0,-2.01,-7377.17,79087.6,[]
HOTEIS OTHON S.A.,HOOT4,2.9,-0.75,-80.47,514502.94,['RECUPERAÇÃO JUDICIAL']
HYPERA,HYPE3,28.84,12.84,32.24,106693696.0,[]
INFRACOMMERCE CXAAS S.A.,IFCM3,16.1,-239.09,-4.51,12257909.59,[]
IGB ELETRÔNICA,IGBR3,4.18,-7.53,-1452.23,1993896.38,['RECUPERAÇÃO JUDICIAL']
IGUATEMI EMPRESA DE SHOPPING CENTERS,IGTA3,33.0,20.93,50.41,77274693.0,[]
INEPAR,INEP3,1.36,-10.26,-2898.24,2082178.28,['RECUPERAÇÃO JUDICIAL']
INEPAR,INEP4,1.36,-10.26,-2898.24,2436031.75,['RECUPERAÇÃO JUDICIAL']
INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA,INTB3,29.05,21.80,14.43,52278910.06,[]
JALLES MACHADO S.A.,JALL3,10.05,5.06,56.75,7965096.75,[]
JBS,JBSS3,37.13,5.35,8.40,457408980.56,[]
