Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,19.75,33.88,7.76,8595224.48,[]
AMBEV,ABEV3,14.54,12.70,22.97,352408396.55,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,3.75,16.54,8.36,9916943.76,[]
AES BRASIL ENERGIA S.A.,AESB3,10.64,34.31,14.53,15743187.66,[]
AFLUENTE,AFLT3,9.35,5.38,84.24,5055.59,[]
BRASILAGRO,AGRO3,32.06,6.02,38.75,28981023.69,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,9.33,-28.46,-2.02,1039855.45,[]
SÃO PAULO TURISMO,AHEB6,41.2,-4.96,-24.82,4120.0,[]
ALLIED TECNOLOGIA S.A.,ALLD3,12.52,2.03,7.10,1895814.86,[]
ALPARGATAS,ALPA3,19.25,23.46,13.31,79684.03,[]
ALPARGATAS,ALPA4,21.8,23.46,13.31,83780806.66,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,3.8,-64.34,-3.88,162406.59,[]
ALIANSCSONAE,ALSO3,19.69,8.14,52.26,30901819.28,[]
ALUPAR,ALUP11,26.25,4.19,72.22,32770462.0,[]
ALUPAR,ALUP3,8.7,4.19,72.22,97845.62,[]
ALUPAR,ALUP4,8.75,4.19,72.22,117460.83,[]
LOJAS MARISA,AMAR3,2.23,409.23,0.19,15421521.34,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,29.75,15.92,17.15,28607784.79,[]
AMERICANAS S.A,AMER3,23.05,34.81,3.33,194131955.86,[]
ANIMA,ANIM3,5.38,23.89,10.61,17189087.97,[]
ALPER,APER3,32.98,39.63,5.06,1066991.79,[]
ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,13.0,36.60,33.21,9102187.93,[]
AREZZO&CO,ARZZ3,82.49,13.71,16.73,94740465.17,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,15.48,10.21,6.16,117898747.07,[]
ATMA SA,ATMP3,1.9,-3.17,-10.74,48226.9,[]
ATOM EMPREENDIMENTOS,ATOM3,2.31,6.58,20.03,82597.38,[]
AUREN ENERGIA S.A.,AURE3,14.46,-,-,50718736.55,[]
ALPHAVILLE S.A.,AVLL3,27.0,-5.53,-112.46,209035.5,[]
AZEVEDO E TRAVASSOS,AZEV3,3.52,4.88,24.69,133220.14,[]
AZEVEDO E TRAVASSOS,AZEV4,2.77,4.88,24.69,959421.1,[]
AZUL,AZUL4,20.68,529.80,0.55,168434191.21,[]
B3,B3SA3,11.47,10.29,61.44,575832452.79,[]
BAHEMA,BAHI3,14.29,-25.19,-5.81,122353.19,[]
BAUMER,BALM3,14.99,8.92,8.87,3071.0,[]
BAUMER,BALM4,11.2,8.92,8.87,9887.68,[]
