Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,16.4,17.91,12.33,12641534.74,[]
AMBEV,ABEV3,14.44,10.94,27.80,316275735.37,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,6.07,28.14,7.06,14613730.06,[]
AES BRASIL ENERGIA S.A.,AESB3,11.19,104.71,8.41,12512113.51,[]
AFLUENTE,AFLT3,8.84,25.94,53.41,4755.86,[]
BRASILAGRO,AGRO3,27.8,12.33,23.03,15789760.94,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,9.96,-31.10,-2.02,783031.09,[]
SÃO PAULO TURISMO,AHEB3,27.5,-6.22,-19.49,11149.63,[]
SÃO PAULO TURISMO,AHEB5,22.0,-6.22,-19.49,2348.5,[]
ALLIED TECNOLOGIA S.A.,ALLD3,14.97,2.82,8.39,2721850.37,[]
ALPARGATAS,ALPA3,27.73,26.49,15.21,91314.38,[]
ALPARGATAS,ALPA4,29.81,26.49,15.21,80330469.0,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,4.15,-280.12,-1.08,71187.15,[]
ALIANSCSONAE,ALSO3,20.91,19.82,37.03,31136181.26,[]
ALUPAR,ALUP11,24.26,3.21,72.21,21210197.74,[]
ALUPAR,ALUP3,8.03,3.21,72.21,90293.62,[]
ALUPAR,ALUP4,8.15,3.21,72.21,114783.12,[]
LOJAS MARISA,AMAR3,3.2,-135.27,-0.62,27432568.26,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,35.56,21.64,17.76,31477329.69,[]
AMERICANAS S.A,AMER3,34.05,79.88,2.55,201444100.69,[]
ANIMA,ANIM3,7.37,23.31,14.45,21792184.89,[]
ALPER,APER3,31.53,-124.14,-1.65,1770196.29,[]
ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,21.27,85.54,33.81,16508661.4,[]
AREZZO&CO,ARZZ3,73.14,20.40,19.09,64282031.69,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,11.77,9.18,7.64,119865504.86,[]
ATMA SA,ATMP3,3.0,-3.96,-8.65,156905.18,[]
ATOM EMPREENDIMENTOS,ATOM3,3.1,7.46,21.77,176407.32,[]
ALPHAVILLE S.A.,AVLL3,29.0,-5.79,-84.72,151963.06,[]
AZEVEDO E TRAVASSOS,AZEV3,4.15,1.20,360.13,298337.53,[]
AZEVEDO E TRAVASSOS,AZEV4,3.36,1.20,360.13,1863233.0,[]
AZUL,AZUL4,27.07,-18.77,-10.79,193108368.2,[]
BAHEMA,BAHI3,15.59,-22.62,-4.66,60053.76,[]
BAUMER,BALM3,15.5,9.47,8.76,4281.45,[]
BAUMER,BALM4,12.19,9.47,8.76,6549.44,[]
EXCELSIOR ALIMENTOS,BAUH4,82.9,25.27,9.20,71688.29,[]
BRASIL BROKERS,BBRK3,1.07,-0.58,-81.05,1310981.29,[]
BARDELLA,BDLL3,11.0,-6.19,-385.42,5784.88,[]
BARDELLA,BDLL4,10.15,-6.19,-385.42,7552.63,[]
MINERVA,BEEF3,9.73,6.05,7.71,64135984.94,[]
BIOMM,BIOM3,14.32,-17.53,-59.30,200745.14,[]
BK BRASIL,BKBR3,5.89,-7.34,-10.43,12915289.46,[]
BLAU FARMACÊUTICA S.A.,BLAU3,32.54,11.15,35.33,13112959.88,[]
BICICLETAS MONARK,BMKS3,236.38,-31.83,4.64,15803.82,[]
BEMOBI MOBILE TECH S.A.,BMOB3,14.13,8.84,31.51,13766353.15,[]
BOMBRIL,BOBR4,1.51,3.13,13.51,70896.71,[]
BRADESPAR,BRAP3,24.12,1.50,-,9460244.74,[]
BRADESPAR,BRAP4,28.03,1.50,-,238805249.17,[]
BRF,BRFS3,23.2,12.39,6.29,211228563.23,[]
BRISANET PARTICIPAÇÕES S.A.,BRIT3,4.19,18.37,13.83,2981721.6,[]
BRASKEM,BRKM3,48.2,2.47,24.39,3773922.29,[]
BRASKEM,BRKM5,49.19,2.47,24.39,210033090.56,[]
BRASKEM,BRKM6,37.9,2.47,24.39,13032.5,[]
BR MALLS,BRML3,8.93,24.24,41.45,190333636.57,[]
BR PROPERTIES,BRPR3,6.83,12.84,120.84,14065322.97,[]
CAMBUCI,CAMB3,4.66,8.82,14.91,146970.18,[]
CAMIL,CAML3,9.31,8.72,6.77,17547350.97,[]
MÉLIUZ S.A.,CASH3,2.79,-192.08,-4.36,163885331.71,[]
CASAN,CASN3,15.01,44.51,21.71,,[]
Companhia Brasileira de Alumínio,CBAV3,16.1,15.48,9.82,31545500.09,[]
AMPLA ENERGIA E SERVICOS,CBEE3,24.52,-167.50,-0.70,29646.36,[]
CCR,CCRO3,11.93,11.68,28.64,115236439.03,[]
CEA MODAS,CEAB3,5.66,48.11,0.90,14404811.97,[]
CEB,CEBR3,15.5,-0.21,-222.59,40475.38,[]
CEB,CEBR5,15.38,-0.21,-222.59,22677.34,[]
CEB,CEBR6,15.11,-0.21,-222.59,78638.62,[]
CEDRO TÊXTIL,CEDO3,7.07,5.23,5.45,6603.9,[]
CEDRO TÊXTIL,CEDO4,6.59,5.23,5.45,26272.56,[]
COELBA,CEEB3,34.0,8.04,18.76,136496.46,[]
COELBA,CEEB5,36.61,8.04,18.76,7800.0,[]
CEEE-D,CEED3,47.0,-18.20,-5.90,5991.33,[]
CEEE-D,CEED4,55.8,-18.20,-5.90,5580.0,[]
CEG,CEGR3,57.99,22.98,17.34,5799.5,[]
CELPE,CEPE5,25.2,14.82,11.00,10908.63,[]
CELPE,CEPE6,28.52,14.82,11.00,19822.4,[]
CESP,CESP3,23.19,6.48,65.10,143016.62,[]
CESP,CESP5,30.0,6.48,65.10,12120.0,[]
CESP,CESP6,22.89,6.48,65.10,42411391.91,[]
COMGAS,CGAS3,139.0,8.92,24.78,112187.04,[]
COMGAS,CGAS5,134.1,8.92,24.78,1014381.38,[]
GRAZZIOTIN,CGRA3,37.85,3.47,32.69,52490.94,[]
GRAZZIOTIN,CGRA4,37.99,3.47,32.69,393797.24,[]
CELESC,CLSC3,62.5,3.02,8.50,36504.13,[]
CELESC,CLSC4,64.5,3.02,8.50,708250.21,[]
CEMIG,CMIG3,17.63,4.71,22.63,5388296.51,[]
CEMIG,CMIG4,12.91,4.71,22.63,94565534.71,[]
CSN MINERAÇÃO S.A.,CMIN3,7.19,2.96,52.40,62276755.83,[]
COELCE,COCE3,58.92,11.95,7.34,11395.5,[]
COELCE,COCE5,53.61,11.95,7.34,560470.71,[]
COGNA ON,COGN3,2.35,-5.08,-47.92,76928983.31,[]
CPFL ENERGIA,CPFE3,26.56,6.68,18.16,66321179.03,[]
COPEL,CPLE11,32.55,4.04,25.34,12806790.12,[]
COPEL,CPLE3,5.95,4.04,25.34,5715427.26,[]
COPEL,CPLE5,35.79,4.04,25.34,8040.11,[]
COPEL,CPLE6,6.64,4.04,25.34,77579395.06,[]
CR2,CRDE3,17.0,-1.51,-815.91,42182.67,[]
ATACADÃO,CRFB3,14.57,7.73,6.55,67891997.86,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG3,53.2,6.32,23.31,7578.0,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG5,58.22,6.32,23.31,1014577.57,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG6,62.98,6.32,23.31,36962.91,[]
