Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,19.76,46.28,5.79,9329249.68,[]
AMBEV,ABEV3,14.08,12.28,22.97,296619463.24,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,3.49,17.26,8.41,9160902.84,[]
AES BRASIL ENERGIA S.A.,AESB3,10.94,34.85,14.53,14837503.32,[]
AFLUENTE,AFLT3,9.05,5.20,84.24,3902.42,[]
BRASILAGRO,AGRO3,31.44,6.65,35.81,23007428.4,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,10.21,10.35,3.14,627357.36,[]
SÃO PAULO TURISMO,AHEB6,41.2,-35.38,-3.15,4120.0,[]
ALLIED TECNOLOGIA S.A.,ALLD3,12.36,3.62,6.66,1206193.2,[]
ALPARGATAS,ALPA3,18.86,22.58,13.31,78014.32,[]
ALPARGATAS,ALPA4,20.83,22.58,13.31,124144657.16,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,3.6,1.972.71,0.11,56744.36,[]
ALIANSCSONAE,ALSO3,18.92,5.72,55.68,35359370.04,[]
ALUPAR,ALUP11,26.54,4.15,77.23,28682962.24,[]
ALUPAR,ALUP3,8.96,4.15,77.23,104281.52,[]
ALUPAR,ALUP4,8.82,4.15,77.23,116784.64,[]
LOJAS MARISA,AMAR3,2.28,-90.85,-0.85,13557387.76,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,31.84,14.25,16.99,33269452.96,[]
AMERICANAS S.A,AMER3,18.4,21.92,4.29,220569220.32,[]
ANIMA,ANIM3,5.32,15.69,11.91,13099727.6,[]
ALPER,APER3,35.0,26.12,7.36,1987861.92,[]
ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,13.83,30.37,32.46,7678992.28,[]
AREZZO&CO,ARZZ3,80.75,13.40,16.73,84254145.68,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,15.45,10.46,5.97,101122506.52,[]
ATMA SA,ATMP3,1.75,-2.59,-14.28,42960.32,[]
ATOM EMPREENDIMENTOS,ATOM3,2.7,4.65,29.38,104694.28,[]
AUREN ENERGIA S.A.,AURE3,13.76,27.87,30.66,35726625.96,[]
ALPHAVILLE S.A.,AVLL3,21.0,-5.43,-126.33,59868.6,[]
AZEVEDO E TRAVASSOS,AZEV3,3.72,5.06,24.69,145049.08,[]
AZEVEDO E TRAVASSOS,AZEV4,2.85,5.06,24.69,828123.28,[]
AZUL,AZUL4,18.39,174.02,1.33,152507250.92,[]
B3,B3SA3,12.67,12.00,59.11,524138181.32,[]
BAHEMA,BAHI3,13.02,-14.41,-8.87,87077.43,[]
BAUMER,BALM3,14.42,8.09,9.74,1925.0,[]
BAUMER,BALM4,11.39,8.09,9.74,4642.11,[]
EXCELSIOR ALIMENTOS,BAUH4,78.89,190.65,1.23,33532.63,[]
BRASIL BROKERS,BBRK3,0.8,-1.20,-43.71,1203952.58,[]
BARDELLA,BDLL3,11.95,-9.23,-140.71,23501.3,[]
BARDELLA,BDLL4,9.3,-9.23,-140.71,7706.6,[]
MINERVA,BEEF3,14.23,6.72,7.73,98434509.48,[]
BIOMM,BIOM3,10.5,-12.07,-60.64,55602.88,[]
BK BRASIL,BKBR3,7.33,-51.47,-1.58,18754704.32,[]
BLAU FARMACÊUTICA S.A.,BLAU3,23.85,8.55,32.75,9530456.84,[]
BLUE TECH SOLUTIONS,BLUT3,1.25,-3.76,-,138722.2,[]
BLUE TECH SOLUTIONS,BLUT4,0.63,-3.76,-,276245.64,[]
BICICLETAS MONARK,BMKS3,240.0,-16.27,14.23,25567.59,[]
BEMOBI MOBILE TECH S.A.,BMOB3,13.87,8.27,11.03,7438628.0,[]
BOA VISTA SERVIÇOS S.A.,BOAS3,5.94,39.85,5.18,8141411.52,[]
BOMBRIL,BOBR4,1.39,3.30,11.52,43126.92,[]
BRADESPAR,BRAP3,26.5,1.44,-,3707595.04,[]
BRADESPAR,BRAP4,29.9,1.44,-,87196726.24,[]
BRF,BRFS3,15.2,15.96,3.73,163055519.52,[]
BRISANET PARTICIPAÇÕES S.A.,BRIT3,2.19,21.60,9.09,2207612.0,[]
BRASKEM,BRKM3,44.78,2.56,21.04,424422.8,[]
BRASKEM,BRKM5,46.11,2.56,21.04,106881307.84,[]
BRASKEM,BRKM6,24.01,2.56,21.04,2357.0,[]
BR MALLS,BRML3,8.41,14.89,51.90,142037900.84,[]
BR PROPERTIES,BRPR3,8.78,32.57,58.52,32474166.24,[]
CAMBUCI,CAMB3,5.19,6.44,17.40,152849.88,[]
CAMIL,CAML3,9.66,8.72,6.77,12371446.56,[]
CSU CARDSYSTEM,CARD3,13.63,6.29,18.08,2256604.92,[]
MÉLIUZ S.A.,CASH3,1.8,-10.36,-30.21,55043907.0,[]
Companhia Brasileira de Alumínio,CBAV3,15.86,11.75,31.55,64144633.96,[]
AMPLA ENERGIA E SERVICOS,CBEE3,19.21,13.19,7.90,3842.0,[]
CCR,CCRO3,13.25,5.75,49.39,119976019.32,[]
CEA MODAS,CEAB3,3.04,21.80,1.63,18432649.96,[]
CEB,CEBR3,15.47,1.68,52.14,35478.52,[]
CEB,CEBR5,13.3,1.68,52.14,139568.8,[]
CEB,CEBR6,13.43,1.68,52.14,267279.16,[]
CEDRO TÊXTIL,CEDO3,6.99,6.97,3.84,4780.3,[]
CEDRO TÊXTIL,CEDO4,4.53,6.97,3.84,7346.82,[]
COELBA,CEEB3,36.0,7.14,21.63,25097.28,[]
COELBA,CEEB5,34.49,7.14,21.63,3449.0,[]
CEEE-D,CEED3,42.0,56.12,1.81,11500.75,[]
CEEE-D,CEED4,65.5,56.12,1.81,11799.0,[]
CEG,CEGR3,89.0,30.76,16.18,8900.0,[]
CELPE,CEPE5,40.01,14.30,11.77,45324.6,[]
CELPE,CEPE6,40.16,14.30,11.77,183964.33,[]
COMGAS,CGAS3,122.99,8.28,20.67,16390.44,[]
COMGAS,CGAS5,124.01,8.28,20.67,188830.68,[]
GRAZZIOTIN,CGRA3,29.97,2.83,28.94,396422.13,[]
GRAZZIOTIN,CGRA4,29.8,2.83,28.94,428392.88,[]
CIELO,CIEL3,3.95,7.86,14.47,98782753.68,[]
CLEAR SALE S.A.,CLSA3,5.03,-2.47,-34.55,7592174.48,[]
CELESC,CLSC3,57.49,5.05,6.99,43910.56,[]
CELESC,CLSC4,60.5,5.05,6.99,397541.8,[]
CEMIG,CMIG3,15.38,5.10,20.29,9219694.4,[]
CEMIG,CMIG4,11.45,5.10,20.29,122661525.28,[]
CSN MINERAÇÃO S.A.,CMIN3,5.15,3.20,47.02,37430562.92,[]
COELCE,COCE5,49.8,6.71,12.51,778026.68,[]
COGNA ON,COGN3,2.6,57.33,3.92,84804445.12,[]
CPFL ENERGIA,CPFE3,35.4,7.36,19.99,169093699.0,[]
COPEL,CPLE11,35.66,5.00,22.66,14356249.08,[]
COPEL,CPLE3,6.6,5.00,22.66,7814488.0,[]
COPEL,CPLE5,21.0,5.00,22.66,7059.4,[]
COPEL,CPLE6,7.27,5.00,22.66,75394883.72,[]
CR2,CRDE3,21.79,-4.98,-177.49,16329.5,[]
ATACADÃO,CRFB3,18.7,9.69,5.79,67401458.12,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG3,41.3,5.10,21.63,8301.2,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG5,39.69,5.10,21.63,415996.76,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG6,38.99,5.10,21.63,23238.38,[]
COSAN,CSAN3,21.4,8.13,31.23,218654459.0,[]
CRUZEIRO DO SUL EDUCACIONAL S.A.,CSED3,3.59,4.46,17.09,1435687.32,[]
COPASA,CSMG3,12.99,10.40,12.70,19956413.36,[]
CSN,CSNA3,22.8,2.68,35.42,241339123.6,[]
COSERN,CSRN3,22.0,7.04,20.96,12306.63,[]
COSERN,CSRN5,21.5,7.04,20.96,21579.67,[]
COSERN,CSRN6,19.07,7.04,20.96,1924.8,[]
COTEMINAS,CTNM3,8.99,8.54,7.34,3887.0,[]
COTEMINAS,CTNM4,2.82,8.54,7.34,37102.24,[]
SANTANENSE,CTSA3,1.7,8.96,6.65,36901.52,[]
SANTANENSE,CTSA4,0.86,8.96,6.65,72042.64,[]
CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,6.63,4.40,21.20,6837325.32,[]
