Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR MEDICINA DIAGNÓSTICA,AALR3,20.07,46.84,5.79,8758605.42,[]
AMBEV,ABEV3,14.21,12.40,22.97,336465325.05,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,3.78,18.39,8.41,10511169.55,[]
AES BRASIL ENERGIA S.A.,AESB3,10.92,34.81,14.53,15604055.97,[]
AFLUENTE,AFLT3,9.28,5.34,84.24,4352.47,[]
BRASILAGRO,AGRO3,31.44,6.29,35.81,26572313.13,[]
AGROGALAXY PARTICIPAÇÕES S.A.,AGXY3,10.65,10.63,3.14,912218.68,[]
SÃO PAULO TURISMO,AHEB6,41.2,-35.38,-3.15,4120.0,[]
ALLIED TECNOLOGIA S.A.,ALLD3,13.7,3.93,6.66,1725109.24,[]
ALPARGATAS,ALPA3,18.05,22.93,13.31,75418.13,[]
ALPARGATAS,ALPA4,22.17,22.93,13.31,84576877.61,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,3.58,1.968.60,0.11,140392.89,[]
ALIANSCSONAE,ALSO3,18.85,5.68,55.68,31255741.29,[]
ALUPAR,ALUP11,26.5,4.15,77.23,31815467.92,[]
ALUPAR,ALUP3,8.88,4.15,77.23,95825.11,[]
ALUPAR,ALUP4,8.87,4.15,77.23,113186.47,[]
LOJAS MARISA,AMAR3,2.59,-95.51,-0.85,15036822.5,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,32.35,5.82,40.27,29910271.84,[]
AMERICANAS S.A,AMER3,21.5,24.40,4.29,201274510.08,[]
ANIMA,ANIM3,5.55,15.94,11.91,15907433.29,[]
ALPER,APER3,33.31,24.53,7.36,1437439.39,[]
ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARML3,12.98,28.67,32.46,8378612.0,[]
AREZZO&CO,ARZZ3,81.27,13.49,16.73,88876065.97,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,16.09,10.79,5.97,116514880.82,[]
ATMA SA,ATMP3,1.9,-2.62,-14.28,42984.21,[]
ATOM EMPREENDIMENTOS,ATOM3,2.75,4.77,29.38,107737.26,[]
AUREN ENERGIA S.A.,AURE3,14.37,28.97,30.66,43888271.05,[]
ALPHAVILLE S.A.,AVLL3,19.0,-5.24,-126.33,151826.83,[]
AZEVEDO E TRAVASSOS,AZEV3,3.57,4.89,24.69,134014.08,[]
AZEVEDO E TRAVASSOS,AZEV4,2.76,4.89,24.69,870199.26,[]
AZUL,AZUL4,20.95,179.92,1.33,162408610.47,[]
B3,B3SA3,12.41,11.74,59.11,564976697.82,[]
BAHEMA,BAHI3,13.49,-14.85,-8.87,124258.31,[]
BAUMER,BALM3,14.42,8.03,9.74,3011.75,[]
BAUMER,BALM4,11.25,8.03,9.74,8406.17,[]
EXCELSIOR ALIMENTOS,BAUH4,76.0,183.67,1.23,22652.54,[]
BRASIL BROKERS,BBRK3,0.8,-1.20,-43.71,1026721.65,[]
BARDELLA,BDLL3,11.0,-9.20,-140.71,10354.71,[]
BARDELLA,BDLL4,9.0,-9.20,-140.71,7696.05,[]
MINERVA,BEEF3,13.41,6.49,7.73,94478065.87,[]
BIOMM,BIOM3,10.55,-12.12,-60.64,49274.47,[]
BK BRASIL,BKBR3,7.8,-54.20,-1.58,15559936.89,[]
BLAU FARMACÊUTICA S.A.,BLAU3,23.89,8.56,32.75,7981130.58,[]
BLUE TECH SOLUTIONS,BLUT3,1.09,-3.35,-,126561.66,[]
BLUE TECH SOLUTIONS,BLUT4,0.52,-3.35,-,226039.32,[]
BICICLETAS MONARK,BMKS3,233.0,-17.57,14.23,19783.92,[]
BEMOBI MOBILE TECH S.A.,BMOB3,13.83,8.23,11.03,7610055.47,[]
BOA VISTA SERVIÇOS S.A.,BOAS3,6.5,45.84,5.18,9388625.11,[]
BOMBRIL,BOBR4,1.39,3.30,11.52,63441.05,[]
BRADESPAR,BRAP3,25.22,1.34,-,3398486.08,[]
BRADESPAR,BRAP4,27.91,1.34,-,103149157.97,[]
BRF,BRFS3,14.53,15.57,3.73,151857873.21,[]
BRISANET PARTICIPAÇÕES S.A.,BRIT3,2.4,22.93,9.09,2007411.47,[]
BRASKEM,BRKM3,42.07,2.46,21.04,440273.26,[]
BRASKEM,BRKM5,42.81,2.46,21.04,111056538.39,[]
BRASKEM,BRKM6,23.35,2.46,21.04,4010.67,[]
BR MALLS,BRML3,8.35,14.81,51.90,148398701.53,[]
BR PROPERTIES,BRPR3,8.82,32.67,58.52,26434333.16,[]
CAMBUCI,CAMB3,5.24,6.48,17.40,196988.5,[]
CAMIL,CAML3,8.87,8.25,6.77,10993263.82,[]
CSU CARDSYSTEM,CARD3,13.73,6.33,18.08,2556654.03,[]
MÉLIUZ S.A.,CASH3,1.97,-11.86,-30.21,71425366.13,[]
Companhia Brasileira de Alumínio,CBAV3,15.48,11.51,31.55,73096025.61,[]
AMPLA ENERGIA E SERVICOS,CBEE3,19.21,13.19,7.90,2881.5,[]
CCR,CCRO3,13.13,5.72,49.39,132457713.61,[]
CEA MODAS,CEAB3,3.37,22.92,1.63,18656507.95,[]
CEB,CEBR3,15.65,1.91,52.14,72564.29,[]
CEB,CEBR5,14.37,1.91,52.14,119364.29,[]
CEB,CEBR6,14.42,1.91,52.14,540394.16,[]
CEDRO TÊXTIL,CEDO3,6.72,6.94,3.84,6675.75,[]
CEDRO TÊXTIL,CEDO4,4.59,6.94,3.84,7510.04,[]
COELBA,CEEB3,36.5,7.16,21.63,45801.55,[]
COELBA,CEEB5,34.49,7.16,21.63,4683.8,[]
CEEE-D,CEED3,46.0,59.22,1.81,10475.75,[]
CEEE-D,CEED4,65.5,59.22,1.81,21199.67,[]
CEG,CEGR3,89.0,30.76,16.18,8900.0,[]
CELPE,CEPE5,40.0,14.30,11.77,65599.0,[]
CELPE,CEPE6,40.16,14.30,11.77,118855.0,[]
COMGAS,CGAS3,124.07,8.33,20.67,38133.21,[]
COMGAS,CGAS5,123.03,8.33,20.67,192083.55,[]
GRAZZIOTIN,CGRA3,32.5,3.11,28.94,256626.78,[]
GRAZZIOTIN,CGRA4,32.59,3.11,28.94,337990.26,[]
CIELO,CIEL3,4.04,8.00,14.47,120027336.29,[]
CLEAR SALE S.A.,CLSA3,4.44,-1.78,-34.55,10445147.71,[]
CELESC,CLSC3,58.5,5.08,6.99,41171.54,[]
CELESC,CLSC4,60.5,5.08,6.99,302541.03,[]
CEMIG,CMIG3,15.1,5.13,20.29,11307054.05,[]
CEMIG,CMIG4,11.73,5.13,20.29,144172856.82,[]
CSN MINERAÇÃO S.A.,CMIN3,4.67,2.87,47.02,34115393.03,[]
COELCE,COCE5,50.2,6.71,12.51,803282.32,[]
COGNA ON,COGN3,2.74,58.71,3.92,110232575.71,[]
CPFL ENERGIA,CPFE3,34.83,7.28,19.99,129223373.32,[]
COPEL,CPLE11,37.21,5.15,22.66,16687036.45,[]
COPEL,CPLE3,6.92,5.15,22.66,7293068.21,[]
COPEL,CPLE5,23.0,5.15,22.66,6459.63,[]
COPEL,CPLE6,7.57,5.15,22.66,81566853.34,[]
CR2,CRDE3,21.79,-4.98,-177.49,18379.9,[]
ATACADÃO,CRFB3,19.79,10.15,5.79,81252901.79,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG3,41.22,5.12,21.63,8177.67,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG5,39.96,5.12,21.63,428290.24,[]
TRONOX PIGMENTOS DO BRASIL S.A.,CRPG6,39.48,5.12,21.63,27960.6,[]
COSAN,CSAN3,21.25,8.10,31.23,160586027.92,[]
CRUZEIRO DO SUL EDUCACIONAL S.A.,CSED3,3.81,4.73,17.09,2024534.39,[]
COPASA,CSMG3,13.28,10.55,12.70,27652608.16,[]
CSN,CSNA3,21.63,2.59,35.42,232317558.66,[]
COSERN,CSRN3,22.0,7.04,20.96,11243.4,[]
COSERN,CSRN5,21.5,7.04,20.96,12778.71,[]
COSERN,CSRN6,19.07,7.04,20.96,2773.38,[]
COTEMINAS,CTNM3,8.99,8.53,7.34,3909.67,[]
COTEMINAS,CTNM4,2.67,8.53,7.34,33745.68,[]
SANTANENSE,CTSA3,1.73,9.04,6.65,49613.18,[]
SANTANENSE,CTSA4,0.96,9.04,6.65,57847.45,[]
CURY CONSTRUTORA E INCORPORADORA S.A.,CURY3,6.54,4.34,21.20,6439952.16,[]
CVC BRASIL,CVCB3,11.55,-7.38,-36.99,151337036.95,[]
CYRELA,CYRE3,14.63,7.11,20.63,95851239.42,[]
DASA,DASA3,19.81,53.88,2.90,7882906.37,[]
DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA S.A.,DESK3,9.6,12.55,21.25,5267946.37,[]
DEXXOS PARTICIPACOES S.A.,DEXP3,9.27,3.63,14.15,3037910.03,[]
DEXXOS PARTICIPACOES S.A.,DEXP4,8.98,3.63,14.15,49875.69,[]
DIRECIONAL ENGENHARIA,DIRR3,11.54,5.87,18.59,17133952.68,[]
DOMMO ENERGIA,DMMO3,1.38,3.19,96.50,41069222.71,[]
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,DMVF3,4.29,67.74,0.23,463361.76,[]
DOHLER,DOHL3,18.88,16.66,10.26,1900.0,[]
DOHLER,DOHL4,5.55,16.66,10.26,36717.82,[]
Dotz S.A.,DOTZ3,3.58,-2.99,-64.93,285124.61,[]
DTCOM,DTCY3,7.85,-20.36,-67.22,2331.14,[]
DURATEX,DXCO3,11.43,5.89,23.57,45936656.61,[]
ELECTRO ACO ALTONA,EALT3,9.56,5.20,12.71,7449.53,[]
ELECTRO ACO ALTONA,EALT4,7.09,5.20,12.71,180817.24,[]
ECORODOVIAS,ECOR3,7.27,8.87,31.28,35978017.55,[]
ENGIE BRASIL,EGIE3,44.11,10.33,40.74,62861774.76,[]
ELEKTRO,EKTR3,28.4,5.99,18.39,8945.0,[]
ELEKTRO,EKTR4,29.96,5.99,18.39,22728.4,[]
ELETROBRAS,ELET3,44.0,7.24,33.06,327125349.29,[]
ELETROBRAS,ELET6,42.51,7.24,33.06,190089057.08,[]
ELETROMIDIA S.A.,ELMD3,15.05,74.30,6.20,2943837.68,[]
EMAE - EMPRESA METROP.AGUAS ENERGIA,EMAE4,39.97,27.48,6.30,325477.05,[]
EMBRAER,EMBR3,12.5,16.55,4.81,141425524.63,[]
ENAUTA PARTICIPAÇÕES,ENAT3,21.89,1.77,100.80,49933874.89,[]
EDP Brasil,ENBR3,22.11,5.66,21.11,77542958.47,[]
ENEVA,ENEV3,15.45,17.19,33.40,87161824.71,[]
ENERGISA,ENGI11,44.9,6.50,19.39,92495083.47,[]
ENERGISA,ENGI3,14.53,6.50,19.39,96229.45,[]
ENERGISA,ENGI4,7.68,6.50,19.39,141913.03,[]
ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.,ENJU3,2.07,-0.32,-124.55,5506280.18,[]
ENERGISA MATO GROSSO,ENMT3,85.0,12.86,23.02,64905.26,[]
ENERGISA MATO GROSSO,ENMT4,84.9,12.86,23.02,40611.47,[]
EMBPAR PARTICIPACOES S.A.,EPAR3,14.1,3.08,7.75,41076.43,[]
EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,EQPA3,5.3,7.70,21.79,308713.39,[]
EQUATORIAL ENERGIA,EQTL3,24.01,9.26,20.94,239021347.53,[]
MPM CORPÓREOS S.A.,ESPA3,3.33,7.70,27.76,16482358.61,[]
ESTRELA,ESTR4,53.0,8.62,7.99,14450.0,[]
ETERNIT,ETER3,13.55,1.95,29.41,13632119.87,['RECUPERAÇÃO JUDICIAL']
EUCATEX,EUCA3,15.43,2.77,22.15,59601.03,[]
EUCATEX,EUCA4,10.44,2.77,22.15,771000.74,[]
EVEN CONSTRUTORA E INCORPORADORA,EVEN3,5.52,3.49,9.35,6953676.82,[]
EZ TEC,EZTC3,17.52,8.79,33.34,34842294.05,[]
FERBASA,FESA3,49.54,4.23,38.14,14306.1,[]
FERBASA,FESA4,53.08,4.23,38.14,17424967.79,[]
FERTILIZANTES HERINGER,FHER3,16.45,1.48,17.21,19294179.32,['RECUPERAÇÃO JUDICIAL']
UNIFIQUE TELECOMUNICAÇÕES S.A.,FIQE3,4.4,8.99,26.59,2896372.05,[]
FLEURY,FLRY3,15.41,10.53,16.91,35835467.34,[]
FRAS-LE,FRAS3,9.93,12.84,9.69,5384973.58,[]
METALFRIO SOLUTIONS,FRIO3,41.5,6.78,8.99,12450.0,[]
POMIFRUTAS,FRTA3,3.45,11.95,39.44,8532.0,['RECUPERAÇÃO JUDICIAL']
RIO PARANAPANEMA,GEPA3,24.76,16.98,15.31,6633.08,[]
RIO PARANAPANEMA,GEPA4,25.6,16.98,15.31,22610.78,[]
GETNET,GETT3,2.25,-,20.00,354494.97,[]
GETNET,GETT4,2.21,-,20.00,345250.5,[]
GAFISA,GFSA3,1.53,7.14,25.79,11243338.16,[]
GERDAU,GGBR3,22.95,2.30,27.30,1412968.87,[]
GERDAU,GGBR4,29.04,2.30,27.30,371021567.34,[]
GPS PARTICIPACOES E EMPREENDIMENTOS S.A.,GGPS3,14.01,14.63,9.26,34232921.08,[]
